text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
9,1,Age (Age of the applicant) is the most important feature and has a positive influence on the prediction.,6.59,4.64,1.95
9,2,"Housing (Housing status (Own, Rent, etc.)) is the second most important feature and has a negative influence on the prediction.",6.02,4.64,1.38
9,3,Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction.,6.36,4.64,1.72
9,4,Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction.,6.06,4.64,1.42
10,0,"For this instance, the model predicted bad credit risk.",3.91,4.38,-0.47
10,1,Credit amount (Amount of credit requested) is the most important feature and has a positive influence on the prediction.,6.21,4.38,1.83
10,2,Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction.,6.15,4.38,1.77
10,3,Age (Age of the applicant) is the third most important feature and has a negative influence on the prediction.,6.23,4.38,1.85
10,4,"Housing (Housing status (Own, Rent, etc.)) is the 4th most important feature and has a positive influence on the prediction.",5.3,4.38,0.92
11,0,"For this instance, the model predicted bad credit risk.",4.27,4.72,-0.44
11,1,Purpose (Purpose of the loan) is the most important feature and has a positive influence on the prediction.,5.66,4.72,0.95
11,2,Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction.,6.77,4.72,2.05
11,3,Duration (Duration of the loan in months) is the third most important feature and has a negative influence on the prediction.,6.86,4.72,2.15
11,4,Sex (Gender of the applicant) is the 4th most important feature and has a negative influence on the prediction.,6.15,4.72,1.43
12,0,"For this instance, the model predicted bad credit risk.",3.74,4.22,-0.48
12,1,Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction.,5.7,4.22,1.48
12,2,Age (Age of the applicant) is the second most important feature and has a positive influence on the prediction.,6.24,4.22,2.02
12,3,Purpose (Purpose of the loan) is the third most important feature and has a negative influence on the prediction.,5.99,4.22,1.77
12,4,Credit amount (Amount of credit requested) is the 4th most important feature and has a negative influence on the prediction.,5.38,4.22,1.16
13,0,"For this instance, the model predicted bad credit risk.",4.06,4.49,-0.43
13,1,Credit amount (Amount of credit requested) is the most important feature and has a positive influence on the prediction.,6.62,4.49,2.12
13,2,Purpose (Purpose of the loan) is the second most important feature and has a negative influence on the prediction.,6.46,4.49,1.96
13,3,Duration (Duration of the loan in months) is the third most important feature and has a positive influence on the prediction.,6.26,4.49,1.77
13,4,"Housing (Housing status (Own, Rent, etc.)) is the 4th most important feature and has a positive influence on the prediction.",5.29,4.49,0.8
14,0,"For this instance, the model predicted bad credit risk.",3.73,4.34,-0.61
14,1,Duration (Duration of the loan in months) is the most important feature and has a negative influence on the prediction.,5.83,4.34,1.49
14,2,Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction.,6.21,4.34,1.86
14,3,Age (Age of the applicant) is the third most important feature and has a positive influence on the prediction.,6.26,4.34,1.92
14,4,Credit amount (Amount of credit requested) is the 4th most important feature and has a positive influence on the prediction.,5.57,4.34,1.23
15,0,"For this instance, the model predicted bad credit risk.",4.21,4.64,-0.43
15,1,Credit amount (Amount of credit requested) is the most important feature and has a positive influence on the prediction.,7.05,4.64,2.41
15,2,Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction.,6.75,4.64,2.1
15,3,"Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a positive influence on the prediction.",6.16,4.64,1.52
15,4,Checking account (Status of the applicant's checking account) is the 4th most important feature and has a negative influence on the prediction.,5.8,4.64,1.15
16,0,"For this instance, the model predicted bad credit risk.",4.1,4.28,-0.18
16,1,Age (Age of the applicant) is the most important feature and has a negative influence on the prediction.,6.21,4.28,1.93
16,2,Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction.,6.07,4.28,1.79
16,3,Duration (Duration of the loan in months) is the third most important feature and has a positive influence on the prediction.,6.22,4.28,1.94
16,4,Checking account (Status of the applicant's checking account) is the 4th most important feature and has a negative influence on the prediction.,5.38,4.28,1.1
17,0,"For this instance, the model predicted bad credit risk.",3.68,4.01,-0.34
17,1,Age (Age of the applicant) is the most important feature and has a positive influence on the prediction.,5.32,4.01,1.3
17,2,Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction.,5.77,4.01,1.75
17,3,Duration (Duration of the loan in months) is the third most important feature and has a positive influence on the prediction.,5.95,4.01,1.94
17,4,Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction.,5.25,4.01,1.24
18,0,"For this instance, the model predicted bad credit risk.",4.55,4.8,-0.25
18,1,Age (Age of the applicant) is the most important feature and has a positive influence on the prediction.,7.2,4.8,2.4
18,2,"Housing (Housing status (Own, Rent, etc.)) is the second most important feature and has a positive influence on the prediction.",6.72,4.8,1.92
18,3,Saving accounts (Status of the applicant's saving accounts) is the third most important feature and has a positive influence on the prediction.,6.28,4.8,1.48
18,4,Sex (Gender of the applicant) is the 4th most important feature and has a positive influence on the prediction.,6.34,4.8,1.54
19,0,"For this instance, the model predicted bad credit risk.",3.74,4.22,-0.48
19,1,Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction.,5.7,4.22,1.48
19,2,Age (Age of the applicant) is the second most important feature and has a positive influence on the prediction.,6.24,4.22,2.02
19,3,Purpose (Purpose of the loan) is the third most important feature and has a negative influence on the prediction.,5.99,4.22,1.77
19,4,Credit amount (Amount of credit requested) is the 4th most important feature and has a negative influence on the prediction.,5.38,4.22,1.16
20,0,"For this instance, the model predicted good credit risk.",4.53,4.63,-0.1
20,1,Age (Age of the applicant) is the most important feature and has a negative influence on the prediction.,6.66,4.63,2.03
20,2,"Housing (Housing status (Own, Rent, etc.)) is the second most important feature and has a negative influence on the prediction.",5.87,4.63,1.24
20,3,Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction.,6.32,4.63,1.7
20,4,Sex (Gender of the applicant) is the 4th most important feature and has a positive influence on the prediction.,6.08,4.63,1.45
21,0,"For this instance, the model predicted good credit risk.",3.9,4.28,-0.38
21,1,Credit amount (Amount of credit requested) is the most important feature and has a positive influence on the prediction.,5.91,4.28,1.63
21,2,Age (Age of the applicant) is the second most important feature and has a negative influence on the prediction.,6.36,4.28,2.07
21,3,"Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a negative influence on the prediction.",5.44,4.28,1.16
21,4,Duration (Duration of the loan in months) is the 4th most important feature and has a negative influence on the prediction.,5.47,4.28,1.19
22,0,"For this instance, the model predicted good credit risk.",4.21,4.65,-0.43
22,1,Duration (Duration of the loan in months) is the most important feature and has a negative influence on the prediction.,5.96,4.65,1.31
22,2,Age (Age of the applicant) is the second most important feature and has a positive influence on the prediction.,7.01,4.65,2.36
22,3,"Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a negative influence on the prediction.",5.93,4.65,1.29
22,4,Credit amount (Amount of credit requested) is the 4th most important feature and has a negative influence on the prediction.,5.82,4.65,1.18
23,0,"For this instance, the model predicted good credit risk.",4.15,4.68,-0.52
23,1,Credit amount (Amount of credit requested) is the most important feature and has a negative influence on the prediction.,7.01,4.68,2.33
23,2,Purpose (Purpose of the loan) is the second most important feature and has a negative influence on the prediction.,6.7,4.68,2.03
23,3,Sex (Gender of the applicant) is the third most important feature and has a positive influence on the prediction.,6.72,4.68,2.04
23,4,Saving accounts (Status of the applicant's saving accounts) is the 4th most important feature and has a negative influence on the prediction.,5.64,4.68,0.97
24,0,"For this instance, the model predicted bad credit risk.",3.83,4.3,-0.48
24,1,Credit amount (Amount of credit requested) is the most important feature and has a positive influence on the prediction.,5.94,4.3,1.64
24,2,Age (Age of the applicant) is the second most important feature and has a positive influence on the prediction.,6.46,4.3,2.15
24,3,"Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a positive influence on the prediction.",5.68,4.3,1.37
24,4,Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction.,5.55,4.3,1.25
25,0,"For this instance, the model predicted bad credit risk.",4.55,4.62,-0.07
25,1,Age (Age of the applicant) is the most important feature and has a positive influence on the prediction.,6.86,4.62,2.24
25,2,"Housing (Housing status (Own, Rent, etc.)) is the second most important feature and has a negative influence on the prediction.",6.09,4.62,1.47
25,3,Purpose (Purpose of the loan) is the third most important feature and has a positive influence on the prediction.,6.57,4.62,1.95
25,4,Credit amount (Amount of credit requested) is the 4th most important feature and has a negative influence on the prediction.,5.87,4.62,1.25
26,0,"For this instance, the model predicted bad credit risk.",4.36,4.73,-0.37
26,1,Purpose (Purpose of the loan) is the most important feature and has a positive influence on the prediction.,5.88,4.73,1.15
26,2,Age (Age of the applicant) is the second most important feature and has a positive influence on the prediction.,7.4,4.73,2.67
26,3,"Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a positive influence on the prediction.",6.22,4.73,1.49
26,4,Sex (Gender of the applicant) is the 4th most important feature and has a positive influence on the prediction.,6.3,4.73,1.56
27,0,"For this instance, the model predicted bad credit risk.",4.04,4.43,-0.39
27,1,Credit amount (Amount of credit requested) is the most important feature and has a positive influence on the prediction.,6.44,4.43,2.02
27,2,Sex (Gender of the applicant) is the second most important feature and has a negative influence on the prediction.,6.34,4.43,1.91
27,3,"Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a positive influence on the prediction.",5.55,4.43,1.13
27,4,Age (Age of the applicant) is the 4th most important feature and has a negative influence on the prediction.,6.0,4.43,1.58
28,0,"For this instance, the model predicted bad credit risk.",4.79,5.26,-0.47
28,1,Purpose (Purpose of the loan) is the most important feature and has a positive influence on the prediction.,6.15,5.26,0.9
28,2,Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction.,7.44,5.26,2.18
28,3,"Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a positive influence on the prediction.",6.86,5.26,1.61
28,4,Sex (Gender of the applicant) is the 4th most important feature and has a negative influence on the prediction.,6.92,5.26,1.66
29,0,"For this instance, the model predicted bad credit risk.",4.29,4.78,-0.49
29,1,Credit amount (Amount of credit requested) is the most important feature and has a positive influence on the prediction.,6.8,4.78,2.02
29,2,Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction.,6.93,4.78,2.15
29,3,Checking account (Status of the applicant's checking account) is the third most important feature and has a positive influence on the prediction.,6.23,4.78,1.45
29,4,"Housing (Housing status (Own, Rent, etc.)) is the 4th most important feature and has a positive influence on the prediction.",5.7,4.78,0.92
