text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
5,2,"Additionally, the patient’s average glucose level is 65.32, which is well below the typical adult average and indicates no signs of elevated blood sugar that might otherwise increase stroke risk.",7.13,7.16,-0.03
5,3,"The absence of hypertension, a major contributor to stroke in adults, also played a small but supportive role in the model’s assessment.",7.52,7.16,0.37
5,4,"Finally, while the patient’s gender was considered, it did not meaningfully influence the outcome, and together these factors led the model to confidently predict a low risk of stroke for this individual.",8.02,7.16,0.86
6,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the story behind this decision begins with their age.",9.5,7.31,2.19
6,1,"Being only 9 years old, the patient is far younger than the typical age group where stroke risk becomes significant, which strongly steered the prediction away from stroke.",8.11,7.31,0.8
6,2,"This low risk is further reinforced by the patient’s body mass index (BMI) of 16.3, which is well below the average and suggests a healthy weight, reducing the likelihood of related health complications.",9.36,7.31,2.05
6,3,"Additionally, the patient’s average glucose level is 66.11, a value that sits comfortably below the population average and indicates no signs of elevated blood sugar, a known risk factor for stroke.",7.72,7.31,0.41
6,4,"The absence of hypertension, a major contributor to stroke risk, further supports the model’s conclusion, while the patient’s gender did not play a meaningful role in shaping the outcome for this particular case.",7.88,7.31,0.57
7,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the story begins with their age, which stands out as the most influential factor.",10.57,7.75,2.83
7,1,"Being just 17 years old, the patient is much younger than the typical age associated with higher stroke risk, and this youthfulness strongly steers the prediction away from danger.",8.8,7.75,1.05
7,2,"Their body mass index is also notably low, suggesting a healthy weight that further reduces the likelihood of stroke, especially when compared to the average in the dataset.",9.87,7.75,2.12
7,3,"The patient’s average glucose level is well within a normal range, which is important because elevated glucose can signal underlying metabolic issues that increase stroke risk.",9.21,7.75,1.46
7,4,"Finally, the absence of hypertension and the patient’s gender did not meaningfully sway the prediction, so the model’s confidence in a low stroke risk is anchored primarily in the patient’s youth, healthy weight, and stable glucose levels, all of which are well-established protective factors in medical research.",8.96,7.75,1.21
8,0,"The model predicted that this patient is at risk of having a stroke, and the primary reason lies in her age: at 70 years old, she is significantly older than the average patient, which is a well-known risk factor for stroke due to the cumulative effects of aging on blood vessels and the brain.",11.43,7.21,4.22
8,1,"While her average glucose level is actually lower than typical, which might have offered some protection, this factor did not weigh heavily in the model’s decision.",7.23,7.21,0.02
8,2,"Her body mass index stands out as notably high, suggesting obesity, which is often linked to increased stroke risk through its association with conditions like atherosclerosis and metabolic syndrome.",8.08,7.21,0.87
8,3,"Interestingly, the absence of hypertension, a common contributor to stroke, did not offset the risk in this case, likely because the impact of age and BMI was so pronounced.",8.03,7.21,0.82
8,4,"Finally, her gender did not play a significant role in the prediction, so the model’s decision was driven mainly by the interplay between her advanced age and elevated BMI, both of which are powerful indicators of stroke risk in medical research.",8.27,7.21,1.06
9,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the reasoning begins with their age, which stands out as the most influential factor.",10.79,8.23,2.56
9,1,"Being only 8 years old, this patient is far younger than the typical adult in the dataset, and since stroke risk rises sharply with age, their youth strongly protects them.",9.83,8.23,1.59
9,2,"Their body mass index is also notably low at 16.1, which, compared to the average, suggests a healthy weight for a child and further reduces cardiovascular risk.",9.51,8.23,1.28
9,3,"Although their average glucose level is somewhat elevated at 118.66, this alone is not enough to outweigh the protective effects of their age and BMI, especially in the absence of hypertension.",9.16,8.23,0.93
9,4,"Finally, the fact that the patient does not have hypertension, a major risk factor for stroke, reinforces the model’s confidence in predicting a low risk, illustrating how these features together create a reassuring health profile for this young individual.",9.4,8.23,1.16
10,0,"The model predicted that this patient is not at risk of having a stroke, and the story begins with their age, which stands out as the most influential factor.",12.45,9.85,2.6
10,1,"Being only six years old, the patient is far younger than the typical age associated with higher stroke risk, so this youthful profile strongly steers the prediction away from danger.",10.64,9.85,0.79
10,2,"Next, the patient’s body mass index is notably lower than average, suggesting a healthy weight that further reduces the likelihood of stroke, since higher BMI is often linked to cardiovascular problems.",12.94,9.85,3.1
10,3,"Their average glucose level is also well below the population mean, indicating stable blood sugar and lessening concerns about diabetes-related complications.",9.98,9.85,0.13
10,4,"Finally, the absence of hypertension, a major contributor to stroke in adults, reinforces the model’s confidence that this patient’s current health and lifestyle factors collectively point toward a low risk of stroke.",11.92,9.85,2.08
11,0,"For this patient, the model predicted that they are not at risk of having a stroke, and this decision was shaped most strongly by their age.",11.26,9.95,1.31
11,1,"Although the patient is 53 years old—significantly older than the average in the dataset—age actually reduced their predicted risk, possibly because other risk factors were not present or were well-controlled.",11.25,9.95,1.3
11,2,"Their average glucose level was only slightly above the typical value, which did little to increase their risk, suggesting stable blood sugar management.",10.68,9.95,0.73
11,3,"While their BMI was higher than average, indicating they are in the overweight range, this factor alone was not enough to outweigh the protective effects of other features, especially since the patient does not have hypertension—a major risk factor for stroke that is absent here.",12.97,9.95,3.02
11,4,"Taken together, these elements combined to reassure the model that, despite some elevated values, the overall profile did not signal a high likelihood of stroke for this individual.",10.56,9.95,0.61
12,0,"For this patient, the model predicted that they are not at risk of having a stroke, and this decision was shaped most strongly by their age.",11.3,8.69,2.61
12,1,"Although the patient is 41 years old, which is slightly above the average in the dataset, the model appears to weigh younger ages as protective, likely because stroke risk tends to rise more sharply in older populations.",9.35,8.69,0.66
12,2,"Their average glucose level is only a little higher than the typical value, and this small difference did not push the risk higher, perhaps because glucose levels in this range are not usually associated with acute stroke risk unless combined with other factors.",8.63,8.69,-0.06
12,3,"Interestingly, the patient’s body mass index is quite elevated, which could have increased their risk, but the absence of hypertension—a key medical risk factor—seems to have counterbalanced this concern.",9.64,8.69,0.95
12,4,"Finally, the patient’s gender did not play a significant role in the model’s decision, suggesting that, for this individual, age and the lack of hypertension were the most decisive factors in predicting a low risk of stroke.",10.93,8.69,2.25
13,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the story begins with their age, which stands out as the most influential factor.",11.68,8.17,3.51
13,1,"Being only 9 years old, the patient is far younger than the typical age associated with higher stroke risk, and this youthful profile strongly steers the prediction away from danger.",9.44,8.17,1.27
13,2,"Their body mass index is also notably lower than average, suggesting a healthy weight that further reduces the likelihood of stroke, since excess weight is a well-known risk factor.",10.41,8.17,2.24
13,3,"In addition, the patient’s average glucose level is below the population norm, which likely signals good metabolic health and lessens concerns about diabetes-related complications.",9.0,8.17,0.83
13,4,"Finally, the absence of hypertension and the patient’s gender did not meaningfully sway the model’s decision, so the combination of youth, healthy weight, and stable glucose levels collectively led the model to confidently predict a low risk of stroke for this individual.",9.62,8.17,1.45
14,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the most influential factor in this decision was their age, which, at 39, is only slightly above the average in the dataset and generally considered a lower-risk group for stroke compared to older adults.",12.24,7.47,4.78
14,1,"Although their average glucose level is notably lower than the typical value seen in the data, which often signals a healthier metabolic profile and further reduces stroke risk, their body mass index is somewhat elevated, suggesting a potential concern.",7.76,7.47,0.3
14,2,"However, the absence of hypertension—a well-known risk factor for stroke—helped to counterbalance the effect of a higher BMI.",8.93,7.47,1.46
14,3,"The patient's gender, being female, did not sway the prediction in either direction, as the model found it to have little impact in this context.",8.06,7.47,0.6
14,4,"Altogether, the combination of relatively young age, low glucose levels, and no hypertension led the model to conclude that this patient is unlikely to experience a stroke, despite some risk factors present.",9.34,7.47,1.88
15,0,"For this patient, the model predicted that they are not at risk of having a stroke, and this decision was shaped most strongly by their age.",10.55,9.12,1.43
15,1,"Although the patient is 46 years old, which is notably higher than the average in the dataset, the model appears to weigh this factor as reducing the likelihood of stroke in the context of the other features—perhaps because, in this dataset, age alone does not always signal elevated risk without other compounding factors.",9.8,9.12,0.69
15,2,"The patient's body mass index is somewhat above average, but this did not significantly sway the prediction, suggesting that BMI on its own was not a decisive risk factor here.",10.22,9.12,1.11
15,3,"Similarly, while their average glucose level is higher than typical, the model did not interpret this as a strong indicator of stroke risk, possibly because the absence of hypertension—a known major risk factor—helped counterbalance these other values.",9.96,9.12,0.84
15,4,"Altogether, the combination of these health and lifestyle factors led the model to conclude that this patient is not predicted to have a stroke, highlighting how the interplay between features can sometimes override the influence of any single risk factor.",10.32,9.12,1.2
16,0,"For this patient, the model predicted that they are not at risk of having a stroke, and this outcome is shaped most strongly by their age, which is just below the average for the dataset.",9.26,7.1,2.16
16,1,"Since younger age is generally associated with a lower risk of stroke, this factor played a significant role in steering the prediction away from a positive stroke risk.",8.43,7.1,1.33
16,2,"Although the patient’s average glucose level is slightly higher than the typical value, it did not weigh heavily enough to offset the protective effect of their age, especially when considered alongside their healthy body mass index, which is also below the dataset average and suggests a lower likelihood of metabolic complications.",8.27,7.1,1.17
16,3,"The absence of hypertension further supports the model’s decision, as high blood pressure is a well-known risk factor for stroke, and its absence here reduces concern.",8.23,7.1,1.14
16,4,"Finally, while the patient’s gender was included in the analysis, it did not meaningfully influence the prediction, allowing the other health and lifestyle factors to take precedence in the model’s assessment.",7.48,7.1,0.38
17,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the reasoning unfolds as follows.",11.81,9.4,2.41
17,1,"The most influential factor was the patient’s age, which, being higher than average, would typically raise concern, since stroke risk increases with age; however, this effect was outweighed by other protective elements in their profile.",11.26,9.4,1.86
17,2,"Notably, the patient’s body mass index was slightly above average, but this did not significantly sway the prediction, perhaps because moderate elevations in BMI alone are not always decisive without other risk factors.",10.12,9.4,0.72
17,3,"The patient’s average glucose level was much lower than what is typically seen, which likely signaled good metabolic health and helped reduce the overall risk.",9.25,9.4,-0.15
17,4,"Additionally, the absence of hypertension—a major contributor to stroke—further reassured the model, and the patient’s gender did not meaningfully alter the outcome, leading to a confident prediction that this individual is not likely to experience a stroke.",12.0,9.4,2.61
18,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the story begins with their age, which stands out as the most influential factor.",11.36,8.11,3.25
18,1,"Being only five years old, the patient is far younger than the typical age associated with higher stroke risk, and this youthfulness strongly steers the prediction away from danger.",9.41,8.11,1.3
18,2,"Their body mass index, while slightly below the average, also contributes to a lower risk, as children with lower BMI are less likely to have the chronic conditions that often lead to strokes later in life.",9.27,8.11,1.16
18,3,"Although the patient’s average glucose level is higher than what is commonly seen, the absence of hypertension—a key medical risk factor—helps to counterbalance this concern, suggesting that the elevated glucose may not yet have led to vascular complications.",8.93,8.11,0.82
18,4,"Finally, the patient’s gender did not play a significant role in the model’s decision, so the overall picture is one of a young, generally healthy individual whose age and lack of hypertension are the main reasons the model confidently predicts no imminent risk of stroke.",9.44,8.11,1.33
19,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the reasoning begins with their age, which stands out as the most influential factor.",13.69,9.21,4.48
19,1,"Being only five years old, the patient is far younger than the typical age associated with higher stroke risk, and this youthful profile strongly steers the prediction away from danger.",10.82,9.21,1.61
19,2,"Their body mass index is also notably low compared to the average, which further reduces concern, as lower BMI in children is rarely linked to stroke.",10.18,9.21,0.97
19,3,"The patient’s average glucose level, while slightly above the dataset average, remains within a healthy range and does not raise any red flags in the context of their other health indicators.",10.27,9.21,1.06
19,4,"Finally, the absence of hypertension and the patient’s gender did not meaningfully sway the model’s decision, so the combination of youth and healthy body metrics ultimately led the model to predict a low risk of stroke for this individual.",10.57,9.21,1.36
20,0,"The model predicted that this patient is at risk of having a stroke, and the story begins with age playing a central role: at 68 years old, the patient is much older than the typical individual in the dataset, and advanced age is widely recognized as a major risk factor for stroke due to the cumulative effects of vascular changes over time.",8.77,7.22,1.55
20,1,"While the patient’s average glucose level is slightly below the dataset average, this factor did not significantly sway the prediction, suggesting that blood sugar control is not a primary concern in this case.",8.17,7.22,0.95
20,2,"Similarly, the patient’s body mass index is just above average, but this modest difference did not meaningfully increase risk, perhaps because it falls within a range that is not strongly associated with stroke in the context of the other features.",7.89,7.22,0.67
20,3,"Interestingly, the absence of hypertension, a condition often linked to stroke, did not reduce the predicted risk, likely because the patient’s advanced age outweighed the protective effect of normal blood pressure.",8.22,7.22,1.0
20,4,"Altogether, the model’s decision was driven most strongly by the patient’s age, with other health and lifestyle factors playing only minor roles, highlighting how age can dominate stroke risk assessments even when other indicators are relatively unremarkable.",7.51,7.22,0.29
21,0,"The model predicted that this patient is at risk of having a stroke, and the story begins with age playing a decisive role: at 79 years old, the patient is much older than the average in the dataset, and advanced age is widely recognized as a major risk factor for stroke due to the cumulative effects of vascular changes over time.",9.93,7.61,2.32
21,1,"While the patient’s average glucose level is only slightly above the typical value, this factor did not significantly sway the prediction, suggesting that blood sugar control is not a primary concern in this case.",8.58,7.61,0.97
21,2,"The presence of hypertension, however, adds another layer of risk, as high blood pressure is a well-established contributor to stroke by increasing strain on blood vessels.",9.75,7.61,2.14
21,3,"The patient’s body mass index is somewhat higher than average, which may further elevate risk, since excess weight can exacerbate both hypertension and other cardiovascular issues.",8.09,7.61,0.48
21,4,"Finally, the patient’s gender did not meaningfully influence the model’s decision, indicating that the other health and lifestyle factors were far more decisive in shaping the prediction.",7.69,7.61,0.09
22,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the most influential factor in this decision was their young age of 8 years, which is far below the typical age where stroke risk becomes significant.",10.75,7.17,3.57
22,1,"This low age, combined with a body mass index (BMI) of 14.6—well under the average for the population—further reduced the likelihood of stroke, as both youth and a healthy BMI are generally protective against cardiovascular events.",8.34,7.17,1.17
22,2,"Although the patient’s average glucose level is slightly above the population mean, it remains within a range that is not typically associated with high stroke risk, especially in the absence of other risk factors.",8.1,7.17,0.93
22,3,"The absence of hypertension, a major contributor to stroke in adults, also played a small but reassuring role in the model’s assessment.",7.41,7.17,0.24
22,4,"Finally, while the patient’s gender was considered, it did not meaningfully influence the prediction, and thus the model’s decision was driven primarily by the patient’s age and overall healthy profile.",7.78,7.17,0.6
23,0,"For this patient, the model predicted that they are not at risk of having a stroke, and this decision was shaped most strongly by their age.",10.27,8.57,1.7
23,1,"Although the patient is 53 years old, which is higher than the average in the dataset, the model appears to have weighed this factor less heavily, possibly because other risk indicators were not present.",10.14,8.57,1.57
23,2,"Their body mass index is somewhat elevated at 29.9, but this alone did not tip the balance, especially since their average glucose level is actually lower than the typical value seen in the data, suggesting good blood sugar control.",9.47,8.57,0.9
23,3,"The absence of hypertension, a well-known risk factor for stroke, further reassured the model that the patient’s overall risk remains low.",10.1,8.57,1.53
23,4,"Finally, while gender was considered, it did not play a significant role in this particular prediction, allowing the other health and lifestyle factors to drive the outcome.",8.9,8.57,0.33
24,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the most influential factor in this decision was their young age of 23, which is well below the average age in the dataset and strongly associated with lower stroke risk.",12.4,8.1,4.31
24,1,"This protective effect of youth was further supported by the patient’s healthy body mass index, which, being close to the average, did not raise any additional concerns.",8.85,8.1,0.76
24,2,"The patient’s average glucose level was also notably lower than what is typically observed, suggesting good metabolic health and further reducing the likelihood of stroke.",8.57,8.1,0.47
24,3,"Additionally, the absence of hypertension—a known risk factor for stroke—helped reinforce the model’s confidence in its prediction.",9.56,8.1,1.47
24,4,"Finally, while the patient’s gender was considered, it did not meaningfully sway the outcome, leaving the other health and lifestyle factors as the primary reasons for the reassuring result.",7.98,8.1,-0.11
25,0,"For this patient, the model predicted that they are not at risk of having a stroke, and this decision was shaped most strongly by their age.",8.26,7.02,1.24
25,1,"Although the patient is slightly older than the average in the dataset, their age still falls within a range that typically carries lower risk, which helped steer the prediction away from stroke.",8.41,7.02,1.39
25,2,"The next most influential factor was the patient’s average glucose level, which, while higher than average, did not reach a threshold that would significantly elevate stroke risk on its own—especially when considered alongside other features.",8.31,7.02,1.29
25,3,"The patient’s body mass index is above average, which could have nudged the risk higher, but this effect was outweighed by the protective influence of their age and the absence of hypertension, a condition known to sharply increase stroke risk.",8.26,7.02,1.24
25,4,"Finally, the patient’s gender did not play a meaningful role in this prediction, so the model’s outcome was primarily driven by the interplay of age, glucose, BMI, and hypertension status, ultimately leading to a reassuring result.",8.19,7.02,1.17
26,0,"The model predicted that this patient is not at risk of having a stroke, and the most influential factor in this decision was the patient’s young age of 9 years, which is far below the average age in the dataset and strongly reduces stroke risk.",9.9,7.32,2.58
26,1,"This protective effect is further supported by the patient’s average glucose level, which, being slightly lower than the typical value, suggests stable blood sugar and less likelihood of metabolic complications that could contribute to stroke.",7.97,7.32,0.65
26,2,"The patient’s body mass index is just above average, but not high enough to outweigh the benefits of youth and healthy glucose levels, so it does not significantly increase risk in this context.",7.86,7.32,0.54
26,3,"Additionally, the absence of hypertension—a known major risk factor for stroke—further reassures the model that the patient’s overall health profile is favorable.",8.29,7.32,0.97
26,4,"Finally, while the patient’s gender is noted, it did not play a meaningful role in the prediction, so the model’s confidence rests primarily on the combination of youth, healthy glucose, and lack of hypertension, all of which point toward a low risk of stroke.",8.55,7.32,1.23
27,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the reasoning begins with their age, which stands out as the most influential factor.",11.37,7.95,3.42
27,1,"Being only 28 years old, well below the average age in the dataset, significantly reduces their risk, as younger individuals are generally less likely to experience strokes due to the cumulative nature of vascular risk factors over time.",9.97,7.95,2.02
27,2,"Their average glucose level is also slightly below the typical value, which further supports a lower risk, since elevated glucose is often linked to vascular complications.",8.99,7.95,1.04
27,3,"Although their body mass index is higher than average, which could have increased their risk, this effect is outweighed by the protective influence of their youth and healthy glucose levels.",9.44,7.95,1.49
27,4,"Additionally, the absence of hypertension and the patient's gender did not meaningfully sway the prediction, leaving age and metabolic health as the primary reasons the model confidently assessed a low stroke risk for this individual.",7.77,7.95,-0.18
28,0,"For this patient, the model predicted that they are not at risk of having a stroke, and the most influential factor in this decision was their age, which, while higher than average, actually reduced the predicted risk—possibly because other risk factors did not align with what is typically seen in higher-risk older patients.",11.99,8.31,3.68
28,1,"The patient’s average glucose level, which is slightly below the population average, also played a role in lowering the risk, as well-controlled blood sugar is generally associated with better vascular health.",9.78,8.31,1.47
28,2,"However, the patient’s body mass index is notably above average, and the presence of hypertension would usually raise concern, but in this case, their impact was outweighed by the more protective factors.",9.0,8.31,0.69
28,3,"The model also considered the patient’s gender, but this did not meaningfully influence the outcome.",9.1,8.31,0.78
28,4,"Altogether, the combination of a relatively healthy glucose level and the specific context of the patient’s age led the model to conclude that the risk of stroke is low, despite some less favorable health indicators.",9.18,8.31,0.87
29,0,"The model predicted that this patient is at risk of having a stroke, and the story begins with age playing a leading role: at 54 years old, the patient is notably older than the average in the dataset, which is a well-known risk factor for stroke as blood vessels become more vulnerable over time.",9.59,7.58,2.01
29,1,"Next, the patient’s body mass index (BMI) is higher than average, suggesting a tendency toward overweight, which can contribute to cardiovascular strain and further elevate stroke risk.",8.96,7.58,1.39
29,2,"Interestingly, the patient’s average glucose level is actually lower than the typical value seen in the dataset, which might have slightly reduced the predicted risk, since high blood sugar is often linked to vascular problems.",8.49,7.58,0.91
29,3,"The absence of hypertension, a condition that usually increases stroke risk, also worked in the patient’s favor, but its influence was relatively minor compared to age and BMI.",8.83,7.58,1.25
29,4,"Finally, the patient’s gender did not meaningfully sway the prediction, so the model’s decision was primarily shaped by the interplay of age and BMI, with the mitigating effects of healthy blood pressure and glucose levels not quite strong enough to offset the overall risk.",8.1,7.58,0.52
