text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
13,4,"The patient's age is 38, and this moderately increases the risk.",16.15
13,5,"The patient's plasma glucose concentration is 104, which slightly decreases the predicted risk.",13.37
13,6,The model's prediction about the patient's likelihood of having diabetes is influenced by several factors.,12.45
14,1,"Overall, age and BMI are the main factors pushing the prediction higher, while glucose level and family history reduce it.",45.69
14,2,"The patient's high BMI of 36.60 slightly increases the risk, as does having had 13 pregnancies, though to a lesser extent.",24.17
14,3,"However, a plasma glucose concentration of 106 and a low diabetes pedigree function of 0.18 both decrease the risk.",18.25
14,4,The patient's age of 45 years increases the likelihood of diabetes.,14.71
14,5,The model's prediction that the patient has diabetes is influenced by several factors.,13.5
15,1,"Specifically, the patient's relatively low BMI and glucose level have the largest negative impact, followed by their younger age, low diabetes pedigree function, and lower insulin level, all of which decrease the likelihood of a diabetes diagnosis according to the model.",22.4
15,2,"The model predicts that the patient is less likely to have diabetes mainly because their BMI, glucose level, age, diabetes pedigree function, and insulin level all contribute negatively to the prediction.",10.34
16,1,"Overall, the combination of these features leads the model to estimate a lower probability of diabetes for this patient.",37.19
16,2,The diabetes pedigree function also has a small negative impact on the prediction.,31.15
16,3,"The patient's number of pregnancies slightly increases the risk, but not enough to outweigh the other factors.",16.63
16,4,"The model predicts that the patient is less likely to have diabetes, mainly because their BMI, glucose level, and age all contribute to lowering the risk.",10.85
17,1,"Overall, age and BMI are the strongest contributors to a higher risk in this case.",44.52
17,2,"However, the patient's plasma glucose concentration (112), diabetes pedigree function (0.24), and diastolic blood pressure (78 mm Hg) all slightly decrease the predicted risk.",18.96
17,3,The patient's age (38 years) and high BMI (39.40) both increase the predicted risk of diabetes.,13.5
17,4,The model predicts the likelihood of diabetes for this patient based on several factors.,12.58
18,1,"Overall, the most influential factors increasing the risk are glucose level and BMI, while age and family history reduce it.",35.42
18,2,"Additionally, a higher triceps skin fold thickness (46) slightly increases the predicted risk.",30.9
18,3,"In contrast, the patient's younger age (26) and lower diabetes pedigree function (0.28) decrease the risk.",21.32
18,4,A high plasma glucose concentration (135) and a high BMI (40.60) both increase the predicted risk of diabetes.,16.43
18,5,The model predicts the likelihood of diabetes based on several factors.,15.48
19,1,"Overall, the most influential factors in reducing the predicted risk are the patient's BMI and glucose level.",33.37
19,2,"The patient's age of 39 slightly increases the risk, as does a diabetes pedigree function value of 0.94 and a skin thickness of 34 mm, though these increases are relatively small.",19.07
19,3,"Specifically, a BMI of 24.70 and a glucose level of 96 each lower the risk.",16.92
19,4,"The patient's BMI and glucose level both decrease the predicted risk, as indicated by their negative contributions.",13.88
19,5,The model predicts the likelihood of diabetes for this patient by considering several factors.,13.71
20,1,"The only factor that slightly increases the risk is the diabetes pedigree function, but its effect is minimal compared to the other features.",42.15
20,2,"Additionally, the patient's glucose level, age, and number of pregnancies all contribute to lowering the risk further.",24.74
20,3,"This is mainly because the patient's BMI is relatively low, which significantly decreases the predicted risk.",19.91
20,4,The model predicts that the patient is less likely to have diabetes.,16.46
21,1,"Overall, the patient's lower glucose level and younger age are the most influential factors reducing the predicted likelihood of diabetes.",45.68
21,2,A diabetes pedigree function value of 0.26 and having no pregnancies both contribute to a small decrease in the predicted risk.,32.46
21,3,"The patient's age is 25, which also slightly lowers the risk.",23.23
21,4,"Their BMI is 35.30, which slightly increases the risk.",18.59
21,5,"The patient's plasma glucose concentration is 93, which decreases the predicted risk of diabetes.",14.12
21,6,The model predicts the likelihood of diabetes for this patient by considering several factors.,13.44
22,1,"The patient's diabetes pedigree function (1.16) and elevated insulin level (265) had smaller, but still positive, influences on the model's decision.",129.27
22,2,"Additionally, the patient's high BMI (46.50) and older age (58) also contributed significantly to the prediction.",39.14
22,3,"The model predicts that the patient is likely to have diabetes mainly because of their high plasma glucose concentration (173), which had the largest impact on the prediction.",21.52
23,1,"Overall, the low glucose level is the most influential factor in reducing the predicted chance of diabetes for this patient.",43.38
23,2,Having a low insulin level (0) slightly decreases the risk.,32.69
23,3,"The patient's age (41), higher BMI (32.60), and number of pregnancies (7) each slightly increase the predicted risk.",17.66
23,4,A lower plasma glucose concentration (62) decreases the predicted risk the most.,15.71
23,5,The model predicts the likelihood of diabetes for this patient based on several factors.,13.85
24,1,"Overall, the combination of these features leads the model to predict a lower likelihood of diabetes for this patient.",28.63
24,2,"Other factors like skin thickness also slightly decrease the risk, while the number of pregnancies has a very small positive effect, slightly increasing the risk.",19.06
24,3,"Specifically, the patient's glucose level and age have the strongest negative influence on the prediction.",15.04
24,4,"The model predicts that this patient is less likely to have diabetes mainly because their plasma glucose concentration, age, and BMI are all contributing to a lower risk.",11.59
25,1,"The patient's BMI and number of pregnancies have a smaller, slightly increasing effect on the risk, but overall, the negative contributions from age, glucose, and pedigree function outweigh the positive ones.",39.41
25,2,"The model predicts that the patient is less likely to have diabetes, mainly because of their younger age, lower plasma glucose concentration, and a lower diabetes pedigree function.",19.22
26,1,"Overall, these factors together lead the model to predict a lower chance of diabetes for this patient.",37.78
26,2,The low number of pregnancies (1) and moderate insulin level (76) also contribute slightly to lowering the risk.,26.78
26,3,"Additionally, the patient's BMI (20.40) and young age (22) further reduce the likelihood of diabetes.",16.34
26,4,"This is mainly because their plasma glucose concentration is relatively low (71), which strongly decreases the predicted risk.",16.55
26,5,The model predicts that the patient is less likely to have diabetes.,13.83
27,1,"Additionally, a high diabetes pedigree function (1.35) and elevated insulin levels (150) further support the prediction, though their impact is smaller compared to glucose, age, and BMI.",45.19
27,2,"The patient's age (51) and body mass index (33.30) also contribute significantly, indicating that being older and having a higher BMI increase the risk.",19.92
27,3,"The model predicts that the patient is likely to have diabetes mainly because their plasma glucose concentration is high (155), which has the strongest influence on the prediction.",14.54
28,1,"Overall, the most influential factors in this prediction are the patient's younger age and moderate glucose level, both of which reduce the estimated risk of diabetes.",23.38
28,2,"On the other hand, the patient's BMI (30.80) and insulin level (188) contribute slightly to increasing the predicted risk, but their effects are much smaller compared to age and glucose.",10.79
28,3,Having no pregnancies also slightly lowers the risk.,12.11
28,4,"The patient's age (22 years) and plasma glucose concentration (117) both decrease the predicted risk of diabetes, with age having the largest negative impact.",10.62
28,5,The model predicts the likelihood of diabetes for this patient based on several factors.,10.34
29,1,"Overall, the combination of higher age, BMI, and family history outweighs the negative contributions, leading to a higher estimated risk of diabetes.",28.94
29,2,"On the other hand, the patient's plasma glucose concentration (117) and having no pregnancies slightly decrease the predicted risk.",27.66
29,3,"The patient's diabetes pedigree function (0.93) also contributes to a higher risk, though to a lesser extent.",19.91
29,4,"The patient's age (44 years) and BMI (33.80) both increase the predicted risk, with age having the largest positive impact.",14.6
29,5,The model predicts the likelihood of diabetes for this patient based on several factors.,13.77
