text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
15,0,"The model predicts that the patient is less likely to have diabetes mainly because their BMI, glucose level, age, diabetes pedigree function, and insulin level all contribute negatively to the prediction.",22.4,7.6,14.8
15,1,"Specifically, the patient's relatively low BMI and glucose level have the largest negative impact, followed by their younger age, low diabetes pedigree function, and lower insulin level, all of which decrease the likelihood of a diabetes diagnosis according to the model.",20.57,7.6,12.97
16,0,"The model predicts that the patient is less likely to have diabetes, mainly because their BMI, glucose level, and age all contribute to lowering the risk.",18.87,8.38,10.48
16,1,"The patient's number of pregnancies slightly increases the risk, but not enough to outweigh the other factors.",11.31,8.38,2.93
16,2,The diabetes pedigree function also has a small negative impact on the prediction.,8.37,8.38,-0.01
16,3,"Overall, the combination of these features leads the model to estimate a lower probability of diabetes for this patient.",11.02,8.38,2.63
17,0,The model predicts the likelihood of diabetes for this patient based on several factors.,11.63,8.3,3.33
17,1,The patient's age (38 years) and high BMI (39.40) both increase the predicted risk of diabetes.,14.0,8.3,5.7
17,2,"However, the patient's plasma glucose concentration (112), diabetes pedigree function (0.24), and diastolic blood pressure (78 mm Hg) all slightly decrease the predicted risk.",12.59,8.3,4.29
17,3,"Overall, age and BMI are the strongest contributors to a higher risk in this case.",8.16,8.3,-0.14
18,0,The model predicts the likelihood of diabetes based on several factors.,11.97,9.83,2.14
18,1,A high plasma glucose concentration (135) and a high BMI (40.60) both increase the predicted risk of diabetes.,13.29,9.83,3.46
18,2,"In contrast, the patient's younger age (26) and lower diabetes pedigree function (0.28) decrease the risk.",12.47,9.83,2.64
18,3,"Additionally, a higher triceps skin fold thickness (46) slightly increases the predicted risk.",10.89,9.83,1.06
18,4,"Overall, the most influential factors increasing the risk are glucose level and BMI, while age and family history reduce it.",11.24,9.83,1.41
19,0,The model predicts the likelihood of diabetes for this patient by considering several factors.,10.77,9.19,1.58
19,1,"The patient's BMI and glucose level both decrease the predicted risk, as indicated by their negative contributions.",11.86,9.19,2.67
19,2,"Specifically, a BMI of 24.70 and a glucose level of 96 each lower the risk.",10.69,9.19,1.49
19,3,"The patient's age of 39 slightly increases the risk, as does a diabetes pedigree function value of 0.94 and a skin thickness of 34 mm, though these increases are relatively small.",10.75,9.19,1.56
19,4,"Overall, the most influential factors in reducing the predicted risk are the patient's BMI and glucose level.",11.96,9.19,2.76
20,0,The model predicts that the patient is less likely to have diabetes.,12.29,7.69,4.59
20,1,"This is mainly because the patient's BMI is relatively low, which significantly decreases the predicted risk.",11.44,7.69,3.75
20,2,"Additionally, the patient's glucose level, age, and number of pregnancies all contribute to lowering the risk further.",11.53,7.69,3.83
20,3,"The only factor that slightly increases the risk is the diabetes pedigree function, but its effect is minimal compared to the other features.",9.57,7.69,1.88
21,0,The model predicts the likelihood of diabetes for this patient by considering several factors.,13.55,9.18,4.37
21,1,"The patient's plasma glucose concentration is 93, which decreases the predicted risk of diabetes.",12.64,9.18,3.46
21,2,"Their BMI is 35.30, which slightly increases the risk.",10.79,9.18,1.61
21,3,"The patient's age is 25, which also slightly lowers the risk.",11.17,9.18,1.99
21,4,A diabetes pedigree function value of 0.26 and having no pregnancies both contribute to a small decrease in the predicted risk.,8.86,9.18,-0.32
21,5,"Overall, the patient's lower glucose level and younger age are the most influential factors reducing the predicted likelihood of diabetes.",10.44,9.18,1.26
22,0,"The model predicts that the patient is likely to have diabetes mainly because of their high plasma glucose concentration (173), which had the largest impact on the prediction.",20.63,12.51,8.12
22,1,"Additionally, the patient's high BMI (46.50) and older age (58) also contributed significantly to the prediction.",17.6,12.51,5.09
22,2,"The patient's diabetes pedigree function (1.16) and elevated insulin level (265) had smaller, but still positive, influences on the model's decision.",14.51,12.51,2.0
23,0,The model predicts the likelihood of diabetes for this patient based on several factors.,19.77,11.74,8.03
23,1,A lower plasma glucose concentration (62) decreases the predicted risk the most.,11.54,11.74,-0.2
23,2,"The patient's age (41), higher BMI (32.60), and number of pregnancies (7) each slightly increase the predicted risk.",15.24,11.74,3.5
23,3,Having a low insulin level (0) slightly decreases the risk.,12.18,11.74,0.44
23,4,"Overall, the low glucose level is the most influential factor in reducing the predicted chance of diabetes for this patient.",15.27,11.74,3.53
24,0,"The model predicts that this patient is less likely to have diabetes mainly because their plasma glucose concentration, age, and BMI are all contributing to a lower risk.",16.7,9.86,6.84
24,1,"Specifically, the patient's glucose level and age have the strongest negative influence on the prediction.",11.64,9.86,1.78
24,2,"Other factors like skin thickness also slightly decrease the risk, while the number of pregnancies has a very small positive effect, slightly increasing the risk.",10.88,9.86,1.02
24,3,"Overall, the combination of these features leads the model to predict a lower likelihood of diabetes for this patient.",13.11,9.86,3.25
25,0,"The model predicts that the patient is less likely to have diabetes, mainly because of their younger age, lower plasma glucose concentration, and a lower diabetes pedigree function.",39.41,13.29,26.11
25,1,"The patient's BMI and number of pregnancies have a smaller, slightly increasing effect on the risk, but overall, the negative contributions from age, glucose, and pedigree function outweigh the positive ones.",21.07,13.29,7.78
26,0,The model predicts that the patient is less likely to have diabetes.,17.64,10.84,6.8
26,1,"This is mainly because their plasma glucose concentration is relatively low (71), which strongly decreases the predicted risk.",10.77,10.84,-0.07
26,2,"Additionally, the patient's BMI (20.40) and young age (22) further reduce the likelihood of diabetes.",13.84,10.84,3.0
26,3,The low number of pregnancies (1) and moderate insulin level (76) also contribute slightly to lowering the risk.,11.9,10.84,1.06
26,4,"Overall, these factors together lead the model to predict a lower chance of diabetes for this patient.",13.16,10.84,2.32
27,0,"The model predicts that the patient is likely to have diabetes mainly because their plasma glucose concentration is high (155), which has the strongest influence on the prediction.",16.22,10.27,5.95
27,1,"The patient's age (51) and body mass index (33.30) also contribute significantly, indicating that being older and having a higher BMI increase the risk.",16.96,10.27,6.69
27,2,"Additionally, a high diabetes pedigree function (1.35) and elevated insulin levels (150) further support the prediction, though their impact is smaller compared to glucose, age, and BMI.",12.69,10.27,2.42
28,0,The model predicts the likelihood of diabetes for this patient based on several factors.,11.19,8.96,2.23
28,1,"The patient's age (22 years) and plasma glucose concentration (117) both decrease the predicted risk of diabetes, with age having the largest negative impact.",12.14,8.96,3.18
28,2,Having no pregnancies also slightly lowers the risk.,8.15,8.96,-0.81
28,3,"On the other hand, the patient's BMI (30.80) and insulin level (188) contribute slightly to increasing the predicted risk, but their effects are much smaller compared to age and glucose.",12.22,8.96,3.26
28,4,"Overall, the most influential factors in this prediction are the patient's younger age and moderate glucose level, both of which reduce the estimated risk of diabetes.",10.83,8.96,1.87
29,0,The model predicts the likelihood of diabetes for this patient based on several factors.,11.8,8.42,3.39
29,1,"The patient's age (44 years) and BMI (33.80) both increase the predicted risk, with age having the largest positive impact.",13.28,8.42,4.86
29,2,"The patient's diabetes pedigree function (0.93) also contributes to a higher risk, though to a lesser extent.",9.91,8.42,1.49
29,3,"On the other hand, the patient's plasma glucose concentration (117) and having no pregnancies slightly decrease the predicted risk.",9.64,8.42,1.22
29,4,"Overall, the combination of higher age, BMI, and family history outweighs the negative contributions, leading to a higher estimated risk of diabetes.",10.0,8.42,1.58
