text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
5,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,8.2,5.1,3.09
5,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,8.98,5.1,3.87
5,3,Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction.,6.72,5.1,1.62
5,4,Absences (Number of school absences) is the 4th most important feature and has a negative influence on the prediction.,7.44,5.1,2.34
6,0,"For this instance, the model predicted to pass.",4.7,4.73,-0.03
6,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,7.26,4.73,2.53
6,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,8.32,4.73,3.59
6,3,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,7.84,4.73,3.11
6,4,Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction.,6.4,4.73,1.67
7,0,"For this instance, the model predicted to pass.",4.89,5.29,-0.41
7,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,7.91,5.29,2.62
7,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,8.8,5.29,3.51
7,3,Fjob (Father's job) is the third most important feature and has a negative influence on the prediction.,6.72,5.29,1.43
7,4,Absences (Number of school absences) is the 4th most important feature and has a negative influence on the prediction.,7.53,5.29,2.24
8,0,"For this instance, the model predicted to pass.",4.7,4.73,-0.03
8,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,7.26,4.73,2.53
8,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,8.32,4.73,3.59
8,3,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,7.84,4.73,3.11
8,4,Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction.,6.4,4.73,1.67
9,0,"For this instance, the model predicted to fail.",5.42,5.27,0.15
9,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,8.44,5.27,3.17
9,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,9.7,5.27,4.42
9,3,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,8.36,5.27,3.08
9,4,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,6.37,5.27,1.1
10,0,"For this instance, the model predicted to pass.",4.7,4.73,-0.03
10,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,7.26,4.73,2.53
10,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,8.32,4.73,3.59
10,3,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,7.84,4.73,3.11
10,4,Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction.,6.4,4.73,1.67
11,0,"For this instance, the model predicted to pass.",5.67,6.0,-0.33
11,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,9.28,6.0,3.27
11,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,10.17,6.0,4.17
11,3,Goout (Frequency of going out with friends) is the third most important feature and has a positive influence on the prediction.,7.84,6.0,1.84
11,4,Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction.,7.67,6.0,1.67
12,0,"For this instance, the model predicted to fail.",5.21,5.4,-0.19
12,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,7.97,5.4,2.57
12,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,8.94,5.4,3.54
12,3,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,6.91,5.4,1.51
12,4,Pstatus (Parent's cohabitation status) is the 4th most important feature and has a positive influence on the prediction.,7.6,5.4,2.2
13,0,"For this instance, the model predicted to fail.",5.23,5.59,-0.36
13,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,8.31,5.59,2.72
13,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,9.33,5.59,3.74
13,3,Age (Age of the student) is the third most important feature and has a negative influence on the prediction.,8.36,5.59,2.77
13,4,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,6.49,5.59,0.9
14,0,"For this instance, the model predicted to pass.",4.79,5.09,-0.3
14,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,8.16,5.09,3.07
14,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,8.97,5.09,3.88
14,3,Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction.,6.75,5.09,1.66
14,4,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,7.44,5.09,2.35
15,0,"For this instance, the model predicted to fail.",5.21,5.7,-0.49
15,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,8.29,5.7,2.59
15,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,9.41,5.7,3.71
15,3,Medu (Mother's education level) is the third most important feature and has a positive influence on the prediction.,8.36,5.7,2.66
15,4,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,7.15,5.7,1.45
16,0,"For this instance, the model predicted to pass.",4.95,5.3,-0.36
16,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,8.49,5.3,3.19
16,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,9.36,5.3,4.06
16,3,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,6.8,5.3,1.5
16,4,Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction.,7.44,5.3,2.13
17,0,"For this instance, the model predicted to fail.",4.97,5.22,-0.25
17,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,7.69,5.22,2.47
17,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,8.56,5.22,3.33
17,3,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,6.73,5.22,1.51
17,4,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,7.6,5.22,2.38
18,0,"For this instance, the model predicted to fail.",5.11,5.4,-0.29
18,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,8.1,5.4,2.7
18,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,9.03,5.4,3.63
18,3,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,6.8,5.4,1.41
18,4,Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.,7.6,5.4,2.2
19,0,"For this instance, the model predicted to pass.",4.46,4.74,-0.28
19,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,7.13,4.74,2.39
19,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,7.99,4.74,3.25
19,3,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,6.76,4.74,2.02
19,4,Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.,6.4,4.74,1.66
20,0,"For this instance, the model predicted to fail.",5.05,5.5,-0.45
20,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,7.94,5.5,2.43
20,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,8.91,5.5,3.41
20,3,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,8.01,5.5,2.51
20,4,Goout (Frequency of going out with friends) is the 4th most important feature and has a positive influence on the prediction.,6.46,5.5,0.95
21,0,"For this instance, the model predicted to pass.",4.46,4.74,-0.28
21,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,7.13,4.74,2.39
21,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,7.99,4.74,3.25
21,3,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,6.76,4.74,2.02
21,4,Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.,6.4,4.74,1.66
22,0,"For this instance, the model predicted to fail.",4.91,5.29,-0.38
22,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,7.64,5.29,2.35
22,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,8.57,5.29,3.28
22,3,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,8.32,5.29,3.03
22,4,Reason (Reason for choosing the school) is the 4th most important feature and has a positive influence on the prediction.,6.46,5.29,1.16
23,0,"For this instance, the model predicted to pass.",5.51,5.68,-0.18
23,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,8.97,5.68,3.29
23,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,9.8,5.68,4.11
23,3,Higher (Desire to pursue higher education) is the third most important feature and has a negative influence on the prediction.,6.75,5.68,1.07
23,4,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,8.05,5.68,2.36
24,0,"For this instance, the model predicted to pass.",4.58,4.81,-0.23
24,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,7.34,4.81,2.53
24,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,7.99,4.81,3.18
24,3,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,6.88,4.81,2.07
24,4,Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction.,6.5,4.81,1.69
25,0,"For this instance, the model predicted to fail.",5.73,6.07,-0.34
25,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,9.5,6.07,3.43
25,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,10.63,6.07,4.56
25,3,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,8.36,6.07,2.29
25,4,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,7.6,6.07,1.53
26,0,"For this instance, the model predicted to pass.",4.79,5.09,-0.3
26,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,8.16,5.09,3.07
26,2,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,8.97,5.09,3.88
26,3,Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction.,6.75,5.09,1.66
26,4,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,7.44,5.09,2.35
27,0,"For this instance, the model predicted to pass.",4.34,4.71,-0.38
27,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,7.07,4.71,2.36
27,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,7.56,4.71,2.85
27,3,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,6.87,4.71,2.16
27,4,Absences (Number of school absences) is the 4th most important feature and has a negative influence on the prediction.,6.47,4.71,1.76
28,0,"For this instance, the model predicted to pass.",4.34,4.71,-0.38
28,1,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,7.07,4.71,2.36
28,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,7.56,4.71,2.85
28,3,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,6.87,4.71,2.16
28,4,Absences (Number of school absences) is the 4th most important feature and has a negative influence on the prediction.,6.47,4.71,1.76
29,0,"For this instance, the model predicted to fail.",5.73,6.04,-0.32
29,1,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,9.68,6.04,3.64
29,2,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.05,6.04,5.0
29,3,Health (Current health status) is the third most important feature and has a positive influence on the prediction.,8.55,6.04,2.5
29,4,Famrel (Quality of family relationships) is the 4th most important feature and has a positive influence on the prediction.,7.5,6.04,1.46
