text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
10,5,"For this instance, the model predicted to pass.",4.49
11,1,Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction.,32.68
11,2,Goout (Frequency of going out with friends) is the third most important feature and has a positive influence on the prediction.,13.31
11,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,7.69
11,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,5.06
11,5,"For this instance, the model predicted to pass.",5.89
12,1,Pstatus (Parent's cohabitation status) is the 4th most important feature and has a positive influence on the prediction.,24.29
12,2,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,12.21
12,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,6.66
12,4,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,4.52
12,5,"For this instance, the model predicted to fail.",5.26
13,1,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,48.82
13,2,Age (Age of the student) is the third most important feature and has a negative influence on the prediction.,12.69
13,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,7.36
13,4,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,4.84
13,5,"For this instance, the model predicted to fail.",5.8
14,1,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,20.4
14,2,Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction.,9.39
14,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,5.48
14,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,3.9
14,5,"For this instance, the model predicted to pass.",4.74
15,1,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,48.82
15,2,Medu (Mother's education level) is the third most important feature and has a positive influence on the prediction.,14.42
15,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,8.41
15,4,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,5.42
15,5,"For this instance, the model predicted to fail.",6.37
16,1,Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction.,22.96
16,2,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,10.65
16,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,6.14
16,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,4.19
16,5,"For this instance, the model predicted to pass.",5.01
17,1,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,20.4
17,2,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,9.55
17,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,5.59
17,4,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,3.96
17,5,"For this instance, the model predicted to fail.",4.75
18,1,Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.,22.12
18,2,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,10.27
18,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,6.05
18,4,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,4.19
18,5,"For this instance, the model predicted to fail.",4.97
19,1,Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.,22.12
19,2,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,8.09
19,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,4.96
19,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,3.54
19,5,"For this instance, the model predicted to pass.",4.39
20,1,Goout (Frequency of going out with friends) is the 4th most important feature and has a positive influence on the prediction.,30.8
20,2,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,10.99
20,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,6.9
20,4,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,4.7
20,5,"For this instance, the model predicted to fail.",5.55
21,1,Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.,22.12
21,2,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,8.09
21,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,4.96
21,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,3.54
21,5,"For this instance, the model predicted to pass.",4.39
22,1,Reason (Reason for choosing the school) is the 4th most important feature and has a positive influence on the prediction.,31.61
22,2,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,9.85
22,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,6.59
22,4,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,4.51
22,5,"For this instance, the model predicted to fail.",5.43
23,1,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,20.4
23,2,Higher (Desire to pursue higher education) is the third most important feature and has a negative influence on the prediction.,11.97
23,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,7.88
23,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,5.24
23,5,"For this instance, the model predicted to pass.",6.18
24,1,Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction.,22.96
24,2,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,8.24
24,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,5.13
24,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,3.66
24,5,"For this instance, the model predicted to pass.",4.48
25,1,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,48.82
25,2,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,15.11
25,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,7.9
25,4,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,5.24
25,5,"For this instance, the model predicted to fail.",6.1
26,1,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,20.4
26,2,Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction.,9.39
26,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,5.48
26,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,3.9
26,5,"For this instance, the model predicted to pass.",4.74
27,1,Absences (Number of school absences) is the 4th most important feature and has a negative influence on the prediction.,21.46
27,2,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,8.18
27,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,5.5
27,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,3.89
27,5,"For this instance, the model predicted to pass.",4.75
28,1,Absences (Number of school absences) is the 4th most important feature and has a negative influence on the prediction.,21.46
28,2,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,8.18
28,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,5.5
28,4,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,3.89
28,5,"For this instance, the model predicted to pass.",4.75
29,1,Famrel (Quality of family relationships) is the 4th most important feature and has a positive influence on the prediction.,31.77
29,2,Health (Current health status) is the third most important feature and has a positive influence on the prediction.,11.81
29,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,8.08
29,4,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,5.31
29,5,"For this instance, the model predicted to fail.",6.28
