text_id,num_sentences,last_sentence,ppl
11,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
11,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,11.16
11,4,Goout (Frequency of going out with friends) is the third most important feature and has a positive influence on the prediction.,7.67
11,5,Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction.,6.0
12,1,"For this instance, the model predicted to fail.",126.33
12,2,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,45.17
12,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.21
12,4,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,7.6
12,5,Pstatus (Parent's cohabitation status) is the 4th most important feature and has a positive influence on the prediction.,5.4
13,1,"For this instance, the model predicted to fail.",126.33
13,2,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,45.17
13,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.21
13,4,Age (Age of the student) is the third most important feature and has a negative influence on the prediction.,6.49
13,5,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,5.59
14,1,"For this instance, the model predicted to pass.",175.81
14,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
14,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,11.16
14,4,Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction.,7.44
14,5,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,5.09
15,1,"For this instance, the model predicted to fail.",126.33
15,2,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,45.17
15,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.21
15,4,Medu (Mother's education level) is the third most important feature and has a positive influence on the prediction.,7.15
15,5,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,5.7
16,1,"For this instance, the model predicted to pass.",175.81
16,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
16,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,11.16
16,4,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,7.44
16,5,Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction.,5.3
17,1,"For this instance, the model predicted to fail.",126.33
17,2,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,45.17
17,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.21
17,4,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,7.6
17,5,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,5.22
18,1,"For this instance, the model predicted to fail.",126.33
18,2,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,45.17
18,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.21
18,4,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,7.6
18,5,Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.,5.4
19,1,"For this instance, the model predicted to pass.",175.81
19,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
19,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,11.16
19,4,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,6.4
19,5,Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.,4.74
20,1,"For this instance, the model predicted to fail.",126.33
20,2,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,45.17
20,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.21
20,4,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,6.46
20,5,Goout (Frequency of going out with friends) is the 4th most important feature and has a positive influence on the prediction.,5.5
21,1,"For this instance, the model predicted to pass.",175.81
21,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
21,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,11.16
21,4,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,6.4
21,5,Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.,4.74
22,1,"For this instance, the model predicted to fail.",126.33
22,2,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,45.17
22,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.21
22,4,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,6.46
22,5,Reason (Reason for choosing the school) is the 4th most important feature and has a positive influence on the prediction.,5.29
23,1,"For this instance, the model predicted to pass.",175.81
23,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
23,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,11.16
23,4,Higher (Desire to pursue higher education) is the third most important feature and has a negative influence on the prediction.,8.05
23,5,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,5.68
24,1,"For this instance, the model predicted to pass.",175.81
24,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
24,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.23
24,4,Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction.,6.5
24,5,Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction.,4.81
25,1,"For this instance, the model predicted to fail.",126.33
25,2,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,45.17
25,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.21
25,4,Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction.,7.6
25,5,Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.,6.07
26,1,"For this instance, the model predicted to pass.",175.81
26,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
26,3,G1 (First period grade) is the second most important feature and has a positive influence on the prediction.,11.16
26,4,Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction.,7.44
26,5,Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.,5.09
27,1,"For this instance, the model predicted to pass.",175.81
27,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
27,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.23
27,4,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,6.47
27,5,Absences (Number of school absences) is the 4th most important feature and has a negative influence on the prediction.,4.71
28,1,"For this instance, the model predicted to pass.",175.81
28,2,G2 (Second period grade) is the most important feature and has a positive influence on the prediction.,46.93
28,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.23
28,4,Age (Age of the student) is the third most important feature and has a positive influence on the prediction.,6.47
28,5,Absences (Number of school absences) is the 4th most important feature and has a negative influence on the prediction.,4.71
29,1,"For this instance, the model predicted to fail.",126.33
29,2,G2 (Second period grade) is the most important feature and has a negative influence on the prediction.,45.17
29,3,G1 (First period grade) is the second most important feature and has a negative influence on the prediction.,11.21
29,4,Health (Current health status) is the third most important feature and has a positive influence on the prediction.,7.5
29,5,Famrel (Quality of family relationships) is the 4th most important feature and has a positive influence on the prediction.,6.04
