id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
10,"For this instance, the model predicted to pass. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction.","Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction. Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.","Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.",5,4.73,4.49,5.33,-0.23,0.6,0.95,1.13,6.9,1.28,4.7,8.32,-38.2698,49.01,65.26,175.81,4.73,-6.2131,11.14,10.96,32.68,4.49,-5.1983,11.09,8.53,27.04,5.33
11,"For this instance, the model predicted to pass. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Goout (Frequency of going out with friends) is the third most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction.","Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction. Goout (Frequency of going out with friends) is the third most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.","Goout (Frequency of going out with friends) is the third most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.",5,6.0,5.89,7.13,-0.11,1.13,0.98,1.19,8.13,1.54,5.67,10.17,-37.8878,49.52,64.92,175.81,6.0,-6.1828,12.93,10.29,32.68,5.89,-7.5997,15.61,12.47,38.82,7.13
12,"For this instance, the model predicted to fail. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. Pstatus (Parent's cohabitation status) is the 4th most important feature and has a positive influence on the prediction.","Pstatus (Parent's cohabitation status) is the 4th most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted to fail.","Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Pstatus (Parent's cohabitation status) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to fail.",5,5.4,5.26,6.29,-0.14,0.89,0.97,1.16,7.33,1.24,5.21,8.94,-27.9418,39.14,45.94,126.33,5.4,-4.5766,10.59,7.37,24.29,5.26,-8.3399,15.65,13.82,41.85,6.29
13,"For this instance, the model predicted to fail. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Age (Age of the student) is the third most important feature and has a negative influence on the prediction. Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.","Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction. Age (Age of the student) is the third most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted to fail.","Age (Age of the student) is the third most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to fail.",5,5.59,5.8,6.14,0.22,0.55,1.04,1.1,7.54,1.48,5.23,9.33,-28.0155,38.96,46.06,126.33,5.59,-9.3874,15.9,16.68,48.82,5.8,-5.5482,11.99,9.36,29.75,6.14
14,"For this instance, the model predicted to pass. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction. Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.","Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.","Failures (Number of past class failures) is the third most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.",5,5.09,4.74,5.51,-0.35,0.41,0.93,1.08,7.22,1.42,4.79,8.97,-38.0929,49.29,65.07,175.81,5.09,-3.681,8.78,6.11,20.4,4.74,-8.0413,14.56,13.35,39.98,5.51
15,"For this instance, the model predicted to fail. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Medu (Mother's education level) is the third most important feature and has a positive influence on the prediction. Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction.","Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction. Medu (Mother's education level) is the third most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted to fail.","Medu (Mother's education level) is the third most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Paid (Extra paid classes) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to fail.",5,5.7,6.37,7.09,0.67,1.39,1.12,1.24,7.68,1.43,5.21,9.41,-27.9275,39.11,45.96,126.33,5.7,-9.3901,16.69,16.37,48.82,6.37,-10.6741,18.76,18.19,53.86,7.09
16,"For this instance, the model predicted to pass. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction.","Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.","Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted to pass.",5,5.3,5.01,6.29,-0.3,0.99,0.94,1.19,7.41,1.51,4.95,9.36,-38.0515,49.33,65.04,175.81,5.3,-4.2351,9.79,6.95,22.96,5.01,-8.262,15.39,13.85,41.85,6.29
17,"For this instance, the model predicted to fail. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.","Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted to fail.","Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to fail.",5,5.22,4.75,5.79,-0.48,0.57,0.91,1.11,7.11,1.22,4.97,8.56,-27.9772,39.11,45.96,126.33,5.22,-3.6896,8.85,6.09,20.4,4.75,-8.4761,15.47,13.94,41.85,5.79
18,"For this instance, the model predicted to fail. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.","Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction. Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted to fail.","Failures (Number of past class failures) is the third most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to fail.",5,5.4,4.97,6.35,-0.42,0.95,0.92,1.18,7.33,1.32,5.11,9.03,-27.9419,39.14,45.94,126.33,5.4,-4.0377,9.52,6.64,22.12,4.97,-8.321,15.67,13.8,41.85,6.35
19,"For this instance, the model predicted to pass. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.","Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction. Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.","Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.",5,4.74,4.39,5.5,-0.35,0.76,0.93,1.16,6.55,1.17,4.46,7.99,-38.2668,49.01,65.25,175.81,4.74,-4.0024,8.62,6.92,22.12,4.39,-5.1615,11.13,8.51,27.04,5.5
20,"For this instance, the model predicted to fail. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Age (Age of the student) is the third most important feature and has a positive influence on the prediction. Goout (Frequency of going out with friends) is the 4th most important feature and has a positive influence on the prediction.","Goout (Frequency of going out with friends) is the 4th most important feature and has a positive influence on the prediction. Age (Age of the student) is the third most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted to fail.","Age (Age of the student) is the third most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Goout (Frequency of going out with friends) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to fail.",5,5.5,5.55,5.89,0.05,0.39,1.01,1.07,7.27,1.36,5.05,8.91,-28.036,38.93,46.08,126.33,5.5,-5.6802,11.79,9.75,30.8,5.55,-5.3414,11.53,9.03,28.73,5.89
21,"For this instance, the model predicted to pass. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction.","Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction. Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.","Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Age (Age of the student) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.",5,4.74,4.39,5.5,-0.35,0.76,0.93,1.16,6.55,1.17,4.46,7.99,-38.2668,49.01,65.25,175.81,4.74,-4.0024,8.62,6.92,22.12,4.39,-5.1615,11.13,8.51,27.04,5.5
22,"For this instance, the model predicted to fail. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Age (Age of the student) is the third most important feature and has a positive influence on the prediction. Reason (Reason for choosing the school) is the 4th most important feature and has a positive influence on the prediction.","Reason (Reason for choosing the school) is the 4th most important feature and has a positive influence on the prediction. Age (Age of the student) is the third most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted to fail.","Age (Age of the student) is the third most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Reason (Reason for choosing the school) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to fail.",5,5.29,5.43,5.86,0.14,0.57,1.03,1.11,7.18,1.35,4.91,8.57,-28.0784,38.89,46.11,126.33,5.29,-5.7691,11.6,10.17,31.61,5.43,-5.362,11.5,9.06,28.73,5.86
23,"For this instance, the model predicted to pass. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Higher (Desire to pursue higher education) is the third most important feature and has a negative influence on the prediction. Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction.","Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction. Higher (Desire to pursue higher education) is the third most important feature and has a negative influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.","Higher (Desire to pursue higher education) is the third most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a positive influence on the prediction. Absences (Number of school absences) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.",5,5.68,6.18,6.49,0.5,0.81,1.09,1.14,7.81,1.54,5.51,9.8,-37.9142,49.53,64.91,175.81,5.68,-3.5177,10.33,5.54,20.4,6.18,-8.3015,15.82,13.66,41.49,6.49
24,"For this instance, the model predicted to pass. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction.","Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction. Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to pass.","Absences (Number of school absences) is the third most important feature and has a positive influence on the prediction. G2 (Second period grade) is the most important feature and has a positive influence on the prediction. G1 (First period grade) is the second most important feature and has a negative influence on the prediction. Age (Age of the student) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted to pass.",5,4.81,4.48,5.62,-0.33,0.81,0.93,1.17,6.66,1.15,4.58,7.99,-38.2431,49.06,65.22,175.81,4.81,-4.1537,8.89,7.2,22.96,4.48,-5.1294,11.2,8.46,27.04,5.62
