text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
10,1,"Most notably, the relatively low number of prior crimes—just one, compared to the average of over four—would typically suggest a lower risk, but this is counterbalanced by other elements in the profile.",10.31,8.97,1.34
10,2,"The fact that the individual has not previously recidivated and is not recorded as Black both tend to reduce the predicted risk, as prior recidivism and certain demographic factors have historically been associated with higher rates of reoffending in similar datasets.",9.88,8.97,0.91
10,3,"However, the individual’s age, being slightly above the average, may contribute to a nuanced effect: while older age can sometimes signal lower risk, it may also reflect a longer period of exposure to the justice system, which complicates the assessment.",10.82,8.97,1.85
10,4,"Finally, the absence of any recent jail time could indicate either a less severe criminal history or a lack of recent consequences, and in this context, the model appears to weigh the combination of these factors as sufficient to predict a heightened risk of recidivism, perhaps due to subtle interactions between age, prior history, and time spent in the community.",9.4,8.97,0.43
11,0,"The model predicted that this individual is at risk of being rearrested within two years, and this outcome is shaped by a combination of their personal history and demographic factors.",11.58,9.47,2.12
11,1,"Most notably, the individual’s age stands out: at 42, they are significantly older than the average person assessed, and research often shows that older age tends to reduce the likelihood of recidivism, which in this case acts as a protective factor.",12.94,9.47,3.47
11,2,"However, the relatively low number of prior crimes—just one compared to the average of over four—also works in their favor, suggesting a limited criminal history that typically signals a lower risk.",10.84,9.47,1.37
11,3,"Despite these mitigating factors, the model also considers that the individual has previously recidivated, a detail that can strongly signal a pattern of reoffending, and this history may have outweighed the protective effects of age and limited prior offenses.",11.47,9.47,2.0
11,4,"Finally, the fact that the individual spent slightly less time in jail than average and is recorded as Black may have nuanced effects, but in the context of the other features, the model ultimately weighed the prior recidivism most heavily, leading to the prediction of elevated risk.",9.38,9.47,-0.08
12,0,"The model predicted that this individual is at risk of being rearrested within two years, and several key factors shaped this outcome.",13.8,11.15,2.65
12,1,"Most notably, the fact that the person has not previously recidivated would typically lower their risk, but this protective effect is counterbalanced by their young age of 23, which the model associates with a higher likelihood of reoffending—likely reflecting broader trends where younger individuals statistically face greater challenges in avoiding future arrests.",13.59,11.15,2.44
12,2,"Interestingly, the absence of any time spent in jail might have been expected to reduce risk, yet in this context, it may signal limited exposure to rehabilitative programs or insufficient deterrence, thus not providing the stabilizing influence that longer incarceration sometimes brings.",10.99,11.15,-0.16
12,3,"The individual’s record of two prior crimes, while below the average in the dataset, still signals a pattern of past offending that the model weighs as a risk factor, especially when considered alongside their age.",12.73,11.15,1.58
12,4,"Finally, the model notes that the individual is not recorded as Black, a demographic detail that, while present in the data, does not increase their risk in this case, suggesting that the prediction is driven more by their age and criminal history than by demographic background.",12.93,11.15,1.78
13,0,"The model predicted that this individual is at risk of being rearrested within two years, despite having no prior criminal offenses—a factor that would typically lower the likelihood of recidivism.",11.54,9.57,1.97
13,1,"Interestingly, the absence of any previous recidivism and no time spent in jail both act as protective elements, suggesting a background with limited exposure to the criminal justice system.",9.92,9.57,0.35
13,2,"However, the individual’s relatively young age of 24, compared to the average age in the dataset, subtly increases the predicted risk, as younger individuals are statistically more likely to reoffend, possibly due to factors like peer influence or limited life stability.",13.17,9.57,3.6
13,3,"The model also considered the individual’s racial background, noting that they are not recorded as Black, which, given broader systemic patterns, slightly reduced the predicted risk.",9.84,9.57,0.26
13,4,"Altogether, while several features would normally point toward a lower risk, the model’s prediction appears to be most influenced by the interplay between age and the absence of prior offenses, highlighting how even protective factors can be outweighed by demographic trends in recidivism data.",10.73,9.57,1.16
14,0,"For this individual undergoing recidivism risk assessment, the model predicted that they are not likely to be rearrested within the next two years.",12.08,9.36,2.72
14,1,"The most influential factor shaping this outcome was the substantial amount of time—33 months—that the person has already spent in jail, which is notably higher than what is typical in the dataset; extended incarceration often provides a longer period away from criminal opportunities and may also reflect a greater degree of rehabilitation or deterrence.",10.33,9.36,0.96
14,2,"Although the individual has a history of recidivism, this factor was outweighed by the mitigating effect of their lengthy jail time, suggesting that the model recognizes the potential for change after significant periods of incarceration.",11.48,9.36,2.12
14,3,"Their record of three prior crimes, which is slightly below the average, and their age of 34, which aligns closely with the dataset’s norm, both contributed to a moderate risk profile rather than elevating concern.",9.89,9.36,0.53
14,4,"Finally, while the model does account for demographic information such as being recorded as Black, this feature played a lesser role compared to the direct behavioral and historical factors, ultimately supporting the conclusion that the risk of recidivism is not high for this individual.",9.89,9.36,0.53
15,0,"The model predicted that this individual is at risk of being rearrested within two years, and this outcome is shaped by several key factors.",12.23,10.24,1.99
15,1,"Most notably, the absence of any prior crimes stands out, as people with no criminal history are generally considered less likely to recidivate; however, in this case, other influences outweighed this protective factor.",13.54,10.24,3.29
15,2,"The fact that the individual has not previously recidivated would typically lower the risk, yet the model appears to have found stronger signals elsewhere.",10.56,10.24,0.31
15,3,"Interestingly, the individual is recorded as Black, and while this feature alone should not determine risk, historical biases in criminal justice data may have subtly influenced the model’s assessment.",10.91,10.24,0.66
15,4,"Finally, the very short time spent in jail—just one month—may have signaled to the model that there was limited opportunity for rehabilitation or intervention, tipping the balance toward a higher predicted risk despite the lack of prior offenses.",12.55,10.24,2.31
16,0,The model predicted that this individual is not likely to be rearrested within the next two years.,10.08,9.13,0.95
16,1,"Although the person has a notably high number of prior crimes—far above what is typical in the dataset—this risk factor is counterbalanced by their advanced age of 61, which is much older than most others assessed and is often associated with a lower likelihood of reoffending, as criminal activity tends to decline with age.",12.23,9.13,3.09
16,2,"The fact that this individual has not recidivated before further reassures the model, suggesting a history of avoiding repeat offenses even after prior involvement with the justice system.",10.08,9.13,0.95
16,3,"While being identified as Black and having spent only a brief period in jail might have nuanced effects, these factors play a smaller role compared to the strong influence of age and prior recidivism history.",8.95,9.13,-0.18
16,4,"Ultimately, the model’s decision reflects a balance between the elevated risk from past criminal behavior and the protective effects of age and prior non-recidivism, leading to the conclusion that this person is unlikely to recidivate.",11.68,9.13,2.54
17,0,"The model predicted that this individual is at risk of being rearrested within two years, and this outcome is shaped by a combination of their history and personal characteristics.",13.61,10.95,2.66
17,1,"Most notably, the unusually long time they have spent in jail—82 months, far exceeding what is typical—tends to lower the risk of recidivism, perhaps because extended incarceration can disrupt criminal networks or provide more time for rehabilitation.",13.14,10.95,2.18
17,2,"However, their age, which is slightly above average, nudges the risk upward, as individuals in their late thirties may still be within the age range where recidivism remains a concern, especially if other risk factors are present.",14.02,10.95,3.07
17,3,"The fact that this person is not recorded as Black, in a dataset where racial disparities can influence outcomes, slightly reduces the predicted risk, reflecting broader systemic patterns observed in criminal justice data.",10.52,10.95,-0.43
17,4,"Yet, despite not currently facing a felony charge and having a prior history of recidivism, the interplay of these factors—particularly the long jail time counterbalanced by age and prior behavior—ultimately led the model to anticipate a higher likelihood of reoffending, highlighting the complex and sometimes counterintuitive ways these features interact.",11.93,10.95,0.98
18,0,"For this individual undergoing recidivism risk assessment, the model predicted that they are not likely to be rearrested within the next two years.",9.78,8.25,1.53
18,1,"The most influential factor in this decision was the unusually long time—260 months—that the individual has already spent in jail, which likely signals to the model that such an extended period of incarceration may have reduced the immediate risk of reoffending, perhaps by disrupting criminal networks or providing time for rehabilitation.",10.05,8.25,1.8
18,2,"Although the individual is quite young at 22, which in many contexts might increase risk due to the association between youth and higher recidivism rates, the impact of their age was outweighed by the effect of their lengthy incarceration.",8.99,8.25,0.74
18,3,"The model also considered that this person has previously recidivated and is recorded as Black, both of which are factors that, in other contexts, might have increased the predicted risk, but here their influence was diminished by the dominant effect of time served.",8.87,8.25,0.62
18,4,"Finally, the number of prior crimes—four, which is about average for the dataset—did not tip the balance, suggesting that the model viewed the extended jail time as the most decisive element in lowering the risk of future recidivism for this individual.",8.86,8.25,0.62
19,0,"The model predicted that this individual is at risk of being rearrested within two years, despite several factors that might have suggested otherwise.",16.54,11.94,4.59
19,1,"Most notably, their age stands out: at 50, they are significantly older than the typical person assessed, and research often shows that older individuals are less likely to reoffend, which should have reduced their risk.",15.86,11.94,3.92
19,2,"However, the model also considered their relatively clean record, with only one prior crime and no history of recidivism, both of which would usually signal a lower risk.",14.53,11.94,2.58
19,3,"Yet, the prediction shifted toward higher risk, possibly because the model weighs certain patterns—such as demographic and criminal history details—differently when combined, and sometimes older individuals with even minimal prior involvement may still be flagged due to subtle interactions in the data.",11.64,11.94,-0.31
19,4,"In this case, while the brief time spent in jail and the absence of certain demographic risk markers might have helped, the model ultimately synthesized all these factors and determined that the risk of recidivism remains present, perhaps reflecting complex patterns not immediately obvious from any single feature alone.",12.6,11.94,0.65
20,0,"The model predicted that this individual is at risk of being rearrested within two years, and this outcome is shaped by a complex interplay of their personal history and demographic factors.",11.65,9.88,1.77
20,1,"At the forefront, the individual’s age stands out: at 54, they are significantly older than most others in the dataset, and typically, older age is associated with a lower likelihood of recidivism, which should have worked in their favor.",13.24,9.88,3.37
20,2,"However, despite having no prior crimes—a factor that usually signals a lower risk—the model still leaned toward a higher risk prediction, possibly because other signals outweighed this protective effect.",9.6,9.88,-0.28
20,3,"Notably, the individual has not recidivated before and spent only a single month in jail, both of which would generally suggest a lower risk, especially when compared to the average time served by others.",10.66,9.88,0.79
20,4,"Yet, the model may have been influenced by the fact that the individual is recorded as Black, a demographic factor that, due to historical biases in criminal justice data, can sometimes sway predictions even when other risk factors are low, highlighting the importance of considering both data-driven and societal influences in such assessments.",11.37,9.88,1.5
21,0,The model predicted that this individual is not likely to be rearrested within the next two years.,9.95,8.64,1.31
21,1,"At the heart of this prediction lies the fact that, despite a history of 13 prior crimes—well above the typical number seen in the dataset—the individual’s age of 53 played a powerful protective role, as older age is often associated with a lower risk of reoffending due to factors like reduced impulsivity and changing life priorities.",15.07,8.64,6.43
21,2,"While being recorded as Black and having a current charge classified as a misdemeanor could have nudged the risk higher, these influences were outweighed by the stabilizing effect of age.",8.52,8.64,-0.11
21,3,"Additionally, the absence of prior recidivism suggests a pattern of desistance, reinforcing the model’s confidence in a lower risk outcome.",9.56,8.64,0.92
21,4,"Altogether, the interplay of these factors led the model to conclude that, even with a substantial criminal history, this individual’s current circumstances point toward a reduced likelihood of recidivism.",10.93,8.64,2.29
22,0,The model predicted that this individual is not likely to be rearrested within the next two years.,11.0,9.71,1.28
22,1,"At the heart of this assessment lies the fact that the person has only one prior crime, which is notably lower than what is typical in the dataset, suggesting a relatively limited criminal history and thus lowering the perceived risk.",11.34,9.71,1.63
22,2,"Although the individual is quite young—an age often associated with higher recidivism rates—the model appears to weigh the minimal prior offenses more heavily, perhaps recognizing that age alone does not determine future behavior.",10.52,9.71,0.8
22,3,"The fact that this person has previously recidivated and is recorded as Black are factors that, in the context of the model, might have nudged the risk upward, but these influences were outweighed by the low number of prior crimes.",9.72,9.71,0.01
22,4,"Finally, the short time spent in jail, compared to the average, may signal either a less severe offense or a greater opportunity for rehabilitation, further supporting the model’s conclusion that the individual is unlikely to recidivate soon.",11.46,9.71,1.75
23,0,The model predicted that this individual is not likely to be rearrested within the next two years.,11.35,9.14,2.21
23,1,"At the heart of this assessment lies the fact that, despite being only 20 years old—a factor that often increases risk due to the statistical association between youth and higher recidivism rates—this person has no prior criminal offenses, which strongly signals a lower risk compared to the average individual in the dataset.",10.15,9.14,1.01
23,2,"Although the individual has previously recidivated, the absence of any prior crimes and no time spent in jail both counterbalance this risk, suggesting that their past involvement with the justice system may have been limited or less severe.",9.09,9.14,-0.06
23,3,"Additionally, the model took into account that the individual is not recorded as Black, a demographic factor that, due to systemic biases in the data, sometimes correlates with higher predicted risk, but in this case did not contribute to an increased risk score.",10.56,9.14,1.42
23,4,"Altogether, the combination of a clean criminal record and no jail time outweighed the risk factors, leading the model to conclude that this person is unlikely to recidivate soon.",10.71,9.14,1.57
24,0,"The model predicted that this individual is at risk of being rearrested within two years, despite having no prior criminal history—a factor that typically lowers recidivism risk, since most people assessed have several previous offenses.",13.63,11.46,2.17
24,1,"However, the model also considered that the individual is not recorded as Black, which, in the context of the dataset, may slightly reduce predicted risk, given broader patterns of systemic bias in criminal justice data.",12.54,11.46,1.08
24,2,"Interestingly, the individual has not recidivated before, which would usually signal a lower likelihood of future offenses, yet this protective factor was outweighed by other considerations.",12.49,11.46,1.03
24,3,"The model also noted that the person spent only a single month in jail, much less than the average, which could suggest a less severe offense or a lack of exposure to the criminogenic effects of longer incarceration, but this did not tip the balance.",13.41,11.46,1.95
24,4,"Ultimately, the presence of a current misdemeanor charge, while generally less serious than a felony, still contributed to the model’s decision, perhaps reflecting research that even minor charges can be associated with future legal trouble, especially when combined with other risk factors.",12.79,11.46,1.33
25,0,The model predicted that this individual is not likely to be rearrested within the next two years.,11.18,10.24,0.94
25,1,"At the heart of this assessment lies the individual’s relatively young age of 25, which, compared to the average age in the dataset, actually increased the estimated risk—since younger people are statistically more likely to recidivate, this factor worked against a favorable prediction.",13.15,10.24,2.91
25,2,"However, the model also recognized that this person is not recorded as Black, a demographic detail that, in the context of the dataset, slightly reduced the predicted risk, reflecting broader patterns observed in the data.",10.82,10.24,0.57
25,3,"Interestingly, despite having recidivated before and possessing a higher-than-average number of prior offenses, both of which would typically raise concern, the model found that these factors were outweighed by other considerations.",12.16,10.24,1.92
25,4,"Most notably, the very brief time spent in jail—just one month compared to the much longer average—suggested a less severe criminal history or perhaps a lower perceived threat, ultimately tipping the balance toward a prediction of low recidivism risk.",10.95,10.24,0.7
26,0,"The model predicted that this individual is at risk of being rearrested within two years, despite the fact that they have no prior criminal offenses—a factor that typically lowers the likelihood of recidivism.",10.93,8.84,2.09
26,1,"However, the absence of any previous recidivism history, which would usually be reassuring, was outweighed by other considerations in the model’s assessment.",9.5,8.84,0.66
26,2,"Notably, the individual’s relatively young age of 24 played a significant role, as younger people are statistically more likely to reoffend, possibly due to factors such as less stable life circumstances or limited access to support systems.",11.62,8.84,2.78
26,3,"Although the individual is not recorded as Black—a demographic factor that, in some datasets, has been associated with higher predicted risk due to systemic biases—the model still identified risk based on the interplay of other features.",8.13,8.84,-0.71
26,4,"Finally, the short duration of just two months spent in jail, much less than the average, may have signaled to the model that there was insufficient time for rehabilitation or intervention, contributing to the overall prediction of recidivism risk.",9.93,8.84,1.09
27,0,"For this individual undergoing recidivism risk assessment, the model predicted that they are not likely to be rearrested within the next two years.",12.2,9.74,2.46
27,1,"The most influential factor in this decision was the relatively low number of prior crimes—just one—compared to the typical person assessed, which strongly signaled a lower risk.",10.65,9.74,0.91
27,2,"Although the individual has recidivated before, this history was outweighed by other mitigating factors, such as having spent slightly less time in jail than average, which may suggest less severe or less frequent offenses.",11.24,9.74,1.5
27,3,"Additionally, the model took into account that the individual is not recorded as Black, a demographic detail that, while controversial, has historically been associated with different risk assessments due to systemic biases in the data.",9.6,9.74,-0.14
27,4,"Finally, the individual’s age of 26, though somewhat younger than the average in the dataset, did not tip the balance toward higher risk, especially in the context of their limited criminal history and moderate jail time, leading the model to its overall conclusion.",11.95,9.74,2.21
28,0,"For this individual undergoing recidivism risk assessment, the model predicted that they are not likely to be rearrested within the next two years.",9.87,8.51,1.35
28,1,"The most influential factor shaping this outcome was the relatively high number of prior crimes—seven in total—which, compared to the average, would typically increase the risk of recidivism; however, this effect was counterbalanced by other aspects of the individual’s profile.",9.92,8.51,1.4
28,2,"Notably, the person is not recorded as Black, a demographic detail that, in the context of the dataset, slightly reduced the estimated risk, possibly reflecting broader systemic patterns observed in criminal justice data.",8.46,8.51,-0.05
28,3,"Although the individual has recidivated before, their age—being younger than the average in the dataset—may have played a nuanced role, as younger individuals sometimes face different risk dynamics, but in this case, it did not tip the balance toward a higher risk prediction.",9.42,8.51,0.91
28,4,"Finally, the fact that the current charge is a misdemeanor, rather than a more serious offense, further contributed to the model’s assessment that this person is less likely to recidivate, suggesting that the nature of the present charge can meaningfully influence risk estimates.",10.64,8.51,2.12
29,0,"For this individual undergoing a recidivism risk assessment, the model ultimately predicted that they are not likely to be rearrested within the next two years.",8.74,7.93,0.81
29,1,"The most influential factor in this decision was the person’s extensive history of prior crimes, which, being much higher than average, would typically increase the risk of recidivism; however, this risk was counterbalanced by other aspects of their profile.",9.06,7.93,1.14
29,2,"Notably, the individual has not spent any recent time in jail, a detail that often signals either a period of stability or successful community integration, both of which can reduce the likelihood of reoffending.",9.01,7.93,1.08
29,3,"While the model also considered that the person has previously recidivated and is identified as Black—factors that, in the context of criminal justice data, have been associated with higher risk—these were less influential than the other features.",8.27,7.93,0.34
29,4,"Finally, the individual’s age, being slightly younger than the average in the dataset, played a modest role, as younger age can sometimes be linked to higher risk, but in this case, the combination of all features led the model to predict a lower chance of recidivism, perhaps reflecting the complex interplay between criminal history and recent stability.",8.92,7.93,0.99
