id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
10,"The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors. Scoring a goal had the most significant positive impact on the prediction, strongly increasing the likelihood of winning the award. Having 10 corner kicks and 8 off-target attempts also contributed positively, though to a lesser extent. On the other hand, the total number of passes and the percentage of ball possession had very minimal negative effects on the prediction, slightly decreasing the chances of receiving the award. Overall, scoring a goal was the most influential factor in the model's decision.","Overall, scoring a goal was the most influential factor in the model's decision. On the other hand, the total number of passes and the percentage of ball possession had very minimal negative effects on the prediction, slightly decreasing the chances of receiving the award. Having 10 corner kicks and 8 off-target attempts also contributed positively, though to a lesser extent. Scoring a goal had the most significant positive impact on the prediction, strongly increasing the likelihood of winning the award. The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors.","On the other hand, the total number of passes and the percentage of ball possession had very minimal negative effects on the prediction, slightly decreasing the chances of receiving the award. Scoring a goal had the most significant positive impact on the prediction, strongly increasing the likelihood of winning the award. Having 10 corner kicks and 8 off-target attempts also contributed positively, though to a lesser extent. Overall, scoring a goal was the most influential factor in the model's decision. The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors.",5,7.32,9.46,9.48,2.14,2.16,1.29,1.29,9.2,1.73,6.91,12.15,-2.3562,11.24,3.5,17.3,7.32,-8.6672,20.57,14.66,49.25,9.46,-4.2056,15.31,7.02,28.97,9.48
11,"The model's prediction that the team will receive the 'Man of the Match' award was mainly influenced by the high number of goals scored (5), which had the strongest positive impact. The number of corner kicks (6) and off-target attempts (3) also contributed positively, though to a lesser extent. On the other hand, the total number of passes (306) and the percentage of ball possession (40%) had a small negative effect on the prediction. Overall, the team's strong attacking performance, especially in scoring goals, played the most significant role in the model's decision.","Overall, the team's strong attacking performance, especially in scoring goals, played the most significant role in the model's decision. On the other hand, the total number of passes (306) and the percentage of ball possession (40%) had a small negative effect on the prediction. The number of corner kicks (6) and off-target attempts (3) also contributed positively, though to a lesser extent. The model's prediction that the team will receive the 'Man of the Match' award was mainly influenced by the high number of goals scored (5), which had the strongest positive impact.","On the other hand, the total number of passes (306) and the percentage of ball possession (40%) had a small negative effect on the prediction. The number of corner kicks (6) and off-target attempts (3) also contributed positively, though to a lesser extent. Overall, the team's strong attacking performance, especially in scoring goals, played the most significant role in the model's decision. The model's prediction that the team will receive the 'Man of the Match' award was mainly influenced by the high number of goals scored (5), which had the strongest positive impact.",4,6.54,8.33,8.04,1.8,1.5,1.27,1.23,8.57,0.74,7.7,9.62,-5.1183,12.03,6.22,22.3,6.54,-8.1169,16.91,10.08,33.86,8.33,-3.1298,11.7,3.78,17.95,8.04
12,"The model predicts that the team is less likely to have a player receive the 'Man of the Match' award. This is mainly because the team did not score any goals, which had the largest negative impact on the prediction. Additionally, having only one corner kick, a relatively low number of passes, and just 34% ball possession all contributed slightly against the likelihood of winning the award. On the other hand, making four off-target attempts had a small positive effect, but it was not enough to outweigh the negative factors.","On the other hand, making four off-target attempts had a small positive effect, but it was not enough to outweigh the negative factors. Additionally, having only one corner kick, a relatively low number of passes, and just 34% ball possession all contributed slightly against the likelihood of winning the award. This is mainly because the team did not score any goals, which had the largest negative impact on the prediction. The model predicts that the team is less likely to have a player receive the 'Man of the Match' award.","Additionally, having only one corner kick, a relatively low number of passes, and just 34% ball possession all contributed slightly against the likelihood of winning the award. This is mainly because the team did not score any goals, which had the largest negative impact on the prediction. On the other hand, making four off-target attempts had a small positive effect, but it was not enough to outweigh the negative factors. The model predicts that the team is less likely to have a player receive the 'Man of the Match' award.",4,8.11,12.93,11.16,4.82,3.05,1.59,1.38,10.8,1.05,9.53,12.1,-3.4183,12.34,3.99,18.7,8.11,-6.0376,20.97,6.87,31.41,12.93,-10.1806,22.83,11.98,41.96,11.16
13,"The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors. Scoring 2 goals had the strongest positive influence on the prediction, making it more likely for the team to have a player win the award. Having 5 corner kicks and 6 off-target attempts also contributed positively, though to a lesser extent. On the other hand, making 485 passes and having 59% ball possession had a slight negative impact on the prediction, but their effects were minimal compared to the positive contributions from goals, corners, and off-target attempts.","On the other hand, making 485 passes and having 59% ball possession had a slight negative impact on the prediction, but their effects were minimal compared to the positive contributions from goals, corners, and off-target attempts. Having 5 corner kicks and 6 off-target attempts also contributed positively, though to a lesser extent. Scoring 2 goals had the strongest positive influence on the prediction, making it more likely for the team to have a player win the award. The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors.","Having 5 corner kicks and 6 off-target attempts also contributed positively, though to a lesser extent. Scoring 2 goals had the strongest positive influence on the prediction, making it more likely for the team to have a player win the award. On the other hand, making 485 passes and having 59% ball possession had a slight negative impact on the prediction, but their effects were minimal compared to the positive contributions from goals, corners, and off-target attempts. The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors.",4,7.85,12.55,10.86,4.7,3.01,1.6,1.38,10.79,1.37,8.88,12.76,-3.0,12.12,3.42,17.3,7.85,-8.2888,21.57,10.07,38.26,12.55,-14.9995,25.99,18.68,57.25,10.86
14,"The model predicts that the team is less likely to have a player win the 'Man of the Match' award mainly because they had a higher number of off-target attempts and fewer corner kicks, both of which contributed negatively to the prediction. Although the team scored two goals, which had a positive impact, this was not enough to outweigh the negative effects. Additionally, the total number of passes and the percentage of ball possession had only minor negative influences on the prediction.","Additionally, the total number of passes and the percentage of ball possession had only minor negative influences on the prediction. Although the team scored two goals, which had a positive impact, this was not enough to outweigh the negative effects. The model predicts that the team is less likely to have a player win the 'Man of the Match' award mainly because they had a higher number of off-target attempts and fewer corner kicks, both of which contributed negatively to the prediction.","Although the team scored two goals, which had a positive impact, this was not enough to outweigh the negative effects. The model predicts that the team is less likely to have a player win the 'Man of the Match' award mainly because they had a higher number of off-target attempts and fewer corner kicks, both of which contributed negatively to the prediction. Additionally, the total number of passes and the percentage of ball possession had only minor negative influences on the prediction.",3,9.54,11.61,11.12,2.06,1.58,1.22,1.17,14.35,3.84,10.46,19.58,-3.444,12.14,3.05,16.43,9.54,-13.0842,23.0,10.95,37.78,11.61,-5.2062,15.09,4.6,21.54,11.12
15,"The model's prediction was most strongly influenced by the number of goals scored, which contributed positively to the likelihood of a player from the team receiving the 'Man of the Match' award. The team scored 3 goals, which had the largest positive impact. However, having 2 corner kicks slightly decreased the chances, as did the total number of passes (372) and the percentage of ball possession (42%), though these had much smaller negative effects. Additionally, the 6 off-target attempts provided a small positive contribution. Overall, scoring more goals was the most significant factor in the prediction.","Overall, scoring more goals was the most significant factor in the prediction. Additionally, the 6 off-target attempts provided a small positive contribution. However, having 2 corner kicks slightly decreased the chances, as did the total number of passes (372) and the percentage of ball possession (42%), though these had much smaller negative effects. The team scored 3 goals, which had the largest positive impact. The model's prediction was most strongly influenced by the number of goals scored, which contributed positively to the likelihood of a player from the team receiving the 'Man of the Match' award.","Additionally, the 6 off-target attempts provided a small positive contribution. The team scored 3 goals, which had the largest positive impact. However, having 2 corner kicks slightly decreased the chances, as did the total number of passes (372) and the percentage of ball possession (42%), though these had much smaller negative effects. Overall, scoring more goals was the most significant factor in the prediction. The model's prediction was most strongly influenced by the number of goals scored, which contributed positively to the likelihood of a player from the team receiving the 'Man of the Match' award.",5,10.07,11.61,14.6,1.54,4.53,1.15,1.45,12.86,3.24,9.83,19.03,-1.1333,11.95,1.71,14.87,10.07,-12.4277,29.96,18.81,57.54,11.61,-42.8829,66.8,71.89,205.63,14.6
16,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award. However, having more corner kicks and a higher number of passes slightly decreased this likelihood. The number of off-target attempts had a small positive effect, while ball possession percentage had a minimal negative impact on the prediction. Overall, scoring goals was the most significant factor in the model's decision.","Overall, scoring goals was the most significant factor in the model's decision. The number of off-target attempts had a small positive effect, while ball possession percentage had a minimal negative impact on the prediction. However, having more corner kicks and a higher number of passes slightly decreased this likelihood. The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.","The number of off-target attempts had a small positive effect, while ball possession percentage had a minimal negative impact on the prediction. However, having more corner kicks and a higher number of passes slightly decreased this likelihood. Overall, scoring goals was the most significant factor in the model's decision. The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",4,9.36,11.11,13.13,1.75,3.78,1.19,1.4,13.17,4.6,9.84,21.11,-2.051,12.24,2.3,15.41,9.36,-15.2201,27.28,19.92,61.39,11.11,-9.0132,26.15,10.19,41.19,13.13
17,"The model's prediction was most strongly influenced by the fact that the team did not score any goals, which significantly reduced the likelihood of a player receiving the 'Man of the Match' award. However, the team's high number of passes (595), strong ball possession (60%), and several corner kicks (8) all contributed positively, albeit to a lesser extent. Additionally, the number of off-target attempts (9) had a small positive impact on the prediction. Overall, while the team's control and activity on the field were favorable, the lack of goals was the main factor working against the prediction.","Overall, while the team's control and activity on the field were favorable, the lack of goals was the main factor working against the prediction. Additionally, the number of off-target attempts (9) had a small positive impact on the prediction. However, the team's high number of passes (595), strong ball possession (60%), and several corner kicks (8) all contributed positively, albeit to a lesser extent. The model's prediction was most strongly influenced by the fact that the team did not score any goals, which significantly reduced the likelihood of a player receiving the 'Man of the Match' award.","Additionally, the number of off-target attempts (9) had a small positive impact on the prediction. However, the team's high number of passes (595), strong ball possession (60%), and several corner kicks (8) all contributed positively, albeit to a lesser extent. Overall, while the team's control and activity on the field were favorable, the lack of goals was the main factor working against the prediction. The model's prediction was most strongly influenced by the fact that the team did not score any goals, which significantly reduced the likelihood of a player receiving the 'Man of the Match' award.",4,7.47,9.72,11.74,2.24,4.27,1.3,1.57,10.02,2.21,8.13,13.64,-1.6605,9.4,1.96,12.58,7.47,-13.0856,24.65,15.48,49.59,9.72,-14.1516,28.12,16.97,56.05,11.74
18,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award. However, having more corner kicks and a higher number of passes slightly decreased this likelihood. The number of off-target attempts had a small positive effect, while a higher percentage of ball possession had a minimal negative impact on the prediction.","The number of off-target attempts had a small positive effect, while a higher percentage of ball possession had a minimal negative impact on the prediction. However, having more corner kicks and a higher number of passes slightly decreased this likelihood. The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.","However, having more corner kicks and a higher number of passes slightly decreased this likelihood. The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award. The number of off-target attempts had a small positive effect, while a higher percentage of ball possession had a minimal negative impact on the prediction.",3,9.81,13.84,11.84,4.03,2.03,1.41,1.21,15.6,5.11,10.84,22.69,-2.7962,12.83,2.3,15.41,9.81,-11.0919,25.13,9.06,36.02,13.84,-35.6206,36.77,32.78,83.08,11.84
19,"The model's prediction was most strongly influenced by the team's low number of goals scored, which significantly decreased the likelihood of a player receiving the 'Man of the Match' award. However, the team's high number of passes and high ball possession percentage contributed positively, slightly increasing the chances. Additionally, the number of corner kicks and off-target attempts had small positive effects on the prediction, but their impact was much less significant compared to the number of goals scored.","Additionally, the number of corner kicks and off-target attempts had small positive effects on the prediction, but their impact was much less significant compared to the number of goals scored. However, the team's high number of passes and high ball possession percentage contributed positively, slightly increasing the chances. The model's prediction was most strongly influenced by the team's low number of goals scored, which significantly decreased the likelihood of a player receiving the 'Man of the Match' award.","However, the team's high number of passes and high ball possession percentage contributed positively, slightly increasing the chances. The model's prediction was most strongly influenced by the team's low number of goals scored, which significantly decreased the likelihood of a player receiving the 'Man of the Match' award. Additionally, the number of corner kicks and off-target attempts had small positive effects on the prediction, but their impact was much less significant compared to the number of goals scored.",3,8.08,10.55,10.43,2.46,2.34,1.3,1.29,12.96,3.97,9.32,18.48,-4.521,12.09,3.76,17.12,8.08,-3.5749,15.38,3.42,17.7,10.55,-21.7209,26.58,19.4,53.87,10.43
20,"The model's prediction was most strongly influenced by the number of goals scored, with scoring 4 goals significantly increasing the likelihood of a player from the team receiving the 'Man of the Match' award. Having no corner kicks slightly decreased the chances, while making 4 off-target attempts provided a small positive contribution. The total number of passes (351) and a ball possession rate of 41% both had minor negative effects on the prediction. Overall, the high number of goals scored was the most important factor in the model's decision.","Overall, the high number of goals scored was the most important factor in the model's decision. The total number of passes (351) and a ball possession rate of 41% both had minor negative effects on the prediction. Having no corner kicks slightly decreased the chances, while making 4 off-target attempts provided a small positive contribution. The model's prediction was most strongly influenced by the number of goals scored, with scoring 4 goals significantly increasing the likelihood of a player from the team receiving the 'Man of the Match' award.","The total number of passes (351) and a ball possession rate of 41% both had minor negative effects on the prediction. Having no corner kicks slightly decreased the chances, while making 4 off-target attempts provided a small positive contribution. Overall, the high number of goals scored was the most important factor in the model's decision. The model's prediction was most strongly influenced by the number of goals scored, with scoring 4 goals significantly increasing the likelihood of a player from the team receiving the 'Man of the Match' award.",4,10.97,10.94,13.05,-0.03,2.08,1.0,1.19,15.35,5.81,10.37,25.21,-1.1709,13.8,2.02,13.88,10.97,-5.4469,18.97,6.34,28.68,10.94,-12.9659,30.41,14.64,51.93,13.05
21,"The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several match statistics. Scoring 2 goals had the strongest positive influence on the prediction, making it more likely for the team to have a player win the award. Having 7 corner kicks and 7 off-target attempts also contributed positively, though to a lesser extent. On the other hand, making 492 passes and having 59% ball possession had a slight negative impact on the prediction, but their effects were minimal compared to the influence of goals scored.","On the other hand, making 492 passes and having 59% ball possession had a slight negative impact on the prediction, but their effects were minimal compared to the influence of goals scored. Having 7 corner kicks and 7 off-target attempts also contributed positively, though to a lesser extent. Scoring 2 goals had the strongest positive influence on the prediction, making it more likely for the team to have a player win the award. The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several match statistics.","Having 7 corner kicks and 7 off-target attempts also contributed positively, though to a lesser extent. Scoring 2 goals had the strongest positive influence on the prediction, making it more likely for the team to have a player win the award. On the other hand, making 492 passes and having 59% ball possession had a slight negative impact on the prediction, but their effects were minimal compared to the influence of goals scored. The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several match statistics.",4,8.85,14.47,11.84,5.62,2.99,1.64,1.34,11.63,1.94,10.09,14.89,-3.1755,13.03,3.66,18.78,8.85,-8.5479,24.77,9.84,39.57,14.47,-15.3769,27.38,19.28,59.85,11.84
