text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
22,1,"Overall, scoring more goals increased the chances of winning the award, while more corners, passes, and lower possession slightly decreased those chances.",38.44
22,2,"The number of off-target attempts provided a small positive contribution, while the percentage of ball possession had a slight negative effect.",20.24
22,3,"However, the number of corner kicks and the total number of passes both had a negative impact on the prediction.",12.9
22,4,"The model's prediction was most strongly influenced by the number of goals scored, which contributed positively to the likelihood of a player from the team receiving the 'Man of the Match' award.",9.31
23,1,"Overall, the team's attacking performance, especially scoring goals, played the most significant role in the model's decision.",39.61
23,2,"On the other hand, the total number of passes and the percentage of ball possession had a very small negative effect on the prediction.",14.13
23,3,"The high number of corner kicks and off-target attempts also contributed positively, though to a lesser extent.",12.39
23,4,"The model's prediction that a player from the team will receive the 'Man of the Match' award was mainly influenced by the number of goals scored, which had the strongest positive impact.",9.02
24,1,"Overall, strong offensive performance and control of the game increased the likelihood of a player from this team being awarded 'Man of the Match'.",35.44
24,2,"The high number of passes (699) and a strong ball possession percentage (71%) also played a role, though their influence was smaller compared to goals scored.",23.76
24,3,"Additionally, the team earned 8 corner kicks and made 4 off-target attempts, both contributing positively to the prediction.",18.41
24,4,"The model's prediction that a player from this football team will receive the 'Man of the Match' award is mainly influenced by the team scoring 2 goals, which had the largest positive impact.",12.72
25,1,"Overall, scoring goals was the most significant factor in the model's decision.",61.39
25,2,The total number of passes and the percentage of ball possession both had minimal negative effects on the prediction.,23.73
25,3,"Having more corner kicks slightly decreased the chances, while a higher number of off-target attempts provided a small positive contribution.",16.86
25,4,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",10.91
26,1,"The team's high total number of passes and strong ball possession percentage also played a role, but their influence was smaller compared to the other factors.",35.25
26,2,"Additionally, the high number of corner kicks and off-target attempts contributed positively, though to a lesser extent.",20.79
26,3,"The model's prediction that a player from the team will receive the 'Man of the Match' award is mainly influenced by the number of goals scored, which had the largest positive impact.",13.29
27,1,"Overall, the negative contributions from off-target attempts and corner kicks outweighed the positive effect of goals scored.",55.37
27,2,"However, the total number of passes (269) and a ball possession rate of 39% had only minor negative effects on the outcome.",24.9
27,3,"Scoring 2 goals had a positive impact on the prediction, increasing the chances of winning the award.",20.43
27,4,"The team had 2 off-target attempts and 2 corner kicks, both of which contributed negatively to the likelihood of receiving the 'Man of the Match' award.",12.18
27,5,The model's prediction was influenced by several key factors.,11.93
28,1,"Overall, scoring goals was the most significant factor in the model's decision.",61.39
28,2,"On the other hand, the total number of passes and the percentage of ball possession had a slight negative effect on the prediction.",14.76
28,3,"The number of corner kicks and off-target attempts also contributed positively, though to a lesser extent.",11.04
28,4,"The model's prediction that a player from the team will receive the 'Man of the Match' award is mainly influenced by the number of goals scored, which had the strongest positive impact.",8.52
29,1,"Overall, scoring goals played the most significant role in the model's decision.",71.86
29,2,"Additionally, more off-target attempts had a small positive effect, while a lower percentage of ball possession had a minimal negative impact on the prediction.",21.5
29,3,"However, having more corner kicks and a higher number of passes slightly decreased this likelihood.",17.83
29,4,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",11.5
