text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
9,0,"The model's prediction was most strongly influenced by the number of goals scored, which had a significant negative impact on the likelihood of a player from the team receiving the 'Man of the Match' award.",23.32,8.87,14.45
9,1,"The number of corner kicks and off-target attempts contributed slightly positively, while the total number of passes and the percentage of ball possession had small negative effects on the prediction.",10.01,8.87,1.14
9,2,"Overall, the low number of goals scored was the main reason the model predicted against a player from this team receiving the award.",10.16,8.87,1.29
10,0,The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors.,9.09,7.32,1.77
10,1,"Scoring a goal had the most significant positive impact on the prediction, strongly increasing the likelihood of winning the award.",12.15,7.32,4.83
10,2,"Having 10 corner kicks and 8 off-target attempts also contributed positively, though to a lesser extent.",6.91,7.32,-0.41
10,3,"On the other hand, the total number of passes and the percentage of ball possession had very minimal negative effects on the prediction, slightly decreasing the chances of receiving the award.",9.56,7.32,2.24
10,4,"Overall, scoring a goal was the most influential factor in the model's decision.",8.27,7.32,0.95
11,0,"The model's prediction that the team will receive the 'Man of the Match' award was mainly influenced by the high number of goals scored (5), which had the strongest positive impact.",9.62,6.54,3.08
11,1,"The number of corner kicks (6) and off-target attempts (3) also contributed positively, though to a lesser extent.",8.06,6.54,1.53
11,2,"On the other hand, the total number of passes (306) and the percentage of ball possession (40%) had a small negative effect on the prediction.",8.89,6.54,2.36
11,3,"Overall, the team's strong attacking performance, especially in scoring goals, played the most significant role in the model's decision.",7.7,6.54,1.16
12,0,The model predicts that the team is less likely to have a player receive the 'Man of the Match' award.,11.52,8.11,3.41
12,1,"This is mainly because the team did not score any goals, which had the largest negative impact on the prediction.",12.1,8.11,3.99
12,2,"Additionally, having only one corner kick, a relatively low number of passes, and just 34% ball possession all contributed slightly against the likelihood of winning the award.",9.53,8.11,1.42
12,3,"On the other hand, making four off-target attempts had a small positive effect, but it was not enough to outweigh the negative factors.",10.05,8.11,1.94
13,0,The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors.,8.88,7.85,1.03
13,1,"Scoring 2 goals had the strongest positive influence on the prediction, making it more likely for the team to have a player win the award.",12.76,7.85,4.91
13,2,"Having 5 corner kicks and 6 off-target attempts also contributed positively, though to a lesser extent.",10.69,7.85,2.84
13,3,"On the other hand, making 485 passes and having 59% ball possession had a slight negative impact on the prediction, but their effects were minimal compared to the positive contributions from goals, corners, and off-target attempts.",10.85,7.85,3.0
14,0,"The model predicts that the team is less likely to have a player win the 'Man of the Match' award mainly because they had a higher number of off-target attempts and fewer corner kicks, both of which contributed negatively to the prediction.",19.58,9.54,10.04
14,1,"Although the team scored two goals, which had a positive impact, this was not enough to outweigh the negative effects.",13.01,9.54,3.47
14,2,"Additionally, the total number of passes and the percentage of ball possession had only minor negative influences on the prediction.",10.46,9.54,0.92
15,0,"The model's prediction was most strongly influenced by the number of goals scored, which contributed positively to the likelihood of a player from the team receiving the 'Man of the Match' award.",19.03,10.07,8.96
15,1,"The team scored 3 goals, which had the largest positive impact.",13.0,10.07,2.93
15,2,"However, having 2 corner kicks slightly decreased the chances, as did the total number of passes (372) and the percentage of ball possession (42%), though these had much smaller negative effects.",11.35,10.07,1.28
15,3,"Additionally, the 6 off-target attempts provided a small positive contribution.",9.83,10.07,-0.24
15,4,"Overall, scoring more goals was the most significant factor in the prediction.",11.11,10.07,1.04
16,0,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",21.11,9.36,11.75
16,1,"However, having more corner kicks and a higher number of passes slightly decreased this likelihood.",9.84,9.36,0.49
16,2,"The number of off-target attempts had a small positive effect, while ball possession percentage had a minimal negative impact on the prediction.",10.8,9.36,1.44
16,3,"Overall, scoring goals was the most significant factor in the model's decision.",10.91,9.36,1.56
17,0,"The model's prediction was most strongly influenced by the fact that the team did not score any goals, which significantly reduced the likelihood of a player receiving the 'Man of the Match' award.",13.64,7.47,6.16
17,1,"However, the team's high number of passes (595), strong ball possession (60%), and several corner kicks (8) all contributed positively, albeit to a lesser extent.",9.97,7.47,2.5
17,2,"Additionally, the number of off-target attempts (9) had a small positive impact on the prediction.",8.34,7.47,0.87
17,3,"Overall, while the team's control and activity on the field were favorable, the lack of goals was the main factor working against the prediction.",8.13,7.47,0.65
18,0,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",22.69,9.81,12.87
18,1,"However, having more corner kicks and a higher number of passes slightly decreased this likelihood.",10.84,9.81,1.03
18,2,"The number of off-target attempts had a small positive effect, while a higher percentage of ball possession had a minimal negative impact on the prediction.",13.28,9.81,3.47
19,0,"The model's prediction was most strongly influenced by the team's low number of goals scored, which significantly decreased the likelihood of a player receiving the 'Man of the Match' award.",18.48,8.08,10.4
19,1,"However, the team's high number of passes and high ball possession percentage contributed positively, slightly increasing the chances.",9.32,8.08,1.24
19,2,"Additionally, the number of corner kicks and off-target attempts had small positive effects on the prediction, but their impact was much less significant compared to the number of goals scored.",11.06,8.08,2.98
20,0,"The model's prediction was most strongly influenced by the number of goals scored, with scoring 4 goals significantly increasing the likelihood of a player from the team receiving the 'Man of the Match' award.",25.21,10.97,14.23
20,1,"Having no corner kicks slightly decreased the chances, while making 4 off-target attempts provided a small positive contribution.",10.37,10.97,-0.6
20,2,The total number of passes (351) and a ball possession rate of 41% both had minor negative effects on the prediction.,12.12,10.97,1.15
20,3,"Overall, the high number of goals scored was the most important factor in the model's decision.",13.68,10.97,2.71
21,0,The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several match statistics.,10.09,8.85,1.24
21,1,"Scoring 2 goals had the strongest positive influence on the prediction, making it more likely for the team to have a player win the award.",14.89,8.85,6.04
21,2,"Having 7 corner kicks and 7 off-target attempts also contributed positively, though to a lesser extent.",10.27,8.85,1.42
21,3,"On the other hand, making 492 passes and having 59% ball possession had a slight negative impact on the prediction, but their effects were minimal compared to the influence of goals scored.",11.26,8.85,2.41
22,0,"The model's prediction was most strongly influenced by the number of goals scored, which contributed positively to the likelihood of a player from the team receiving the 'Man of the Match' award.",11.88,7.6,4.28
22,1,"However, the number of corner kicks and the total number of passes both had a negative impact on the prediction.",10.78,7.6,3.18
22,2,"The number of off-target attempts provided a small positive contribution, while the percentage of ball possession had a slight negative effect.",8.9,7.6,1.3
22,3,"Overall, scoring more goals increased the chances of winning the award, while more corners, passes, and lower possession slightly decreased those chances.",8.32,7.6,0.73
23,0,"The model's prediction that a player from the team will receive the 'Man of the Match' award was mainly influenced by the number of goals scored, which had the strongest positive impact.",12.06,7.4,4.66
23,1,"The high number of corner kicks and off-target attempts also contributed positively, though to a lesser extent.",7.57,7.4,0.17
23,2,"On the other hand, the total number of passes and the percentage of ball possession had a very small negative effect on the prediction.",10.12,7.4,2.72
23,3,"Overall, the team's attacking performance, especially scoring goals, played the most significant role in the model's decision.",8.54,7.4,1.14
24,0,"The model's prediction that a player from this football team will receive the 'Man of the Match' award is mainly influenced by the team scoring 2 goals, which had the largest positive impact.",20.69,9.77,10.91
24,1,"Additionally, the team earned 8 corner kicks and made 4 off-target attempts, both contributing positively to the prediction.",12.13,9.77,2.35
24,2,"The high number of passes (699) and a strong ball possession percentage (71%) also played a role, though their influence was smaller compared to goals scored.",10.28,9.77,0.5
24,3,"Overall, strong offensive performance and control of the game increased the likelihood of a player from this team being awarded 'Man of the Match'.",13.52,9.77,3.75
25,0,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",22.16,10.21,11.95
25,1,"Having more corner kicks slightly decreased the chances, while a higher number of off-target attempts provided a small positive contribution.",10.23,10.21,0.02
25,2,The total number of passes and the percentage of ball possession both had minimal negative effects on the prediction.,12.23,10.21,2.02
25,3,"Overall, scoring goals was the most significant factor in the model's decision.",11.87,10.21,1.65
26,0,"The model's prediction that a player from the team will receive the 'Man of the Match' award is mainly influenced by the number of goals scored, which had the largest positive impact.",18.49,10.45,8.04
26,1,"Additionally, the high number of corner kicks and off-target attempts contributed positively, though to a lesser extent.",13.22,10.45,2.77
26,2,"The team's high total number of passes and strong ball possession percentage also played a role, but their influence was smaller compared to the other factors.",14.13,10.45,3.68
27,0,The model's prediction was influenced by several key factors.,10.16,9.05,1.11
27,1,"The team had 2 off-target attempts and 2 corner kicks, both of which contributed negatively to the likelihood of receiving the 'Man of the Match' award.",13.83,9.05,4.78
27,2,"Scoring 2 goals had a positive impact on the prediction, increasing the chances of winning the award.",12.7,9.05,3.65
27,3,"However, the total number of passes (269) and a ball possession rate of 39% had only minor negative effects on the outcome.",9.52,9.05,0.47
27,4,"Overall, the negative contributions from off-target attempts and corner kicks outweighed the positive effect of goals scored.",11.13,9.05,2.07
28,0,"The model's prediction that a player from the team will receive the 'Man of the Match' award is mainly influenced by the number of goals scored, which had the strongest positive impact.",13.02,7.16,5.85
28,1,"The number of corner kicks and off-target attempts also contributed positively, though to a lesser extent.",8.39,7.16,1.23
28,2,"On the other hand, the total number of passes and the percentage of ball possession had a slight negative effect on the prediction.",10.32,7.16,3.16
28,3,"Overall, scoring goals was the most significant factor in the model's decision.",7.69,7.16,0.52
29,0,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",19.92,9.12,10.8
29,1,"However, having more corner kicks and a higher number of passes slightly decreased this likelihood.",10.0,9.12,0.88
29,2,"Additionally, more off-target attempts had a small positive effect, while a lower percentage of ball possession had a minimal negative impact on the prediction.",10.97,9.12,1.85
29,3,"Overall, scoring goals played the most significant role in the model's decision.",10.31,9.12,1.19
