text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
22,1,"Additionally, spending 3 months in jail contributes a small increase to the predicted risk.",77.15
22,2,"Having 1 prior crime increases the predicted risk, while being 23 years old, having previously recidivated, and being recorded as Black each slightly decrease the risk.",25.77
22,3,The model predicts the risk of recidivism for this individual based on several factors.,19.21
23,1,"Not being recorded as Black contributes a small increase to the risk, and having spent no time in jail also slightly raises the predicted risk.",64.25
23,2,Having previously recidivated actually lowers the risk prediction in this case.,43.81
23,3,"Being 20 years old decreases the predicted risk, while having no prior crimes slightly increases it.",26.17
23,4,The model predicts the risk of recidivism for this individual by considering several factors.,20.91
24,1,"Additionally, the current charge being a misdemeanor slightly reduces the predicted risk of recidivism.",74.15
24,2,Spending one month in jail also has a small effect in lowering the risk.,36.57
24,3,The fact that the individual is not recorded as Black and has not recidivated before both slightly decrease the risk.,28.78
24,4,"The model's prediction that this individual is at risk of recidivism is most influenced by the number of prior crimes they have committed, which increases the estimated risk.",16.32
25,1,"Overall, these factors combine to inform the model's assessment of the likelihood that the individual will be rearrested within two years.",17.48
25,2,Spending one month in jail slightly increases the predicted risk.,21.1
25,3,Committing five prior crimes contributes to a small decrease in risk.,21.13
25,4,Having recidivated before also slightly decreases the risk.,19.18
25,5,The fact that the individual is not recorded as Black slightly increases the risk.,17.15
25,6,Being 25 years old slightly decreases the predicted risk.,14.37
25,7,The model predicts the risk of recidivism for this individual by considering several factors.,12.88
26,1,"Overall, the number of prior crimes and lack of previous recidivism are the most influential factors in this prediction.",35.05
26,2,"Not being recorded as Black increases the risk somewhat, and spending 2 months in jail adds a small increase to the risk.",27.87
26,3,Being 24 years old slightly decreases the predicted risk.,21.72
26,4,"The fact that the individual has not recidivated before also contributes to a higher risk, but to a lesser extent.",15.69
26,5,Having a higher number of prior crimes increases the predicted risk the most.,12.88
26,6,The model predicts the risk of recidivism for this individual based on several factors.,11.4
27,1,"Overall, the number of prior crimes has the largest impact on increasing the risk in this case.",48.93
27,2,"Spending 16 months in jail and being 26 years old both contribute to lowering the predicted risk, though these effects are relatively small.",21.53
27,3,The fact that the individual is not recorded as Black also increases the risk a bit.,18.57
27,4,"Having 1 prior crime increases the predicted risk, while having previously recidivated actually decreases it slightly.",16.7
27,5,The model predicts the risk of recidivism for this individual by considering several factors.,14.75
28,1,"Overall, the largest factor decreasing the risk is the number of prior crimes, while the other features have smaller positive or negative effects.",35.12
28,2,"The fact that the individual is not recorded as Black slightly increases the risk, and being charged with a misdemeanor also increases the predicted risk, but to a lesser extent.",18.99
28,3,"Having 7 prior crimes reduces the predicted risk, as does having recidivated before and being 29 years old.",16.3
28,4,The model predicts the risk of recidivism for this individual by considering several factors.,14.77
29,1,"Overall, the combination of these factors leads to the model's final prediction.",38.2
29,2,"The fact that the individual has not spent any months in jail slightly increases the predicted risk, while being 29 years old has a small effect in lowering the risk.",20.8
29,3,"Having 12 prior crimes reduces the predicted risk the most, followed by a previous history of recidivism and being recorded as Black, both of which also slightly decrease the risk.",14.75
29,4,The model predicts the risk of recidivism for this individual by considering several factors.,13.16
