text_id,num_sentences,last_sentence,ppl
8,4,The fact that the individual is not recorded as Black and has not recidivated before both contributed to lowering the predicted risk.,13.12
8,5,"Additionally, spending only one month in jail had a small effect, slightly increasing the risk.",12.29
8,6,"Overall, these factors combined to inform the model's assessment of the likelihood of rearrest within two years.",11.22
9,1,The model predicts the risk of recidivism for this individual by considering several factors.,33.66
9,2,Being 21 years old slightly decreases the predicted risk.,26.13
9,3,"Having no prior crimes, not having recidivated before, not being recorded as Black, and having spent no months in jail all contribute to a higher predicted risk, but each only increases the risk by a small amount.",13.56
9,4,"Overall, the individual's young age lowers the risk, while the lack of prior offenses and other factors slightly increase it.",11.89
10,1,The model predicts the risk of recidivism for this individual based on several factors.,26.37
10,2,"The most influential factor is the number of prior crimes committed, which increases the predicted risk.",12.22
10,3,The fact that the individual has not recidivated before and is not recorded as Black both contribute to lowering the risk.,12.83
10,4,"The individual's age of 36 also slightly reduces the risk, as does having spent no months in jail.",11.49
10,5,"Overall, the prediction is shaped by a combination of these features, with prior criminal history having the largest impact.",10.28
11,1,The model predicts the risk of recidivism for this individual based on several factors.,26.37
11,2,"Being 42 years old increases the predicted risk the most, followed by having one prior crime, which also raises the risk.",15.87
11,3,"Interestingly, having previously recidivated, spending 17 months in jail, and being recorded as Black all slightly decrease the predicted risk according to the model.",13.74
12,1,The model predicts the risk of recidivism for this individual based on several factors.,26.37
12,2,The fact that the individual has not recidivated before lowers their predicted risk.,14.49
12,3,Being 23 years old also slightly decreases the risk.,13.32
12,4,"However, having spent no months in jail and having two prior crimes both increase the predicted risk.",12.02
12,5,"Additionally, the individual is not recorded as Black, which slightly increases the risk according to the model.",11.11
12,6,"Overall, these factors combine to influence the model's estimate of the likelihood that the individual will be rearrested within two years.",9.43
13,1,The model predicts the risk of recidivism for this individual based on several factors.,26.37
13,2,"Having no prior crimes increases the predicted risk by 0.1463, and not having recidivated before adds 0.1072 to the risk.",15.76
13,3,Spending no time in jail contributes an additional 0.0799 to the risk.,12.94
13,4,The individual's age of 24 slightly decreases the risk by 0.0776.,10.89
13,5,"Finally, being recorded as not Black increases the risk by 0.0753.",9.98
13,6,"Overall, the absence of prior crimes and recidivism history, as well as the individual's demographic information, are the main factors influencing the prediction.",8.66
14,1,The model predicts the risk of recidivism for this individual by considering several factors.,33.66
14,2,Spending 33 months in jail and having previously recidivated both decrease the predicted risk.,30.23
14,3,"On the other hand, having committed 3 prior crimes and being 34 years old slightly increase the risk.",14.94
14,4,"Additionally, being recorded as Black slightly decreases the predicted risk.",14.88
14,5,"Overall, the largest reductions in risk come from the time spent in jail and prior recidivism, while prior crimes and age contribute modestly to an increased risk.",10.37
15,1,The model predicts the risk of recidivism for this individual based on several factors.,26.37
15,2,"The number of prior crimes committed increases the predicted risk the most, contributing significantly to a higher risk estimate.",21.27
15,3,The fact that the individual has not recidivated before lowers the risk somewhat.,14.97
15,4,Being recorded as Black slightly decreases the predicted risk in this case.,15.68
15,5,"Spending one month in jail adds a small increase to the risk, while not being charged with a misdemeanor slightly reduces the risk.",14.24
15,6,"Overall, the prediction is most strongly influenced by the individual's history of prior crimes.",12.07
16,1,The model predicts the risk of recidivism for this individual by considering several factors.,33.66
16,2,"Having 25 prior crimes lowers the predicted risk, while being 61 years old increases it.",21.81
16,3,The fact that the individual has not recidivated before also raises the risk slightly.,14.45
16,4,"Being recorded as Black slightly decreases the predicted risk, and having spent 1 month in jail increases it a small amount.",12.78
16,5,Each of these factors contributes to the overall prediction of whether the individual will be rearrested within two years.,9.75
17,1,The model predicts the risk of recidivism by considering several factors.,31.21
17,2,"Spending 82 months in jail decreases the predicted risk, while being 37 years old increases it.",26.1
17,3,The fact that the individual is not recorded as Black also raises the risk slightly.,22.62
17,4,"Having recidivated before actually lowers the predicted risk in this case, and not currently being charged with a felony slightly increases the risk.",18.83
18,1,The model predicts a lower risk of recidivism for this individual.,32.8
18,2,Spending 260 months in jail contributes the most to reducing the predicted risk.,35.28
18,3,"Being 22 years old, having previously recidivated, being recorded as Black, and having committed 4 prior crimes also each contribute to lowering the risk, but to a lesser extent.",14.97
19,1,The model predicts the risk of recidivism for this individual based on several factors.,26.37
19,2,"The person's age (50 years old) is the most influential factor, reducing the predicted risk.",15.44
19,3,Having only one prior crime and not having recidivated before also contribute to a lower risk.,13.38
19,4,"Additionally, the individual is not recorded as Black, and has spent just one month in jail; both of these factors further decrease the estimated likelihood of being rearrested within two years.",11.91
20,1,The model predicts the risk of recidivism for this individual based on several factors.,26.37
20,2,Being 54 years old increases the predicted risk moderately.,24.03
20,3,"Having no prior crimes also contributes to a higher risk, though to a lesser extent.",15.34
20,4,The fact that the individual has not recidivated before slightly increases the risk as well.,11.7
20,5,Being recorded as Black slightly decreases the predicted risk.,11.79
20,6,"Finally, having spent 1 month in jail adds a small increase to the risk estimate.",10.38
21,1,The model predicts the risk of recidivism for this individual by considering several factors.,33.66
21,2,"Having 13 prior crimes lowers the predicted risk, while being 53 years old increases it.",20.43
21,3,"The fact that the individual is recorded as Black slightly decreases the risk, and not having recidivated before slightly increases it.",14.55
21,4,"Additionally, being charged with a misdemeanor slightly increases the predicted risk.",12.81
22,1,The model predicts the risk of recidivism for this individual based on several factors.,26.37
22,2,"Having 1 prior crime increases the predicted risk, while being 23 years old, having previously recidivated, and being recorded as Black each slightly decrease the risk.",18.92
22,3,"Additionally, spending 3 months in jail contributes a small increase to the predicted risk.",15.59
23,1,The model predicts the risk of recidivism for this individual by considering several factors.,33.66
23,2,"Being 20 years old decreases the predicted risk, while having no prior crimes slightly increases it.",19.67
23,3,Having previously recidivated actually lowers the risk prediction in this case.,18.66
23,4,"Not being recorded as Black contributes a small increase to the risk, and having spent no time in jail also slightly raises the predicted risk.",15.12
24,1,"The model's prediction that this individual is at risk of recidivism is most influenced by the number of prior crimes they have committed, which increases the estimated risk.",22.3
24,2,The fact that the individual is not recorded as Black and has not recidivated before both slightly decrease the risk.,20.41
24,3,Spending one month in jail also has a small effect in lowering the risk.,17.54
24,4,"Additionally, the current charge being a misdemeanor slightly reduces the predicted risk of recidivism.",14.52
25,1,The model predicts the risk of recidivism for this individual by considering several factors.,33.66
25,2,Being 25 years old slightly decreases the predicted risk.,24.98
25,3,The fact that the individual is not recorded as Black slightly increases the risk.,18.21
25,4,Having recidivated before also slightly decreases the risk.,16.14
25,5,Committing five prior crimes contributes to a small decrease in risk.,17.27
25,6,Spending one month in jail slightly increases the predicted risk.,14.73
25,7,"Overall, these factors combine to inform the model's assessment of the likelihood that the individual will be rearrested within two years.",11.86
26,1,The model predicts the risk of recidivism for this individual based on several factors.,26.37
26,2,Having a higher number of prior crimes increases the predicted risk the most.,19.72
26,3,"The fact that the individual has not recidivated before also contributes to a higher risk, but to a lesser extent.",10.94
26,4,Being 24 years old slightly decreases the predicted risk.,9.77
26,5,"Not being recorded as Black increases the risk somewhat, and spending 2 months in jail adds a small increase to the risk.",10.21
26,6,"Overall, the number of prior crimes and lack of previous recidivism are the most influential factors in this prediction.",8.28
27,1,The model predicts the risk of recidivism for this individual by considering several factors.,33.66
27,2,"Having 1 prior crime increases the predicted risk, while having previously recidivated actually decreases it slightly.",27.73
27,3,The fact that the individual is not recorded as Black also increases the risk a bit.,20.66
27,4,"Spending 16 months in jail and being 26 years old both contribute to lowering the predicted risk, though these effects are relatively small.",14.7
27,5,"Overall, the number of prior crimes has the largest impact on increasing the risk in this case.",12.28
28,1,The model predicts the risk of recidivism for this individual by considering several factors.,33.66
28,2,"Having 7 prior crimes reduces the predicted risk, as does having recidivated before and being 29 years old.",20.85
28,3,"The fact that the individual is not recorded as Black slightly increases the risk, and being charged with a misdemeanor also increases the predicted risk, but to a lesser extent.",13.17
28,4,"Overall, the largest factor decreasing the risk is the number of prior crimes, while the other features have smaller positive or negative effects.",11.39
29,1,The model predicts the risk of recidivism for this individual by considering several factors.,33.66
29,2,"Having 12 prior crimes reduces the predicted risk the most, followed by a previous history of recidivism and being recorded as Black, both of which also slightly decrease the risk.",17.97
29,3,"The fact that the individual has not spent any months in jail slightly increases the predicted risk, while being 29 years old has a small effect in lowering the risk.",11.33
29,4,"Overall, the combination of these factors leads to the model's final prediction.",10.63
