text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
19,0,The model predicts the risk of recidivism for this individual based on several factors.,19.33,11.91,7.42
19,1,"The person's age (50 years old) is the most influential factor, reducing the predicted risk.",14.3,11.91,2.39
19,2,Having only one prior crime and not having recidivated before also contribute to a lower risk.,12.54,11.91,0.64
19,3,"Additionally, the individual is not recorded as Black, and has spent just one month in jail; both of these factors further decrease the estimated likelihood of being rearrested within two years.",13.38,11.91,1.47
20,0,The model predicts the risk of recidivism for this individual based on several factors.,17.32,10.38,6.94
20,1,Being 54 years old increases the predicted risk moderately.,13.2,10.38,2.82
20,2,"Having no prior crimes also contributes to a higher risk, though to a lesser extent.",11.36,10.38,0.98
20,3,The fact that the individual has not recidivated before slightly increases the risk as well.,12.03,10.38,1.65
20,4,Being recorded as Black slightly decreases the predicted risk.,10.07,10.38,-0.31
20,5,"Finally, having spent 1 month in jail adds a small increase to the risk estimate.",11.79,10.38,1.41
21,0,The model predicts the risk of recidivism for this individual by considering several factors.,22.9,12.81,10.09
21,1,"Having 13 prior crimes lowers the predicted risk, while being 53 years old increases it.",16.19,12.81,3.38
21,2,"The fact that the individual is recorded as Black slightly decreases the risk, and not having recidivated before slightly increases it.",15.4,12.81,2.6
21,3,"Additionally, being charged with a misdemeanor slightly increases the predicted risk.",14.55,12.81,1.74
22,0,The model predicts the risk of recidivism for this individual based on several factors.,27.38,15.59,11.79
22,1,"Having 1 prior crime increases the predicted risk, while being 23 years old, having previously recidivated, and being recorded as Black each slightly decrease the risk.",23.67,15.59,8.08
22,2,"Additionally, spending 3 months in jail contributes a small increase to the predicted risk.",18.92,15.59,3.33
23,0,The model predicts the risk of recidivism for this individual by considering several factors.,25.68,15.12,10.56
23,1,"Being 20 years old decreases the predicted risk, while having no prior crimes slightly increases it.",20.0,15.12,4.88
23,2,Having previously recidivated actually lowers the risk prediction in this case.,14.83,15.12,-0.28
23,3,"Not being recorded as Black contributes a small increase to the risk, and having spent no time in jail also slightly raises the predicted risk.",18.66,15.12,3.54
24,0,"The model's prediction that this individual is at risk of recidivism is most influenced by the number of prior crimes they have committed, which increases the estimated risk.",24.93,14.52,10.41
24,1,The fact that the individual is not recorded as Black and has not recidivated before both slightly decrease the risk.,15.54,14.52,1.03
24,2,Spending one month in jail also has a small effect in lowering the risk.,15.52,14.52,1.0
24,3,"Additionally, the current charge being a misdemeanor slightly reduces the predicted risk of recidivism.",17.54,14.52,3.03
25,0,The model predicts the risk of recidivism for this individual by considering several factors.,17.76,11.86,5.89
25,1,Being 25 years old slightly decreases the predicted risk.,14.08,11.86,2.21
25,2,The fact that the individual is not recorded as Black slightly increases the risk.,11.48,11.86,-0.38
25,3,Having recidivated before also slightly decreases the risk.,11.76,11.86,-0.1
25,4,Committing five prior crimes contributes to a small decrease in risk.,11.38,11.86,-0.48
25,5,Spending one month in jail slightly increases the predicted risk.,12.89,11.86,1.03
25,6,"Overall, these factors combine to inform the model's assessment of the likelihood that the individual will be rearrested within two years.",14.73,11.86,2.87
26,0,The model predicts the risk of recidivism for this individual based on several factors.,11.04,8.28,2.76
26,1,Having a higher number of prior crimes increases the predicted risk the most.,10.77,8.28,2.5
26,2,"The fact that the individual has not recidivated before also contributes to a higher risk, but to a lesser extent.",11.03,8.28,2.76
26,3,Being 24 years old slightly decreases the predicted risk.,8.98,8.28,0.7
26,4,"Not being recorded as Black increases the risk somewhat, and spending 2 months in jail adds a small increase to the risk.",7.67,8.28,-0.61
26,5,"Overall, the number of prior crimes and lack of previous recidivism are the most influential factors in this prediction.",10.21,8.28,1.94
27,0,The model predicts the risk of recidivism for this individual by considering several factors.,17.66,12.28,5.38
27,1,"Having 1 prior crime increases the predicted risk, while having previously recidivated actually decreases it slightly.",13.74,12.28,1.46
27,2,The fact that the individual is not recorded as Black also increases the risk a bit.,12.97,12.28,0.69
27,3,"Spending 16 months in jail and being 26 years old both contribute to lowering the predicted risk, though these effects are relatively small.",15.08,12.28,2.8
27,4,"Overall, the number of prior crimes has the largest impact on increasing the risk in this case.",14.7,12.28,2.42
28,0,The model predicts the risk of recidivism for this individual by considering several factors.,16.7,11.39,5.31
28,1,"Having 7 prior crimes reduces the predicted risk, as does having recidivated before and being 29 years old.",14.84,11.39,3.45
28,2,"The fact that the individual is not recorded as Black slightly increases the risk, and being charged with a misdemeanor also increases the predicted risk, but to a lesser extent.",15.12,11.39,3.73
28,3,"Overall, the largest factor decreasing the risk is the number of prior crimes, while the other features have smaller positive or negative effects.",13.17,11.39,1.78
29,0,The model predicts the risk of recidivism for this individual by considering several factors.,16.89,10.63,6.26
29,1,"Having 12 prior crimes reduces the predicted risk the most, followed by a previous history of recidivism and being recorded as Black, both of which also slightly decrease the risk.",12.82,10.63,2.18
29,2,"The fact that the individual has not spent any months in jail slightly increases the predicted risk, while being 29 years old has a small effect in lowering the risk.",15.21,10.63,4.57
29,3,"Overall, the combination of these factors leads to the model's final prediction.",11.33,10.63,0.69
