text_id,num_sentences,last_sentence,ppl
17,3,The average glucose level of 59.05 and the absence of hypertension both contributed marginally to lowering the risk.,14.32
17,4,The patient's gender (male) had a negligible effect on the prediction.,11.18
17,5,"Overall, age was the most influential factor in reducing the predicted risk, with other features having minimal impact.",10.17
18,1,"The model predicts a lower risk of stroke for this individual, mainly because of their age, which significantly reduces the risk.",24.74
18,2,"Other factors such as a low Body Mass Index, average glucose level, and absence of hypertension also contribute slightly to lowering the risk.",14.05
18,3,Gender does not have a noticeable impact on the prediction in this case.,11.66
19,1,The model predicts a lower risk of stroke for this individual.,52.66
19,2,"The main reason for this is the patient's age, which significantly reduces the predicted risk.",14.18
19,3,"Other factors, such as a low body mass index, average glucose level, and absence of hypertension, also contribute slightly to lowering the risk.",9.25
19,4,The patient's gender does not have a noticeable impact on the prediction.,7.84
20,1,"The model predicts the risk of stroke for this individual primarily based on their age, which increases the predicted risk.",33.46
20,2,"The patient's average glucose level, BMI, and absence of hypertension all have very small negative effects, slightly lowering the risk.",21.76
20,3,Gender does not have a meaningful impact on the prediction in this case.,16.49
20,4,"Overall, age is the most significant factor contributing to the predicted risk of stroke.",12.78
21,1,"The model predicts the risk of stroke for this individual primarily based on their age, which at 79 years old, significantly increases the predicted risk.",24.25
21,2,"Other factors such as average glucose level, hypertension status, BMI, and gender have minimal impact on the prediction, with age being by far the most influential factor in this case.",13.12
22,1,The model predicts the risk of stroke for this individual by considering several factors.,47.31
22,2,"The patient's age of 8 years has the largest negative impact on the predicted risk, significantly lowering it.",18.46
22,3,A low body mass index (BMI) of 14.60 and an average glucose level of 108.06 also slightly decrease the risk.,13.22
22,4,"The absence of hypertension has a minimal negative effect, further reducing the risk.",11.19
22,5,"The patient's gender, being male, does not contribute to the prediction in this case.",9.36
22,6,"Overall, these factors combine to suggest a lower risk of stroke for this individual.",7.88
23,1,The model considered several factors to predict the risk of stroke for this individual.,57.93
23,2,"The patient's age of 53 slightly decreased the predicted risk, while their Body Mass Index (BMI) of 29.90 had a very small positive effect on the risk.",14.7
23,3,The average glucose level of 83.41 contributed to a slight decrease in risk.,13.77
23,4,"Not having hypertension had a minimal negative impact on the risk, and being female did not significantly affect the prediction.",11.28
23,5,"Overall, each factor contributed only marginally to the final risk assessment.",10.49
24,1,The model predicts a low risk of stroke for this individual.,49.12
24,2,The patient's age of 23 years is the most significant factor lowering the risk.,17.09
24,3,"Their Body Mass Index (BMI) of 25.60, average glucose level of 63.73, and not having hypertension all contribute slightly to reducing the risk.",13.56
24,4,The patient's gender (female) does not have a meaningful impact on the prediction.,10.19
25,1,The model predicts the risk of stroke for this individual by considering several factors.,47.31
25,2,"The patient's age of 38 reduces the predicted risk, as does their average glucose level of 108.68.",24.36
25,3,"Their BMI of 32.70 slightly increases the risk, while not having hypertension slightly decreases it.",15.53
25,4,The patient's gender (male) does not have a significant effect on the prediction.,10.48
25,5,"Overall, age and glucose level are the most influential factors in lowering the predicted risk in this case.",9.17
26,1,"The model predicts a lower risk of stroke for this individual mainly because of their younger age, which has the largest negative impact on the risk score.",17.52
26,2,Their average glucose level and BMI also slightly reduce the predicted risk.,16.59
26,3,"The absence of hypertension contributes a very small decrease, and gender does not affect the prediction in this case.",13.6
27,1,The model predicts the risk of stroke for this individual by considering several factors.,47.31
27,2,The patient's age of 28 years significantly lowers the predicted risk.,24.16
27,3,Their average glucose level of 87.92 and the absence of hypertension also contribute to a slightly lower risk.,20.02
27,4,"The patient's BMI of 32.50 has a small effect in increasing the risk, while gender (female) does not have a noticeable impact on the prediction.",11.38
27,5,"Overall, the combination of these factors results in a lower predicted risk of stroke for this individual.",8.66
28,1,The model considered several factors to predict the risk of stroke for this individual.,57.93
28,2,The patient's age of 46 years contributed to a lower predicted risk.,24.13
28,3,Their average glucose level of 85.62 had a very small negative effect on the risk.,20.63
28,4,"The patient's BMI of 33.10 slightly increased the predicted risk, as did the presence of hypertension.",12.86
28,5,The patient's gender (male) did not have a noticeable impact on the prediction.,10.35
29,1,The model predicts the risk of stroke for this individual by considering several factors.,47.31
29,2,The patient's age of 54 years increases the predicted risk the most.,20.48
29,3,Their Body Mass Index (BMI) of 28.70 also slightly raises the risk.,13.92
29,4,"On the other hand, an average glucose level of 75.52 and not having hypertension both slightly decrease the predicted risk.",12.82
29,5,"The patient's gender, being female, does not have a noticeable effect on the prediction.",9.98
