text_id_shuff,num_sentences_shuff,last_sentence_shuff,ppl_shuff
3,4,"Additionally, both the insulin level and the diabetes pedigree function were lower than typical, further supporting the model’s conclusion that this patient is not predicted to have diabetes, likely because these values indicate less evidence of insulin resistance or strong family history.",11.43
3,5,The model predicted that the patient is not likely to have diabetes.,10.74
4,1,"The patient’s diabetes pedigree function—a measure of family history and genetic predisposition—is nearly double the average, strongly signaling inherited risk.",90.0
4,2,"Most notably, the patient’s Body Mass Index (BMI) is 33.3, which is higher than the average and suggests a level of obesity that is well-known to increase diabetes risk.",17.57
4,3,"The next most influential factor is the patient’s age, which, at 28, is actually younger than the typical patient in the dataset; this might have slightly reduced the risk, but not enough to offset other concerns.",13.38
4,4,"Although the patient’s glucose level is somewhat elevated and they have had fewer pregnancies than average, these factors played a smaller role compared to the strong influence of BMI and family history, ultimately tipping the prediction toward diabetes.",12.35
4,5,"The model predicted that this patient is likely to have diabetes, and several key factors contributed to this outcome.",11.52
5,1,"Additionally, the patient has had only one pregnancy, fewer than the average in the dataset, which may further reduce risk, as more pregnancies can sometimes be linked to higher diabetes risk in certain populations.",30.56
5,2,"While the patient’s BMI is higher than average at 35.8, which could have increased their risk, the protective effect of youth appears to outweigh this concern in the model’s reasoning.",18.68
5,3,"The patient’s glucose level is somewhat elevated at 124 compared to the average, but not high enough on its own to tip the prediction toward diabetes, especially given the context of other features.",14.29
5,4,"Finally, the patient’s insulin level is recorded as zero, which could indicate either a lack of recent measurement or very low insulin, but in the context of the other features, this did not push the prediction toward diabetes, possibly because the model relies more heavily on age and BMI for this decision.",10.74
5,5,"The model predicted that the patient is not likely to have diabetes, and this decision was most strongly influenced by the patient’s young age of 21, which is notably lower than the average age in the dataset and generally associated with a lower risk of diabetes.",8.34
6,1,"The diabetes pedigree function, which reflects family history, was only slightly above average, so it contributed less to the prediction, but still indicated a modest hereditary risk.",39.27
6,2,"The patient’s body mass index is also notably elevated, suggesting obesity, which is a major risk factor for developing diabetes due to its impact on insulin resistance.",17.05
6,3,"Age played a substantial role as well, since the patient is much older than the average in the dataset, and advancing age is associated with increased diabetes risk.",12.3
6,4,"Interestingly, the patient’s blood pressure was higher than average, but this feature actually worked against the diabetes prediction in the model, possibly because, in this dataset, higher blood pressure alone was not as strongly linked to diabetes as the other factors.",9.66
6,5,"The model predicted that the patient is likely to have diabetes, and this decision was most strongly influenced by the patient’s high plasma glucose concentration, which is significantly above the typical average and is a well-known indicator of diabetes risk.",8.66
7,1,"Additionally, the patient’s diabetes pedigree function—a measure of family history and genetic risk—was much lower than average, suggesting a reduced inherited risk.",37.19
7,2,"The patient’s young age of 25 also played a significant role, as younger individuals are generally less likely to develop diabetes compared to older adults.",15.71
7,3,"While the patient’s BMI is somewhat higher than average at 32.7, which could increase risk, this factor was outweighed by the more protective effects of their glucose and age.",12.96
7,4,"Finally, their insulin level was slightly below the average, which, in the context of their other healthy indicators, further supported the model’s prediction that this patient is not at high risk for diabetes.",10.55
7,5,"The model predicted that the patient is not likely to have diabetes, and this decision was most strongly influenced by their relatively low plasma glucose level of 87, which is well below the average and typically signals a lower risk for diabetes.",9.7
8,1,"While the number of pregnancies and the triceps skin fold thickness were both higher than average, these factors had less influence on the prediction, possibly because their impact is more subtle or context-dependent.",33.47
8,2,"Although the patient’s BMI is higher than average—suggesting increased body weight, which is a known risk factor for diabetes—this was not enough to outweigh the protective effect of their low glucose level.",20.09
8,3,"The patient’s relatively young age also played a role, as younger individuals are generally at lower risk for developing diabetes compared to older adults.",13.13
8,4,"Overall, the combination of low glucose and young age helped tip the balance toward a prediction of no diabetes, despite some other risk factors being present.",10.63
8,5,"The model predicted that the patient is not likely to have diabetes, and this decision was most strongly influenced by their plasma glucose concentration, which is notably lower than the average seen in the dataset.",9.76
9,1,"The patient’s family history of diabetes, as measured by the diabetes pedigree function, is also much lower than average, further supporting the prediction of low risk.",29.31
9,2,"The most influential factor in this decision was the patient’s Body Mass Index (BMI), which, at 25.6, is noticeably lower than the average in the dataset; since higher BMI is a well-known risk factor for diabetes, this lower value helped reduce the predicted risk.",10.93
9,3,"Although the patient’s glucose level is somewhat elevated at 139, which could have increased the risk, it was not enough to outweigh the protective effect of the lower BMI.",9.07
9,4,"Additionally, the patient has had fewer pregnancies and maintains a blood pressure close to the average, both of which contributed modestly to the overall assessment that diabetes is unlikely in this case.",8.8
9,5,The model predicted that the patient is not likely to have diabetes.,8.67
10,1,"Another important detail is the patient’s history of pregnancies, with nine compared to the average of about four; more pregnancies can sometimes be linked to higher diabetes risk, possibly due to gestational diabetes or related metabolic changes.",31.6
10,2,"Interestingly, the patient’s glucose level is actually a bit lower than average, which would typically reduce diabetes risk, but this effect was outweighed by other factors.",17.47
10,3,"The patient’s BMI is slightly above average at 31.2, and since higher BMI is associated with increased diabetes risk, this likely nudged the prediction toward a positive outcome.",12.16
10,4,"Finally, while the patient’s blood pressure is lower than average, which might usually be a protective factor, the combined influence of age, BMI, and pregnancy history led the model to predict a higher likelihood of diabetes for this individual.",8.98
10,5,"The model predicted that the patient is likely to have diabetes, and this decision was shaped most strongly by the patient’s age, which is 42—noticeably higher than the average in the dataset, and a known risk factor for diabetes as risk increases with age.",8.77
11,1,"However, their insulin level was strikingly high at 318, far exceeding the average, which can signal problems with how the body manages blood sugar and further supports the model’s prediction.",39.49
11,2,"Interestingly, the patient’s diabetes pedigree function, which reflects family history and genetic predisposition, was much lower than average, suggesting that genetics may not be a major risk factor in this case and actually pulled the prediction downward.",19.28
11,3,"The patient’s body mass index (BMI) was almost exactly at the average, so it neither increased nor decreased the risk in a meaningful way.",13.68
11,4,"Finally, the patient’s blood pressure was slightly below average, which might have offered a small protective effect, but it was not enough to outweigh the strong signals from glucose and insulin, leading the model to predict diabetes for this individual.",10.37
11,5,"The model predicted that the patient is likely to have diabetes, and this decision was most strongly influenced by their high plasma glucose concentration, which was measured at 148—well above the typical average and a well-known indicator of diabetes risk.",10.14
12,1,"The patient’s age, at 30, is a bit younger than the average in the dataset, which may have slightly reduced their risk, as diabetes becomes more common with age.",16.56
12,2,"Next, the patient’s diabetes pedigree function—a measure of family history and genetic predisposition—stands out as quite elevated at 0.875, indicating a strong inherited risk that further tips the scales toward a positive prediction.",14.03
12,3,"Interestingly, while their blood glucose level is somewhat above average at 124, this feature actually pulled the prediction slightly away from diabetes, perhaps because it is not extremely high compared to typical diabetic thresholds.",13.64
12,4,"Finally, having had only two pregnancies, compared to an average of nearly four, also nudged the prediction downward, but the combined influence of high BMI and strong family history ultimately led the model to predict diabetes for this patient.",11.19
12,5,"The model predicted that this patient is likely to have diabetes, and the story behind this decision starts with their Body Mass Index (BMI), which is notably higher than average at 32.9, suggesting a level of excess weight that is well-known to increase diabetes risk.",9.58
13,1,"The patient’s body mass index (BMI) is also slightly above average, and since higher BMI is associated with greater risk for diabetes, this further contributed to the prediction.",17.06
13,2,"Interestingly, the patient’s glucose level is somewhat lower than average, which would typically reduce diabetes risk, but this effect was outweighed by other factors.",10.4
13,3,"Age played a significant role, as the patient is older than most in the dataset, and advancing age is well known to increase diabetes risk.",8.61
13,4,"Notably, the patient has had a much higher number of pregnancies than average, which can increase diabetes risk due to the strain pregnancy places on glucose regulation, and their blood pressure, while only slightly above average, added a small but reinforcing effect to the overall risk profile.",8.29
13,5,"The model predicted that the patient is likely to have diabetes, and this decision was shaped by several key aspects of their health profile.",8.1
14,1,"The patient’s BMI stands out as notably high at 36.6, and since higher BMI is strongly linked to insulin resistance, this likely pushed the prediction toward diabetes.",31.56
14,2,"Interestingly, the patient’s glucose level is actually a bit lower than average, which would typically lower the risk, but this effect was outweighed by other factors.",14.39
14,3,"The diabetes pedigree function, which reflects family history, is also lower than average, suggesting a weaker genetic predisposition, but again, this protective factor was not enough to offset the risks.",12.41
14,4,"Finally, the patient has had 13 pregnancies, far above the average, and since multiple pregnancies can increase the risk of gestational diabetes and long-term metabolic changes, this may have further contributed to the model’s prediction.",9.34
14,5,"The model predicted that this patient is likely to have diabetes, and the most influential factor in this decision was the patient’s age, which is 45—significantly higher than the average in the dataset, and age is well-known to increase diabetes risk as the body’s ability to regulate blood sugar can decline over time.",8.24
15,1,"Their age and family history of diabetes, as measured by the diabetes pedigree function, are both on the lower side, which likely contributed to the model’s confidence in its prediction, since younger individuals and those with less family history are statistically less likely to develop diabetes.",14.11
15,2,"A low BMI is generally associated with a reduced risk of diabetes, as excess body weight is a well-known risk factor for the disease.",9.48
15,3,"The patient’s glucose level, which is a direct indicator of blood sugar, is also below the typical average, further supporting the prediction of low diabetes risk.",8.31
15,4,"Finally, the patient’s insulin level is also below average, which, in the context of the other healthy indicators, reinforces the model’s assessment that this patient is not predicted to have diabetes.",7.38
15,5,"The model predicted that this patient is not likely to have diabetes, and the most influential factor in this decision was their Body Mass Index (BMI), which is much lower than the average for patients in the dataset.",6.99
16,1,"The patient’s young age further decreased the likelihood, since diabetes risk tends to increase with age.",35.49
16,2,"The most influential factor in this decision was the patient’s Body Mass Index (BMI), which was recorded as 0.0—far below what is typically seen in the population, and this unusually low value strongly reduced the estimated risk.",15.66
16,3,"Next, the patient’s glucose level was slightly below average, which also contributed to a lower risk, as higher glucose levels are often associated with diabetes.",11.59
16,4,"Although the patient had a higher number of pregnancies than average, and a somewhat lower diabetes pedigree function (a measure of family history), these factors were not enough to outweigh the strong protective influence of the other features, especially the extremely low BMI.",9.63
16,5,The model predicted that the patient is not likely to have diabetes.,9.14
17,1,"Interestingly, the patient’s glucose level is almost identical to the average, so it did not push the prediction in either direction, and the relatively low diabetes pedigree function suggests a lower genetic risk, which may have slightly counteracted the overall risk.",27.06
17,2,"At 38 years old, the patient is older than the average in the dataset, and since diabetes risk increases with age, this likely pushed the prediction higher.",13.47
17,3,"The patient’s BMI is also notably elevated at 39.4, which is well above the average and falls into the range considered obese—a well-known risk factor for diabetes due to its association with insulin resistance.",10.4
17,4,"However, despite a normal blood pressure and lower genetic risk, the combination of higher age and significant obesity outweighed these factors, leading the model to predict a higher likelihood of diabetes for this patient.",9.31
17,5,"The model predicted that the patient is likely to have diabetes, and this decision was most strongly influenced by the patient’s age and body mass index (BMI).",8.27
18,1,"The diabetes pedigree function, which reflects family history, was also lower than average, slightly reducing the predicted risk, since a strong family history can increase susceptibility.",40.84
18,2,"The next most influential factor was the patient’s body mass index (BMI), which is significantly higher than typical, suggesting a level of obesity that is commonly associated with increased diabetes risk.",15.71
18,3,"Interestingly, the patient’s age actually worked against the prediction, as they are younger than the average patient in the dataset, and younger age is generally linked to lower risk.",10.6
18,4,"However, the patient’s unusually thick skin fold measurement, which can be a sign of higher body fat, added further weight to the prediction, reinforcing the model’s assessment that this patient is at elevated risk for diabetes.",9.33
18,5,"The model predicted that the patient is likely to have diabetes, and this decision was most strongly influenced by the patient’s high plasma glucose concentration, which is well above the average and is a well-known indicator of diabetes risk.",8.11
19,1,While the patient is slightly older than the average in the dataset and has a higher-than-average diabetes pedigree function—meaning there may be some family history of diabetes—these factors were not strong enough to outweigh the protective effects of the healthy BMI and glucose levels.,16.7
19,2,"The most influential factor in this decision was the patient’s Body Mass Index (BMI), which, at 24.7, is significantly lower than the average in the dataset and falls within the healthy range, reducing the risk of diabetes.",8.74
19,3,"Similarly, the patient’s glucose level is also below average, suggesting good blood sugar control, which is a key indicator against diabetes.",7.7
19,4,"Additionally, the patient’s skin thickness is higher than average, which can sometimes be associated with insulin resistance, but in this context, it did not tip the balance toward a diabetes prediction, likely because the other risk factors were low.",6.93
19,5,The model predicted that this patient is not likely to have diabetes.,6.72
20,1,"Age also played a role, with the patient being younger than most in the dataset, and younger individuals generally have a lower risk of developing diabetes.",22.51
20,2,"This decision was most strongly influenced by the patient’s low Body Mass Index (BMI) of 18.4, which is much lower than the typical average and suggests a lower risk, as higher BMI is often associated with increased diabetes risk.",10.58
20,3,"The patient’s glucose level, while not extremely low, is still below the average, further reducing the likelihood of diabetes since elevated glucose is a key indicator of the condition.",8.51
20,4,"Although the patient’s family history of diabetes, as measured by the diabetes pedigree function, is slightly above average, and this could raise concern, it was not enough to outweigh the protective effects of the other factors, especially given the absence of any pregnancies, which can sometimes increase risk in certain populations.",8.69
20,5,The model predicted that the patient is not likely to have diabetes.,8.44
21,1,"Additionally, the patient’s diabetes pedigree function, a measure of genetic risk, is lower than what is typically observed, suggesting less inherited susceptibility.",45.54
21,2,"While the patient’s body mass index is higher than average, which could increase risk, this factor was outweighed by the much lower glucose reading.",21.87
21,3,"The patient’s young age also played a role, as younger individuals are generally at lower risk for developing diabetes compared to older adults.",13.35
21,4,"Finally, the absence of pregnancies, which can sometimes be associated with gestational diabetes risk, further supported the model’s prediction that this patient is unlikely to have diabetes at this time.",10.47
21,5,"The model predicted that the patient is not likely to have diabetes, and this decision was most strongly influenced by their relatively low plasma glucose concentration, which is well below the average seen in the dataset—a key indicator since high glucose levels are a hallmark of diabetes.",10.17
22,1,"The diabetes pedigree function, which reflects family history and genetic predisposition, was also elevated at 1.159, suggesting a strong inherited risk.",31.43
22,2,"The next most influential factor was the patient’s body mass index (BMI) of 46.5, which signals severe obesity—a well-known contributor to insulin resistance and diabetes.",14.15
22,3,"Age also played a significant role, as the patient is 58 years old, and the risk of developing diabetes increases with age, especially when combined with other risk factors.",8.96
22,4,"Finally, the patient’s insulin level was much higher than average, which may indicate the body is struggling to regulate blood sugar, further supporting the model’s prediction of diabetes.",8.52
22,5,"The model predicted that the patient is likely to have diabetes, and this decision was most strongly influenced by the patient’s very high plasma glucose concentration of 173, which is well above what is typically seen and is a classic indicator of diabetes risk.",8.7
23,1,"Interestingly, the patient’s insulin level was recorded as zero, which is unusual compared to the average, but in the context of their low glucose, it did not push the prediction toward diabetes.",30.06
23,2,"Although the patient is older than most in the dataset and has a higher-than-average body mass index, both of which can increase diabetes risk, these factors were outweighed by the very low glucose level.",12.5
23,3,"The patient also reported a high number of pregnancies, which can sometimes be associated with increased risk, but this effect was not as significant in the model’s decision.",11.32
23,4,"Overall, the model’s reasoning suggests that, despite some risk factors, the patient’s low glucose level was the dominant factor leading to a prediction of not having diabetes.",8.41
23,5,"The model predicted that the patient is not likely to have diabetes, and this decision was most strongly influenced by their low plasma glucose concentration, which was much lower than the average and is a key indicator in diabetes risk assessment.",7.69
24,1,"Interestingly, the patient’s triceps skin fold thickness is a bit higher than average, but this measure alone is not a strong predictor and may reflect individual variation in body composition rather than a direct diabetes risk.",23.83
24,2,"The patient’s young age of 22 also played a significant role, as younger individuals are generally at lower risk for developing diabetes compared to older adults.",14.8
24,3,"Their body mass index (BMI) of 28.2, while slightly above the healthy range, is still lower than the average in this dataset, suggesting only a moderate risk from weight.",11.19
24,4,"Finally, the number of pregnancies, which is close to the average, had minimal impact on the prediction, reinforcing that the patient’s low glucose and young age were the most reassuring factors in the model’s assessment.",10.24
24,5,"The model predicted that the patient is not likely to have diabetes, and this decision was most strongly influenced by the patient’s relatively low plasma glucose level of 97, which is well below the average and is a key indicator since high glucose is a hallmark of diabetes.",9.22
25,1,"The patient’s family history of diabetes, as measured by the diabetes pedigree function, was much lower than average, further reducing the likelihood of diabetes according to the model—this makes sense, as a strong family history is a well-known risk factor.",16.48
25,2,"The most influential factor in this decision was the patient’s young age of 21, which is notably lower than the average age in the dataset and generally associated with a lower risk of developing diabetes.",11.02
25,3,"Their glucose level, while slightly below the average, also did not raise concern, as higher glucose readings are typically a strong indicator of diabetes risk.",10.49
25,4,"Although the patient’s BMI is close to the average and they have had two pregnancies, these factors were less influential in the final prediction, especially when considered alongside the protective effects of youth and limited family history.",9.64
25,5,The model predicted that this patient is not likely to have diabetes.,9.03
26,1,"Additionally, the patient has had only one pregnancy, which is fewer than average and may indicate less exposure to certain risk factors associated with gestational diabetes.",21.78
26,2,"Their body mass index is also much lower than average, suggesting a healthier weight, which is known to reduce diabetes risk.",12.56
26,3,"The patient’s young age further supports this prediction, as diabetes is more common in older adults.",10.31
26,4,"Finally, while their insulin level is slightly above average, this alone was not enough to outweigh the protective effects of the other features, leading the model to predict a low risk of diabetes for this individual.",8.85
26,5,"The model predicted that the patient is not likely to have diabetes, and this decision was most strongly influenced by their low plasma glucose level, which is well below what is typically seen in people at risk for diabetes.",8.39
27,1,"Another important factor was the diabetes pedigree function, which measures genetic predisposition; the patient’s value is much higher than average, suggesting a strong family history of diabetes that likely increased the model’s confidence in its prediction.",21.74
27,2,"Age also played a significant role, as the patient is 51 years old, making them considerably older than the average in the dataset, and age is associated with increased diabetes risk due to cumulative metabolic changes over time.",11.47
27,3,"The patient’s body mass index (BMI) of 33.3, which is in the obese range, further contributed to the prediction, since higher BMI is a recognized risk factor for developing diabetes.",7.51
27,4,"Finally, the patient’s insulin level is more than double the average, and while high insulin can sometimes indicate the body is compensating for insulin resistance, in the context of the other risk factors, it reinforced the model’s assessment that the patient is at high risk for diabetes.",6.23
27,5,"The model predicted that the patient is likely to have diabetes, and this decision was most strongly influenced by the patient’s high plasma glucose concentration, which at 155 is well above the typical average and is a well-known indicator of diabetes risk.",6.41
28,1,"The patient has never been pregnant, which can also reduce risk, as a history of pregnancies—especially gestational diabetes—can increase future diabetes risk.",33.62
28,2,"The most influential factor in this decision was the patient’s young age of 22, which is notably lower than the average age in the dataset and generally associated with a lower risk of diabetes.",17.6
28,3,"Although their glucose level is slightly above average, it was not high enough to outweigh the protective effect of youth, especially since younger individuals typically have a lower baseline risk.",14.67
28,4,"While their BMI and insulin levels are both somewhat elevated, these factors were less influential in the model’s decision, and in the context of their age and reproductive history, the overall risk remained low.",12.28
28,5,"For this patient, the model predicted that they are not likely to have diabetes.",11.32
29,1,"Interestingly, the patient’s glucose level is only slightly above average, which might have lessened the risk prediction, but not enough to outweigh the other factors.",26.84
29,2,"The patient’s body mass index (BMI) is also elevated at 33.8, which places them in the obese range and further raises their risk, since excess body weight is closely linked to insulin resistance.",11.04
29,3,"Another important factor was the diabetes pedigree function, which measures family history and genetic predisposition; the patient’s value here is nearly double the average, suggesting a strong inherited risk.",10.14
29,4,"Finally, the fact that the patient has had no pregnancies, compared to the average, played a minor role and may have slightly reduced the risk, but overall, the combination of age, BMI, and family history led the model to predict diabetes for this patient.",8.93
29,5,"The model predicted that the patient is likely to have diabetes, and this decision was most strongly influenced by the patient’s age, which is higher than average at 44 years old—a known risk factor, as the likelihood of developing diabetes increases with age.",8.01
