text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
13,2,"Although the team had 6 off-target attempts, slightly more than average, this suggests they were consistently creating chances and keeping the opposition under pressure, which often draws attention to standout individual performances.",12.42,12.13,0.29
13,3,"Their passing game was also notable, with 485 passes completed, showing a level of control and teamwork that can help a player shine, even if passing itself was not a major driver in the model’s decision.",12.63,12.13,0.5
13,4,"Finally, the A team dominated ball possession at 59%, far above the average, which likely allowed their key players more opportunities to influence the game and catch the eye of the award selectors.",14.69,12.13,2.56
14,0,The model predicted that the A team was not likely to have a player receive the Man of the Match award.,9.5,7.9,1.6
14,1,"This outcome was strongly influenced by the team's low number of off-target attempts, which was well below what is typical in World Cup matches, suggesting a lack of attacking pressure or creativity in front of goal.",9.47,7.9,1.57
14,2,"Additionally, the team earned very few corner kicks, another sign that they struggled to put sustained pressure on their opponent’s defense.",8.73,7.9,0.83
14,3,"While the A team did manage to score two goals—slightly above the average for such matches—this positive contribution was outweighed by their low overall involvement, as seen in their limited number of passes and notably low ball possession percentage.",8.54,7.9,0.65
14,4,"Altogether, these factors paint a picture of a team that, despite some success in front of goal, was largely on the back foot and unable to dominate play, making it less likely for one of their players to stand out as the match’s top performer.",11.07,7.9,3.17
15,0,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was strongly influenced by the team’s impressive goal-scoring performance, netting three goals—well above the typical match average.",12.8,9.34,3.46
15,1,"While the number of corners taken by the A team was lower than usual, suggesting they may not have dominated set-piece opportunities, this did not outweigh the impact of their goal tally.",10.5,9.34,1.16
15,2,"The team also had a slightly higher number of off-target attempts than average, indicating an aggressive attacking approach that likely kept the opposition under pressure and showcased individual flair.",9.24,9.34,-0.1
15,3,"Although their total passes and ball possession percentage were both below the norm, which might suggest less control over the game, these factors were less influential in the model’s decision.",10.16,9.34,0.83
15,4,"Ultimately, it was the A team’s ability to convert chances into goals that most likely tipped the scales, as standout goal-scoring performances are often a key reason for a player to be recognized as Man of the Match.",11.05,9.34,1.71
16,0,The model predicted that the A team would have a player receive the Man of the Match award.,13.25,11.65,1.6
16,1,"This outcome was most strongly influenced by the fact that the team scored a goal, which is often a decisive factor in individual recognition, even though their tally was slightly below the tournament average.",17.07,11.65,5.42
16,2,"Interestingly, the team had fewer corner kicks than most, which might suggest they were less dominant in attack, but this did not outweigh the positive impact of scoring.",15.13,11.65,3.49
16,3,"Their number of off-target attempts was also below average, indicating they created some chances but perhaps lacked precision, yet this still contributed positively, possibly reflecting an active attacking presence.",11.61,11.65,-0.04
16,4,"Although the team had fewer passes and less ball possession than typical, these factors played a smaller role, suggesting that standout moments—like scoring—can matter more than overall control when it comes to individual accolades.",13.53,11.65,1.88
17,0,The model predicted that the A team would not have a player receive the Man of the Match award.,9.29,7.8,1.49
17,1,"This outcome was heavily influenced by the fact that the team did not score any goals, which is a critical factor in earning individual recognition, as goal scorers often stand out in the eyes of award selectors.",10.92,7.8,3.11
17,2,"Despite this, the A team demonstrated impressive control over the game, completing 595 passes and maintaining 60% ball possession—both well above average—suggesting they dominated play but perhaps lacked the decisive moments that typically lead to standout performances.",9.91,7.8,2.11
17,3,"The team also earned 8 corners and made 9 off-target attempts, indicating they created numerous opportunities but struggled to convert them into goals or memorable moments.",8.31,7.8,0.51
17,4,"Ultimately, while the A team’s collective effort and control were notable, the absence of goals likely overshadowed their performance, making it difficult for any one player to shine enough to claim the Man of the Match honor.",9.4,7.8,1.6
18,0,"The model predicted that the A team would have a player win the Man of the Match award, and this outcome was strongly influenced by the team’s impressive goal-scoring performance, netting 3 goals—well above the typical match average.",17.82,11.14,6.67
18,1,"While the number of corners taken was slightly below average, this did not detract from the prediction, perhaps because corners alone do not always translate into decisive moments unless converted into goals.",12.08,11.14,0.93
18,2,"The team also had a high number of off-target attempts, suggesting an aggressive attacking style that, even if not always accurate, kept the pressure on the opposition and showcased individual initiative—qualities often noticed by award selectors.",11.96,11.14,0.82
18,3,"Their passing game was notably strong, with 492 passes completed, indicating control and teamwork, though this factor played a smaller role in the prediction.",11.2,11.14,0.05
18,4,"Finally, the A team dominated ball possession at 56%, which, while not the most influential factor, likely contributed to their ability to create scoring opportunities and maintain momentum, further supporting the case for a standout individual performance.",13.61,11.14,2.47
19,0,The model predicted that the A team would not have a player receive the Man of the Match award in this football match.,11.58,8.47,3.11
19,1,"The most influential factor in this decision was that the team did not score any goals, which is a significant departure from the typical performance and often a key driver for individual recognition.",10.11,8.47,1.64
19,2,"Despite this, the A team demonstrated impressive control of the game, completing 719 passes and holding 70% ball possession—both well above average—suggesting they dominated play but struggled to convert their efforts into tangible results.",9.94,8.47,1.47
19,3,"Their high number of corners and off-target attempts further indicate that while they created many opportunities, they lacked the finishing touch needed to make a decisive impact.",9.19,8.47,0.73
19,4,"Ultimately, the combination of strong possession and attacking intent was overshadowed by the absence of goals, which likely led the model to conclude that no standout individual performance would be recognized with the Man of the Match award.",10.58,8.47,2.11
20,0,"The model predicted that the A team would have a player win the Man of the Match award, and the story behind this prediction starts with their impressive goal-scoring performance: they netted 4 goals, far surpassing the typical match average, which is a strong indicator of standout individual contributions.",15.36,11.03,4.33
20,1,"Interestingly, despite not earning any corner kicks—a statistic that usually reflects attacking pressure—the team still managed to dominate the scoreboard, suggesting their goals came from open play or set pieces other than corners, which can sometimes make a player's performance even more remarkable.",11.35,11.03,0.32
20,2,"The number of off-target attempts was also notable, with 4 shots missing the mark; while not all efforts were on target, this level of attacking activity often signals a player who is heavily involved and taking risks, traits that can catch the eye of award selectors.",12.63,11.03,1.6
20,3,"However, the team completed fewer passes than average, which might suggest a more direct style of play or less overall control, but this did not hinder their ability to make decisive plays.",12.2,11.03,1.17
20,4,"Finally, with ball possession at 41%, below the typical share, the A team showed that even without dominating the ball, they could make their moments count—often, Man of the Match honors go to players who shine in games where their team overcomes such odds.",11.67,11.03,0.63
21,0,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was strongly influenced by the team’s impressive goal-scoring performance, as they netted 2 goals—well above the typical match average.",18.56,11.82,6.74
21,1,"Their high number of corner kicks, totaling 7, also played a significant role, suggesting that the team maintained consistent attacking pressure and created numerous scoring opportunities.",14.53,11.82,2.72
21,2,"Although the team had 7 off-target attempts, which is slightly higher than average, this likely reflects an aggressive offensive approach that kept the opposition under constant threat.",12.69,11.82,0.87
21,3,"The A team also completed 492 passes, surpassing the usual number, which points to effective teamwork and control in midfield, even if passing alone was not the most decisive factor.",11.55,11.82,-0.26
21,4,"Finally, their commanding 59% ball possession indicates they dominated play, and while possession by itself doesn’t guarantee individual accolades, it often allows standout players to shine—helping explain why the model favored the A team for this honor.",12.16,11.82,0.34
22,0,"The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score goals—netting 2 in this match, which is higher than the typical average and often draws attention to standout individual performances.",13.8,9.78,4.02
22,1,"Interestingly, the relatively low number of corner kicks taken by the A team worked against this prediction, as teams that dominate set-piece opportunities often control the game and create more chances for their players to shine.",10.91,9.78,1.13
22,2,"The number of off-target attempts, while not exceptionally high or low, suggested that the team was active in attack, keeping the opposition under pressure and increasing the likelihood of a memorable individual display.",10.9,9.78,1.12
22,3,"However, the A team completed far fewer passes than average, and their ball possession was also notably low, which might usually indicate a lack of control or influence in the match.",10.17,9.78,0.39
22,4,"Despite these shortcomings, the decisive impact of scoring more goals likely outweighed the negatives, as goals are often the most visible and celebrated contributions in football, making it more probable for one of the A team’s players to be recognized as Man of the Match.",11.7,9.78,1.93
23,0,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was strongly influenced by the team’s impressive goal-scoring performance, as they netted 2 goals—higher than the typical match average.",10.41,9.11,1.3
23,1,"This attacking success was further supported by the high number of corner kicks, with the team earning 8 corners, suggesting sustained offensive pressure and frequent threats near the opponent’s goal.",9.34,9.11,0.23
23,2,"Although the team had 7 off-target attempts, which is slightly above average, this may reflect an aggressive attacking style that, while not always precise, kept the opposition under constant pressure and created memorable moments for individual players.",9.56,9.11,0.45
23,3,"The total number of passes completed by the team was slightly below the average, but this did not seem to detract from their overall impact, perhaps indicating a more direct style of play that prioritized quick attacks over possession.",11.1,9.11,1.99
23,4,"Finally, their ball possession percentage was just under the average, but given their effectiveness in converting opportunities, it appears that the team made the most of their time on the ball, helping a standout player shine and ultimately secure the Man of the Match award.",10.08,9.11,0.97
24,0,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was strongly influenced by their impressive performance on the field.",16.96,10.34,6.62
24,1,"Scoring 2 goals, which is higher than the typical average, likely caught the attention of both fans and analysts, as goals are often the most celebrated moments in a match and can directly lead to individual recognition.",13.28,10.34,2.94
24,2,"The team also earned 8 corner kicks, nearly doubling the usual number, suggesting they maintained significant attacking pressure and created many opportunities—traits often associated with standout performances.",10.72,10.34,0.38
24,3,"Although they had 4 off-target attempts, which is slightly below average, this may indicate that their attacks were more precise or that they capitalized on their best chances, further highlighting individual brilliance.",10.41,10.34,0.07
24,4,"Additionally, with a remarkable 699 passes and 71% ball possession, far exceeding the norm, the A team demonstrated dominance and control throughout the match, making it more likely for one of their players to shine and be recognized as Man of the Match.",12.86,10.34,2.52
25,0,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was most strongly influenced by the team’s impressive goal-scoring performance, as they netted 2 goals—higher than the typical match average.",14.24,8.77,5.47
25,1,"Interestingly, while the number of corners taken by the A team was lower than average, this did not outweigh the positive impact of their goal tally, suggesting that converting chances into goals mattered more than simply creating set-piece opportunities.",10.1,8.77,1.33
25,2,"The team also had a high number of off-target attempts, which, although not all resulted in goals, indicated an aggressive attacking approach that likely kept the opposition under pressure and showcased individual flair—qualities often recognized in Man of the Match selections.",9.15,8.77,0.38
25,3,"Their passing game was notably strong, with 524 passes completed, well above the average, hinting at a dominant and cohesive team performance that can help individual players stand out.",8.53,8.77,-0.24
25,4,"Finally, the A team’s commanding 58% ball possession further reinforced their control over the match, making it more likely for one of their players to shine and be awarded Man of the Match.",10.65,8.77,1.88
26,0,The model predicted that the A team would have a player receive the Man of the Match award.,12.19,9.44,2.75
26,1,"This decision was most strongly influenced by the number of goals scored, as scoring is often the most direct path to individual recognition—even though the team scored just one goal, which is slightly below the tournament average, it may have been a decisive or spectacular goal.",12.19,9.44,2.74
26,2,"The next most influential factor was the remarkably high number of corner kicks earned by the A team, with 10 corners—more than double the average—suggesting sustained attacking pressure and opportunities to shine.",11.16,9.44,1.72
26,3,"The team also had a high number of off-target attempts, indicating an aggressive offensive approach that, while not always accurate, kept the opposition under constant threat and may have highlighted individual attacking efforts.",10.05,9.44,0.61
26,4,"Finally, the A team’s dominance in both total passes and ball possession—far above typical match averages—suggests they controlled the flow of the game, allowing their players more chances to stand out and impress, which often sways Man of the Match decisions in their favor.",11.4,9.44,1.96
27,0,The model predicted that the A team was not likely to have a player receive the Man of the Match award in this football match.,14.98,10.92,4.06
27,1,"The most influential factor was the low number of off-target attempts—just 2, which is well below what is typically seen, suggesting the team may not have been very aggressive or threatening in attack.",14.64,10.92,3.72
27,2,"Similarly, the team only earned 2 corner kicks, another sign that they struggled to put sustained pressure on their opponents’ defense.",12.57,10.92,1.66
27,3,"While scoring 2 goals is a positive sign and actually above the average, it seems this was not enough to outweigh the lack of overall attacking activity and opportunities created.",11.02,10.92,0.11
27,4,"Additionally, the team completed far fewer passes and had less ball possession than average, indicating they may have been outplayed in terms of control and buildup, which likely contributed to the model’s decision that no standout individual performance would be recognized with the award.",13.13,10.92,2.21
28,0,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was most strongly influenced by the team’s impressive goal-scoring performance, as they netted 2 goals—well above the tournament average.",21.61,11.3,10.3
28,1,"This attacking success likely put their players in the spotlight, since scoring is often a decisive factor in individual recognition.",12.5,11.3,1.2
28,2,"The team also earned 6 corner kicks, showing they maintained offensive pressure and created multiple opportunities, which can further highlight standout performances.",12.11,11.3,0.81
28,3,"Although their number of off-target attempts was slightly below average, it suggests that their attacks were more efficient, possibly making their goals even more memorable.",11.59,11.3,0.29
28,4,"Interestingly, despite having fewer passes and less ball possession than average, the team’s ability to make the most of their chances likely made their players’ contributions stand out, reinforcing the model’s prediction.",14.98,11.3,3.68
29,0,The model predicted that the A team would have a player receive the Man of the Match award.,13.76,12.33,1.43
29,1,"This outcome was most strongly influenced by the fact that the team scored a goal, which is often a decisive factor in individual recognition, even though their tally was slightly below the tournament average.",16.37,12.33,4.04
29,2,"Interestingly, the relatively low number of corner kicks worked against the prediction, perhaps suggesting that the team was less dominant in creating set-piece opportunities, which can sometimes lead to standout moments.",13.85,12.33,1.53
29,3,"The number of off-target attempts was slightly above average, indicating that the team was active in attack, and this offensive intent may have helped a player stand out despite not all shots being on target.",13.81,12.33,1.48
29,4,"Although the team completed more passes than average and had nearly average ball possession, these factors played a smaller role, hinting that individual brilliance—often reflected in goals and attacking efforts—mattered more than overall team control in this prediction.",13.07,12.33,0.74
