text_id,num_sentences,last_sentence,ppl
7,2,"This outcome was most strongly influenced by the number of goals scored, as scoring even a single goal can be decisive in a match and often draws attention to standout performers, even though the team scored slightly below the tournament average.",20.41
7,3,"Interestingly, the relatively low number of corner kicks worked against the prediction, since teams that dominate and create more attacking opportunities—often reflected in higher corner counts—tend to have players recognized for their impact.",14.68
7,4,"The number of off-target attempts, which was close to the average, contributed positively, perhaps suggesting that the team was active in attack and kept the opposition under pressure, a quality that can highlight individual efforts.",12.37
7,5,"Although the team had fewer passes and less ball possession than typical, these factors played a smaller role, indicating that the model valued decisive moments and attacking intent over overall control in this particular prediction.",11.61
8,1,The model predicted that the A team would not have a player receive the Man of the Match award.,33.77
8,2,"This outcome was heavily influenced by the fact that the team did not score any goals, which is a significant factor since standout performances often involve goal contributions.",15.03
8,3,"Despite the team completing an impressive 698 passes—far above the typical match average—this high passing count alone was not enough to sway the prediction, perhaps because it did not translate into decisive moments or goals.",15.3
8,4,"The team also earned five corners and made seven off-target attempts, both slightly above average, suggesting they were active in attack but ultimately lacked the clinical edge needed to produce a match-winning performance.",12.61
8,5,"Even though A team dominated possession with 57%, this control did not result in the kind of impactful play that usually earns individual accolades, highlighting that possession and effort must be matched by tangible results to secure such recognition.",12.31
9,1,The model predicted that the A team would not have a player receive the Man of the Match award in this football match.,31.99
9,2,"The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match.",14.92
9,3,"While the team did win a high number of corners, suggesting they were able to create attacking opportunities, this alone was not enough to outweigh the lack of goals.",10.56
9,4,"Their total number of passes was right around the tournament average, indicating a solid but not exceptional control of play, and their ball possession was slightly above average, showing they held the ball more than their opponents but perhaps without making it count on the scoreboard.",9.73
9,5,"Despite a reasonable number of off-target attempts, the absence of goals likely overshadowed these efforts, leading the model to conclude that no standout individual performance from the A team merited the Man of the Match recognition.",8.3
10,1,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was most strongly influenced by the number of goals scored.",21.86
10,2,"Scoring a goal is often the most decisive factor in football, and although the A team scored just one goal—slightly below the tournament average—this goal may have been particularly crucial or memorable, which can sway the award decision.",15.03
10,3,"The next most influential factor was the high number of corner kicks earned by the A team, with 10 corners indicating sustained attacking pressure and opportunities to create dangerous moments, which often draw attention to standout individual performances.",12.46
10,4,"The team also had more off-target attempts than average, suggesting an aggressive approach in attack, which, while not always resulting in goals, can highlight a player’s influence and activity on the field.",10.98
10,5,"Although the A team had fewer passes and less ball possession than typical, their direct and assertive style may have allowed a key player to shine in pivotal moments, ultimately leading to the Man of the Match recognition.",9.22
11,1,"The model predicted that the A team would have a player receive the Man of the Match award, and the story behind this prediction starts with their remarkable goal-scoring performance: netting 5 goals, far surpassing the typical match average.",29.45
11,2,"This offensive firepower is often a decisive factor in individual accolades, as standout goal contributions tend to draw attention from award selectors.",22.55
11,3,"The team also earned 6 corner kicks, which not only reflects their attacking intent but likely provided more opportunities to create dangerous moments and showcase individual brilliance.",17.2
11,4,"Although their off-target attempts were slightly below average, this may suggest that their shots were more efficient or that their goals came from high-quality chances, further highlighting the impact of key players.",15.06
11,5,"Despite having fewer passes and less ball possession than average, the team's ability to convert limited opportunities into goals likely made their standout performers impossible to overlook for the Man of the Match honor.",12.79
12,1,The model predicted that the A team would not have a player receive the Man of the Match award.,33.77
12,2,"This outcome was most strongly influenced by the fact that the team failed to score any goals, a critical factor since standout performances are often linked to goal-scoring contributions.",16.41
12,3,"Additionally, the team had only one corner kick and completed significantly fewer passes than average, both of which suggest limited attacking opportunities and less control over the game.",11.53
12,4,"While the team did manage four off-target attempts, this alone was not enough to offset the lack of goals or overall possession.",10.13
12,5,"With just 34% ball possession, well below the typical average, it appears the A team struggled to assert themselves, making it unlikely for any individual to shine enough to earn the award.",8.92
13,1,"The model predicted that the A team would have a player win the Man of the Match award, and this outcome was strongly influenced by the team’s impressive goal-scoring performance, as they netted 2 goals—well above the typical match average.",20.28
13,2,"This attacking success was further supported by their high number of corner kicks, with 5 corners indicating sustained offensive pressure and frequent threats near the opponent’s goal.",16.37
13,3,"Although the team had 6 off-target attempts, slightly more than average, this suggests they were consistently creating chances and keeping the opposition under pressure, which often draws attention to standout individual performances.",16.19
13,4,"Their passing game was also notable, with 485 passes completed, showing a level of control and teamwork that can help a player shine, even if passing itself was not a major driver in the model’s decision.",14.69
13,5,"Finally, the A team dominated ball possession at 59%, far above the average, which likely allowed their key players more opportunities to influence the game and catch the eye of the award selectors.",12.13
14,1,The model predicted that the A team was not likely to have a player receive the Man of the Match award.,29.77
14,2,"This outcome was strongly influenced by the team's low number of off-target attempts, which was well below what is typical in World Cup matches, suggesting a lack of attacking pressure or creativity in front of goal.",16.43
14,3,"Additionally, the team earned very few corner kicks, another sign that they struggled to put sustained pressure on their opponent’s defense.",12.93
14,4,"While the A team did manage to score two goals—slightly above the average for such matches—this positive contribution was outweighed by their low overall involvement, as seen in their limited number of passes and notably low ball possession percentage.",11.07
14,5,"Altogether, these factors paint a picture of a team that, despite some success in front of goal, was largely on the back foot and unable to dominate play, making it less likely for one of their players to stand out as the match’s top performer.",7.9
15,1,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was strongly influenced by the team’s impressive goal-scoring performance, netting three goals—well above the typical match average.",24.96
15,2,"While the number of corners taken by the A team was lower than usual, suggesting they may not have dominated set-piece opportunities, this did not outweigh the impact of their goal tally.",14.35
15,3,"The team also had a slightly higher number of off-target attempts than average, indicating an aggressive attacking approach that likely kept the opposition under pressure and showcased individual flair.",12.94
15,4,"Although their total passes and ball possession percentage were both below the norm, which might suggest less control over the game, these factors were less influential in the model’s decision.",11.05
15,5,"Ultimately, it was the A team’s ability to convert chances into goals that most likely tipped the scales, as standout goal-scoring performances are often a key reason for a player to be recognized as Man of the Match.",9.34
16,1,The model predicted that the A team would have a player receive the Man of the Match award.,37.18
16,2,"This outcome was most strongly influenced by the fact that the team scored a goal, which is often a decisive factor in individual recognition, even though their tally was slightly below the tournament average.",20.19
16,3,"Interestingly, the team had fewer corner kicks than most, which might suggest they were less dominant in attack, but this did not outweigh the positive impact of scoring.",13.32
16,4,"Their number of off-target attempts was also below average, indicating they created some chances but perhaps lacked precision, yet this still contributed positively, possibly reflecting an active attacking presence.",13.53
16,5,"Although the team had fewer passes and less ball possession than typical, these factors played a smaller role, suggesting that standout moments—like scoring—can matter more than overall control when it comes to individual accolades.",11.65
17,1,The model predicted that the A team would not have a player receive the Man of the Match award.,33.77
17,2,"This outcome was heavily influenced by the fact that the team did not score any goals, which is a critical factor in earning individual recognition, as goal scorers often stand out in the eyes of award selectors.",12.26
17,3,"Despite this, the A team demonstrated impressive control over the game, completing 595 passes and maintaining 60% ball possession—both well above average—suggesting they dominated play but perhaps lacked the decisive moments that typically lead to standout performances.",10.6
17,4,"The team also earned 8 corners and made 9 off-target attempts, indicating they created numerous opportunities but struggled to convert them into goals or memorable moments.",9.4
17,5,"Ultimately, while the A team’s collective effort and control were notable, the absence of goals likely overshadowed their performance, making it difficult for any one player to shine enough to claim the Man of the Match honor.",7.8
18,1,"The model predicted that the A team would have a player win the Man of the Match award, and this outcome was strongly influenced by the team’s impressive goal-scoring performance, netting 3 goals—well above the typical match average.",22.33
18,2,"While the number of corners taken was slightly below average, this did not detract from the prediction, perhaps because corners alone do not always translate into decisive moments unless converted into goals.",15.35
18,3,"The team also had a high number of off-target attempts, suggesting an aggressive attacking style that, even if not always accurate, kept the pressure on the opposition and showcased individual initiative—qualities often noticed by award selectors.",13.56
18,4,"Their passing game was notably strong, with 492 passes completed, indicating control and teamwork, though this factor played a smaller role in the prediction.",13.61
18,5,"Finally, the A team dominated ball possession at 56%, which, while not the most influential factor, likely contributed to their ability to create scoring opportunities and maintain momentum, further supporting the case for a standout individual performance.",11.14
19,1,The model predicted that the A team would not have a player receive the Man of the Match award in this football match.,31.99
19,2,"The most influential factor in this decision was that the team did not score any goals, which is a significant departure from the typical performance and often a key driver for individual recognition.",17.12
19,3,"Despite this, the A team demonstrated impressive control of the game, completing 719 passes and holding 70% ball possession—both well above average—suggesting they dominated play but struggled to convert their efforts into tangible results.",12.01
19,4,"Their high number of corners and off-target attempts further indicate that while they created many opportunities, they lacked the finishing touch needed to make a decisive impact.",10.58
19,5,"Ultimately, the combination of strong possession and attacking intent was overshadowed by the absence of goals, which likely led the model to conclude that no standout individual performance would be recognized with the Man of the Match award.",8.47
20,1,"The model predicted that the A team would have a player win the Man of the Match award, and the story behind this prediction starts with their impressive goal-scoring performance: they netted 4 goals, far surpassing the typical match average, which is a strong indicator of standout individual contributions.",22.05
20,2,"Interestingly, despite not earning any corner kicks—a statistic that usually reflects attacking pressure—the team still managed to dominate the scoreboard, suggesting their goals came from open play or set pieces other than corners, which can sometimes make a player's performance even more remarkable.",16.38
20,3,"The number of off-target attempts was also notable, with 4 shots missing the mark; while not all efforts were on target, this level of attacking activity often signals a player who is heavily involved and taking risks, traits that can catch the eye of award selectors.",13.13
20,4,"However, the team completed fewer passes than average, which might suggest a more direct style of play or less overall control, but this did not hinder their ability to make decisive plays.",11.67
20,5,"Finally, with ball possession at 41%, below the typical share, the A team showed that even without dominating the ball, they could make their moments count—often, Man of the Match honors go to players who shine in games where their team overcomes such odds.",11.03
21,1,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was strongly influenced by the team’s impressive goal-scoring performance, as they netted 2 goals—well above the typical match average.",21.23
21,2,"Their high number of corner kicks, totaling 7, also played a significant role, suggesting that the team maintained consistent attacking pressure and created numerous scoring opportunities.",13.24
21,3,"Although the team had 7 off-target attempts, which is slightly higher than average, this likely reflects an aggressive offensive approach that kept the opposition under constant threat.",11.52
21,4,"The A team also completed 492 passes, surpassing the usual number, which points to effective teamwork and control in midfield, even if passing alone was not the most decisive factor.",12.16
21,5,"Finally, their commanding 59% ball possession indicates they dominated play, and while possession by itself doesn’t guarantee individual accolades, it often allows standout players to shine—helping explain why the model favored the A team for this honor.",11.82
22,1,"The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score goals—netting 2 in this match, which is higher than the typical average and often draws attention to standout individual performances.",22.53
22,2,"Interestingly, the relatively low number of corner kicks taken by the A team worked against this prediction, as teams that dominate set-piece opportunities often control the game and create more chances for their players to shine.",14.35
22,3,"The number of off-target attempts, while not exceptionally high or low, suggested that the team was active in attack, keeping the opposition under pressure and increasing the likelihood of a memorable individual display.",12.22
22,4,"However, the A team completed far fewer passes than average, and their ball possession was also notably low, which might usually indicate a lack of control or influence in the match.",11.7
22,5,"Despite these shortcomings, the decisive impact of scoring more goals likely outweighed the negatives, as goals are often the most visible and celebrated contributions in football, making it more probable for one of the A team’s players to be recognized as Man of the Match.",9.78
23,1,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was strongly influenced by the team’s impressive goal-scoring performance, as they netted 2 goals—higher than the typical match average.",21.63
23,2,"This attacking success was further supported by the high number of corner kicks, with the team earning 8 corners, suggesting sustained offensive pressure and frequent threats near the opponent’s goal.",15.86
23,3,"Although the team had 7 off-target attempts, which is slightly above average, this may reflect an aggressive attacking style that, while not always precise, kept the opposition under constant pressure and created memorable moments for individual players.",13.25
23,4,"The total number of passes completed by the team was slightly below the average, but this did not seem to detract from their overall impact, perhaps indicating a more direct style of play that prioritized quick attacks over possession.",10.08
23,5,"Finally, their ball possession percentage was just under the average, but given their effectiveness in converting opportunities, it appears that the team made the most of their time on the ball, helping a standout player shine and ultimately secure the Man of the Match award.",9.11
24,1,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was strongly influenced by their impressive performance on the field.",26.32
24,2,"Scoring 2 goals, which is higher than the typical average, likely caught the attention of both fans and analysts, as goals are often the most celebrated moments in a match and can directly lead to individual recognition.",14.32
24,3,"The team also earned 8 corner kicks, nearly doubling the usual number, suggesting they maintained significant attacking pressure and created many opportunities—traits often associated with standout performances.",13.89
24,4,"Although they had 4 off-target attempts, which is slightly below average, this may indicate that their attacks were more precise or that they capitalized on their best chances, further highlighting individual brilliance.",12.86
24,5,"Additionally, with a remarkable 699 passes and 71% ball possession, far exceeding the norm, the A team demonstrated dominance and control throughout the match, making it more likely for one of their players to shine and be recognized as Man of the Match.",10.34
25,1,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was most strongly influenced by the team’s impressive goal-scoring performance, as they netted 2 goals—higher than the typical match average.",22.45
25,2,"Interestingly, while the number of corners taken by the A team was lower than average, this did not outweigh the positive impact of their goal tally, suggesting that converting chances into goals mattered more than simply creating set-piece opportunities.",11.22
25,3,"The team also had a high number of off-target attempts, which, although not all resulted in goals, indicated an aggressive attacking approach that likely kept the opposition under pressure and showcased individual flair—qualities often recognized in Man of the Match selections.",10.45
25,4,"Their passing game was notably strong, with 524 passes completed, well above the average, hinting at a dominant and cohesive team performance that can help individual players stand out.",10.65
25,5,"Finally, the A team’s commanding 58% ball possession further reinforced their control over the match, making it more likely for one of their players to shine and be awarded Man of the Match.",8.77
26,1,The model predicted that the A team would have a player receive the Man of the Match award.,37.18
26,2,"This decision was most strongly influenced by the number of goals scored, as scoring is often the most direct path to individual recognition—even though the team scored just one goal, which is slightly below the tournament average, it may have been a decisive or spectacular goal.",17.29
26,3,"The next most influential factor was the remarkably high number of corner kicks earned by the A team, with 10 corners—more than double the average—suggesting sustained attacking pressure and opportunities to shine.",13.1
26,4,"The team also had a high number of off-target attempts, indicating an aggressive offensive approach that, while not always accurate, kept the opposition under constant threat and may have highlighted individual attacking efforts.",11.4
26,5,"Finally, the A team’s dominance in both total passes and ball possession—far above typical match averages—suggests they controlled the flow of the game, allowing their players more chances to stand out and impress, which often sways Man of the Match decisions in their favor.",9.44
27,1,The model predicted that the A team was not likely to have a player receive the Man of the Match award in this football match.,27.63
27,2,"The most influential factor was the low number of off-target attempts—just 2, which is well below what is typically seen, suggesting the team may not have been very aggressive or threatening in attack.",19.99
27,3,"Similarly, the team only earned 2 corner kicks, another sign that they struggled to put sustained pressure on their opponents’ defense.",13.86
27,4,"While scoring 2 goals is a positive sign and actually above the average, it seems this was not enough to outweigh the lack of overall attacking activity and opportunities created.",13.13
27,5,"Additionally, the team completed far fewer passes and had less ball possession than average, indicating they may have been outplayed in terms of control and buildup, which likely contributed to the model’s decision that no standout individual performance would be recognized with the award.",10.92
28,1,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was most strongly influenced by the team’s impressive goal-scoring performance, as they netted 2 goals—well above the tournament average.",20.19
28,2,"This attacking success likely put their players in the spotlight, since scoring is often a decisive factor in individual recognition.",18.57
28,3,"The team also earned 6 corner kicks, showing they maintained offensive pressure and created multiple opportunities, which can further highlight standout performances.",16.65
28,4,"Although their number of off-target attempts was slightly below average, it suggests that their attacks were more efficient, possibly making their goals even more memorable.",14.98
28,5,"Interestingly, despite having fewer passes and less ball possession than average, the team’s ability to make the most of their chances likely made their players’ contributions stand out, reinforcing the model’s prediction.",11.3
29,1,The model predicted that the A team would have a player receive the Man of the Match award.,37.18
29,2,"This outcome was most strongly influenced by the fact that the team scored a goal, which is often a decisive factor in individual recognition, even though their tally was slightly below the tournament average.",20.19
29,3,"Interestingly, the relatively low number of corner kicks worked against the prediction, perhaps suggesting that the team was less dominant in creating set-piece opportunities, which can sometimes lead to standout moments.",15.38
29,4,"The number of off-target attempts was slightly above average, indicating that the team was active in attack, and this offensive intent may have helped a player stand out despite not all shots being on target.",13.07
29,5,"Although the team completed more passes than average and had nearly average ball possession, these factors played a smaller role, hinting that individual brilliance—often reflected in goals and attacking efforts—mattered more than overall team control in this prediction.",12.33
