text_id_shuff,num_sentences_shuff,last_sentence_shuff,ppl_shuff
6,2,The duration of the loan (9 months) increases the likelihood of being classified as a 'good' credit risk.,15.67
6,3,"Overall, the loan duration has the most significant positive impact on the prediction.",14.06
6,4,The model predicts the applicant's credit risk by considering several factors.,13.37
7,1,Renting their housing had a small negative effect.,249.31
7,2,"The applicant's age of 20 had the largest negative impact on the prediction, making it less likely they would be classified as a good credit risk.",27.35
7,3,"Applying for a loan with the purpose of radio/TV contributed positively, slightly increasing the likelihood of being seen as a good credit risk.",20.46
7,4,"The loan duration of 12 months and the requested credit amount of 585 both contributed positively, but only to a minor extent.",16.67
7,5,The model considered several factors in making its prediction.,16.31
7,6,"Overall, the applicant's young age and renting status weighed against them, while the loan purpose, duration, and amount provided small positive influences.",12.75
8,1,"The applicant's young age (24 years old) and having only a moderate checking account status also contribute negatively, though to a lesser extent.",50.17
8,2,"The model predicts this applicant as a 'bad' credit risk mainly because they are applying for a relatively long loan duration (72 months), which has the largest negative impact on the prediction.",21.86
8,3,"On the other hand, the purpose of the loan (for radio/TV) and owning their housing provide small positive contributions, but these are not enough to outweigh the negative factors.",16.33
9,1,Requesting a credit amount of 1597 also contributes positively to the prediction.,184.1
9,2,The applicant's age of 54 increases the likelihood of being classified as a good credit risk.,40.78
9,3,Having 'free' housing slightly decreases this likelihood.,45.53
9,4,"However, applying for a loan with the purpose of 'education' slightly reduces the chance of being seen as a good credit risk.",20.04
9,5,The model predicts the applicant's credit risk by considering several factors.,18.78
9,6,"Lastly, having 'little' in the checking account provides a small positive contribution to the prediction.",17.82
10,1,"The applicant's age (24) had a small negative effect, slightly decreasing the likelihood of being classified as a good credit risk.",24.47
10,2,"The amount of credit requested (3190) had the largest positive influence on the prediction, making it more likely the applicant is considered a good credit risk.",11.1
10,3,The purpose of the loan being for radio/TV also contributed positively.,11.97
10,4,"Owning their housing had a modest positive impact, while the loan duration of 18 months contributed a small positive effect as well.",11.23
10,5,The model predicts the applicant's credit risk based on several factors.,11.11
11,1,"However, the loan's duration of 30 months and the applicant being female slightly decrease the likelihood of being considered a good credit risk.",40.31
11,2,The fact that the loan is for radio/TV purposes and that the applicant requested a credit amount of 2831 both contribute positively to being classified as a good credit risk.,23.47
11,3,"Additionally, owning housing has a small positive effect on the prediction.",22.06
11,4,The model predicts the applicant's credit risk based on several factors.,19.12
12,1,"On the other hand, applying for a car loan and requesting a credit amount of 731 slightly decrease the chances of being classified as a good credit risk.",32.08
12,2,The applicant's age of 47 also contributes positively to the prediction.,26.86
12,3,"Finally, owning their housing has a small positive effect on the prediction.",22.48
12,4,"The model predicts this applicant as a 'good' credit risk mainly because the loan duration is 8 months, which strongly increases the likelihood of a good outcome.",17.44
13,1,The purpose of the loan being for education had a small negative impact on the prediction.,57.86
13,2,"Additionally, the loan duration, owning their housing, and being male also contributed positively, though to a lesser extent.",35.7
13,3,"Overall, the positive factors outweighed the negative, leading to a favorable assessment.",23.14
13,4,"The model predicts this applicant as a 'good' credit risk mainly because they requested a moderate credit amount, which contributed positively to the prediction.",19.89
14,1,"The purpose of the loan being for radio/TV, the applicant's age (34), the requested credit amount (3965), and owning their housing each contributed slightly to increasing the likelihood of being considered a good credit risk.",45.34
14,2,"The model's prediction was most strongly influenced by the duration of the loan, with a longer loan duration (42 months) decreasing the likelihood of being classified as a good credit risk.",17.58
14,3,"Overall, the longer loan duration had the largest negative impact on the prediction.",16.0
15,1,The purpose of the loan being for radio/TV and the applicant owning their housing also contributed slightly towards a 'bad' credit risk classification.,110.1
15,2,"The model's prediction was most strongly influenced by the applicant requesting a relatively high credit amount, which increased the likelihood of being classified as a 'bad' credit risk.",25.12
15,3,"However, having a moderate checking account status and being 29 years old both slightly decreased the likelihood of being classified as a 'bad' credit risk.",15.72
16,1,"Having a moderate checking account status slightly reduced the score, while owning their housing contributed positively.",283.48
16,2,The applicant's age of 23 slightly decreased their credit risk score.,87.87
16,3,"Taking a loan for the purpose of radio/TV purchases increased the score, as did the loan duration of 13 months.",38.92
16,4,"Overall, these features combined to influence the model's assessment of the applicant's credit risk.",27.3
16,5,The model considered several factors in making its prediction.,23.7
17,1,"Additionally, owning their housing further supports this positive assessment.",671.43
17,2,The amount of credit requested (1393) and the loan duration (12 months) also add to the likelihood of being considered a good risk.,49.81
17,3,"However, the purpose of the loan being for education slightly decreases the probability of being classified as a good credit risk.",22.8
17,4,"The model predicts this applicant as a 'good' credit risk mainly because of their age (47 years old), which contributes positively to the prediction.",17.96
18,1,Being male has a small positive influence.,162.68
18,2,The applicant's age of 35 contributes positively to being classified as a good credit risk.,39.4
18,3,"Owning their housing and having a moderate amount in saving accounts also support a good credit risk classification, though to a lesser extent.",26.27
18,4,"However, applying for a loan with the purpose of buying a car slightly decreases the likelihood of being considered a good credit risk.",14.39
18,5,The model predicts the applicant's credit risk by considering several factors.,13.98
19,1,The applicant's age of 41 also contributed positively to the prediction.,86.34
19,2,"The model's prediction was most strongly influenced by the duration of the loan, with a loan term of 9 months increasing the likelihood of being classified as a good credit risk.",16.02
19,3,"On the other hand, applying for a loan for education, requesting a credit amount of 1244, and being female each slightly decreased the likelihood of being classified as a good credit risk, but their effects were smaller compared to the positive contributions from loan duration and age.",9.81
20,1,"However, the loan duration of 24 months had a small negative impact on the prediction.",39.14
20,2,"The applicant's age of 24 and their housing status as 'rent' both contributed negatively to the credit risk assessment, making them more likely to be classified as a 'bad' credit risk.",15.31
20,3,"The requested credit amount of 3021 and the applicant's gender (male) contributed positively, slightly improving their credit risk profile.",13.23
20,4,"Overall, the negative contributions from age and housing status outweighed the positive effects of credit amount and gender.",9.77
20,5,The model's prediction was influenced by several factors.,9.65
21,1,The applicant's young age also contributed to a higher risk classification.,98.12
21,2,"The model's prediction was most strongly influenced by the amount of credit requested, which increased the likelihood of being classified as a 'bad' credit risk.",18.43
21,3,"Additionally, renting rather than owning a home, the loan's duration, and the applicant's gender (female) each had smaller negative impacts on the prediction, making the applicant more likely to be considered a 'bad' credit risk.",9.75
22,1,Having 'free' housing status reduced the likelihood of a good credit classification.,244.97
22,2,The applicant's loan duration of 48 months decreased the likelihood of being classified as a good credit risk.,37.12
22,3,The applicant's age of 35 years slightly increased their chances of being seen as a good credit risk.,16.96
22,4,"Requesting a credit amount of 8,858 also contributed negatively to the prediction.",18.61
22,5,The model's prediction was influenced by several factors.,17.84
22,6,"Lastly, applying for a loan with the purpose of buying a car had a small negative impact on the assessment.",14.97
23,1,"Being male contributed positively, albeit modestly, to the prediction.",79.76
23,2,"The applicant requested a credit amount of 701, which decreased their likelihood of being classified as a good credit risk.",57.97
23,3,Applying for a loan with the purpose of education also slightly reduced their chances.,41.98
23,4,"Having little in their saving accounts slightly decreased their likelihood of being seen as a good credit risk, while owning their housing provided a small positive contribution.",26.64
23,5,The model's prediction was influenced by several factors.,25.3
24,1,Owning a home had a small positive effect on the risk assessment.,46.4
24,2,"The applicant's age also contributed to the prediction, with being 38 years old slightly increasing the risk.",24.63
24,3,"On the other hand, applying for a car loan and being highly skilled in their job both slightly decreased the likelihood of being considered a 'bad' credit risk.",15.26
24,4,"The model's prediction was most strongly influenced by the amount of credit requested, with a higher requested amount increasing the likelihood of being classified as a 'bad' credit risk.",9.29
25,1,The fact that the applicant's housing status is 'free' and the requested credit amount of 1190 both slightly decreased the likelihood of a good credit risk classification.,76.17
25,2,"The model's prediction was most positively influenced by the applicant's age of 55, which increased the likelihood of being classified as a good credit risk.",20.87
25,3,"The purpose of the loan being 'repairs' had a small positive effect, while the loan duration of 18 months had a minor negative impact on the prediction.",13.76
26,1,"The applicant's age of 33 years also contributed positively, as did their housing status of owning their home.",44.24
26,2,"The model's prediction was most influenced by the purpose of the loan, with loans for radio/TV purchases contributing positively to the applicant being classified as a good credit risk.",21.06
26,3,"Additionally, being male and the loan duration of 18 months both had smaller positive impacts on the prediction.",17.99
27,1,Being female and being 26 years old both slightly decreased the likelihood of a 'good' credit risk classification.,52.55
27,2,"The model's prediction was most strongly influenced by the amount of credit requested, which increased the likelihood of being classified as a 'good' credit risk.",12.22
27,3,Owning a home and having a 'rich' checking account status both contributed modestly to increasing the likelihood of being considered a 'good' credit risk.,10.1
28,1,Owning a home further supports a good credit risk classification.,80.44
28,2,The fact that the loan is for radio/TV purposes increases the likelihood of being classified as a good credit risk.,29.38
28,3,Requesting a credit amount of 1453 also contributes positively to the prediction.,30.1
28,4,"However, being female slightly decreases the likelihood of being seen as a good credit risk.",18.52
28,5,The model predicts the applicant's credit risk by considering several factors.,17.4
28,6,Having little in the checking account provides a small positive contribution to the prediction.,18.05
29,1,"The purpose of the loan, specifically for radio/TV, also contributed to the prediction.",99.58
29,2,"The model's prediction was most influenced by the amount of credit requested, with a higher amount (1823) increasing the likelihood of the predicted outcome.",31.39
29,3,"Additionally, the applicant's checking account status being 'little', their housing status as 'own', and their gender being male each played a smaller but notable role in shaping the model's decision.",22.5
