text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
13,3,Recidivated (Indicator if the individual has recidivated before) is the second most important feature and has a positive influence on the prediction.,5.92
13,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a positive influence on the prediction.,4.51
13,5,"For this instance, the model predicted to recidivate.",4.97
14,1,Age (Age of the individual) is the 4th most important feature and has a positive influence on the prediction.,20.18
14,2,Number_of_prior_crimes (Number of prior crimes committed) is the third most important feature and has a positive influence on the prediction.,8.42
14,3,Recidivated (Indicator if the individual has recidivated before) is the second most important feature and has a negative influence on the prediction.,5.83
14,4,Months_in_jail (Number of months spent in jail) is the most important feature and has a negative influence on the prediction.,4.47
14,5,"For this instance, the model predicted not to recidivate.",4.88
15,1,Months_in_jail (Number of months spent in jail) is the 4th most important feature and has a positive influence on the prediction.,25.46
15,2,Black (Indicator if the individual is recorded as Black) is the third most important feature and has a negative influence on the prediction.,11.59
15,3,Recidivated (Indicator if the individual has recidivated before) is the second most important feature and has a positive influence on the prediction.,6.55
15,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a positive influence on the prediction.,4.95
15,5,"For this instance, the model predicted to recidivate.",5.42
16,1,Black (Indicator if the individual is recorded as Black) is the 4th most important feature and has a negative influence on the prediction.,47.93
16,2,Recidivated (Indicator if the individual has recidivated before) is the third most important feature and has a positive influence on the prediction.,13.47
16,3,Age (Age of the individual) is the second most important feature and has a positive influence on the prediction.,7.21
16,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a negative influence on the prediction.,5.59
16,5,"For this instance, the model predicted not to recidivate.",5.93
17,1,Recidivated (Indicator if the individual has recidivated before) is the 4th most important feature and has a negative influence on the prediction.,40.45
17,2,Black (Indicator if the individual is recorded as Black) is the third most important feature and has a positive influence on the prediction.,12.48
17,3,Age (Age of the individual) is the second most important feature and has a positive influence on the prediction.,6.88
17,4,Months_in_jail (Number of months spent in jail) is the most important feature and has a negative influence on the prediction.,5.43
17,5,"For this instance, the model predicted to recidivate.",5.95
18,1,Black (Indicator if the individual is recorded as Black) is the 4th most important feature and has a negative influence on the prediction.,47.93
18,2,Recidivated (Indicator if the individual has recidivated before) is the third most important feature and has a negative influence on the prediction.,13.52
18,3,Age (Age of the individual) is the second most important feature and has a negative influence on the prediction.,7.24
18,4,Months_in_jail (Number of months spent in jail) is the most important feature and has a negative influence on the prediction.,5.5
18,5,"For this instance, the model predicted not to recidivate.",5.84
19,1,Black (Indicator if the individual is recorded as Black) is the 4th most important feature and has a positive influence on the prediction.,46.62
19,2,Recidivated (Indicator if the individual has recidivated before) is the third most important feature and has a positive influence on the prediction.,13.41
19,3,Number_of_prior_crimes (Number of prior crimes committed) is the second most important feature and has a positive influence on the prediction.,7.7
19,4,Age (Age of the individual) is the most important feature and has a positive influence on the prediction.,5.46
19,5,"For this instance, the model predicted to recidivate.",5.94
20,1,Black (Indicator if the individual is recorded as Black) is the 4th most important feature and has a negative influence on the prediction.,47.93
20,2,Recidivated (Indicator if the individual has recidivated before) is the third most important feature and has a positive influence on the prediction.,13.47
20,3,Number_of_prior_crimes (Number of prior crimes committed) is the second most important feature and has a positive influence on the prediction.,7.81
20,4,Age (Age of the individual) is the most important feature and has a positive influence on the prediction.,5.48
20,5,"For this instance, the model predicted to recidivate.",5.94
21,1,Recidivated (Indicator if the individual has recidivated before) is the 4th most important feature and has a positive influence on the prediction.,38.73
21,2,Black (Indicator if the individual is recorded as Black) is the third most important feature and has a negative influence on the prediction.,12.13
21,3,Age (Age of the individual) is the second most important feature and has a positive influence on the prediction.,6.73
21,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a negative influence on the prediction.,5.41
21,5,"For this instance, the model predicted not to recidivate.",5.87
22,1,Black (Indicator if the individual is recorded as Black) is the 4th most important feature and has a negative influence on the prediction.,47.93
22,2,Recidivated (Indicator if the individual has recidivated before) is the third most important feature and has a negative influence on the prediction.,13.52
22,3,Age (Age of the individual) is the second most important feature and has a negative influence on the prediction.,7.24
22,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a positive influence on the prediction.,5.57
22,5,"For this instance, the model predicted not to recidivate.",5.91
23,1,Black (Indicator if the individual is recorded as Black) is the 4th most important feature and has a positive influence on the prediction.,46.62
23,2,Recidivated (Indicator if the individual has recidivated before) is the third most important feature and has a negative influence on the prediction.,13.46
23,3,Number_of_prior_crimes (Number of prior crimes committed) is the second most important feature and has a positive influence on the prediction.,7.77
23,4,Age (Age of the individual) is the most important feature and has a negative influence on the prediction.,5.51
23,5,"For this instance, the model predicted not to recidivate.",5.9
24,1,Months_in_jail (Number of months spent in jail) is the 4th most important feature and has a positive influence on the prediction.,25.46
24,2,Recidivated (Indicator if the individual has recidivated before) is the third most important feature and has a positive influence on the prediction.,11.13
24,3,Black (Indicator if the individual is recorded as Black) is the second most important feature and has a positive influence on the prediction.,6.67
24,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a positive influence on the prediction.,5.04
24,5,"For this instance, the model predicted to recidivate.",5.55
25,1,Number_of_prior_crimes (Number of prior crimes committed) is the 4th most important feature and has a negative influence on the prediction.,23.57
25,2,Recidivated (Indicator if the individual has recidivated before) is the third most important feature and has a negative influence on the prediction.,11.34
25,3,Black (Indicator if the individual is recorded as Black) is the second most important feature and has a positive influence on the prediction.,6.81
25,4,Age (Age of the individual) is the most important feature and has a negative influence on the prediction.,4.98
25,5,"For this instance, the model predicted not to recidivate.",5.39
26,1,Black (Indicator if the individual is recorded as Black) is the 4th most important feature and has a positive influence on the prediction.,46.62
26,2,Age (Age of the individual) is the third most important feature and has a negative influence on the prediction.,12.43
26,3,Recidivated (Indicator if the individual has recidivated before) is the second most important feature and has a positive influence on the prediction.,6.91
26,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a positive influence on the prediction.,5.38
26,5,"For this instance, the model predicted to recidivate.",5.83
27,1,Months_in_jail (Number of months spent in jail) is the 4th most important feature and has a negative influence on the prediction.,26.89
27,2,Black (Indicator if the individual is recorded as Black) is the third most important feature and has a positive influence on the prediction.,11.9
27,3,Recidivated (Indicator if the individual has recidivated before) is the second most important feature and has a negative influence on the prediction.,6.73
27,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a positive influence on the prediction.,5.07
27,5,"For this instance, the model predicted not to recidivate.",5.45
28,1,Age (Age of the individual) is the 4th most important feature and has a negative influence on the prediction.,21.04
28,2,Recidivated (Indicator if the individual has recidivated before) is the third most important feature and has a negative influence on the prediction.,9.66
28,3,Black (Indicator if the individual is recorded as Black) is the second most important feature and has a positive influence on the prediction.,6.02
28,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a negative influence on the prediction.,4.91
28,5,"For this instance, the model predicted not to recidivate.",5.28
29,1,Months_in_jail (Number of months spent in jail) is the 4th most important feature and has a positive influence on the prediction.,25.46
29,2,Black (Indicator if the individual is recorded as Black) is the third most important feature and has a negative influence on the prediction.,11.59
29,3,Recidivated (Indicator if the individual has recidivated before) is the second most important feature and has a negative influence on the prediction.,6.59
29,4,Number_of_prior_crimes (Number of prior crimes committed) is the most important feature and has a negative influence on the prediction.,5.01
29,5,"For this instance, the model predicted not to recidivate.",5.4
