text_id,num_sentences,last_sentence,ppl
13,2,Glucose (Plasma glucose concentration) is the most important feature and has a negative influence on the prediction.,27.07
13,3,Age (Age of the patient) is the second most important feature and has a positive influence on the prediction.,9.36
13,4,Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction.,5.59
13,5,Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction.,4.26
14,1,"For this instance, the model predicted to have diabetes.",127.77
14,2,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,23.8
14,3,Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction.,8.07
14,4,Diabetespedigreefunction (Diabetes pedigree function) is the third most important feature and has a negative influence on the prediction.,5.29
14,5,Bmi (Body Mass Index (kg/m^2)) is the 4th most important feature and has a positive influence on the prediction.,4.25
15,1,"For this instance, the model predicted not to have diabetes.",84.14
15,2,Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction.,19.24
15,3,Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction.,8.78
15,4,Age (Age of the patient) is the third most important feature and has a negative influence on the prediction.,5.55
15,5,Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction.,4.18
16,1,"For this instance, the model predicted not to have diabetes.",84.14
16,2,Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction.,19.24
16,3,Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction.,8.78
16,4,Age (Age of the patient) is the third most important feature and has a negative influence on the prediction.,5.55
16,5,Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction.,4.26
17,1,"For this instance, the model predicted to have diabetes.",127.77
17,2,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,23.8
17,3,Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction.,8.21
17,4,Glucose (Plasma glucose concentration) is the third most important feature and has a negative influence on the prediction.,5.16
17,5,Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction.,4.07
18,1,"For this instance, the model predicted to have diabetes.",127.77
18,2,Glucose (Plasma glucose concentration) is the most important feature and has a positive influence on the prediction.,25.71
18,3,Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction.,9.01
18,4,Age (Age of the patient) is the third most important feature and has a negative influence on the prediction.,5.51
18,5,Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction.,4.18
19,1,"For this instance, the model predicted not to have diabetes.",84.14
19,2,Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction.,19.24
19,3,Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction.,8.78
19,4,Age (Age of the patient) is the third most important feature and has a positive influence on the prediction.,5.53
19,5,Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a positive influence on the prediction.,4.19
20,1,"For this instance, the model predicted not to have diabetes.",84.14
20,2,Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction.,19.24
20,3,Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction.,8.78
20,4,Age (Age of the patient) is the third most important feature and has a negative influence on the prediction.,5.55
20,5,Pregnancies (Number of pregnancies) is the 4th most important feature and has a negative influence on the prediction.,4.27
21,1,"For this instance, the model predicted not to have diabetes.",84.14
21,2,Glucose (Plasma glucose concentration) is the most important feature and has a negative influence on the prediction.,23.72
21,3,Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction.,8.75
21,4,Age (Age of the patient) is the third most important feature and has a negative influence on the prediction.,5.54
21,5,Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction.,4.22
22,1,"For this instance, the model predicted to have diabetes.",127.77
22,2,Glucose (Plasma glucose concentration) is the most important feature and has a positive influence on the prediction.,25.71
22,3,Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction.,9.01
22,4,Age (Age of the patient) is the third most important feature and has a positive influence on the prediction.,5.48
22,5,Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a positive influence on the prediction.,4.11
23,1,"For this instance, the model predicted not to have diabetes.",84.14
23,2,Glucose (Plasma glucose concentration) is the most important feature and has a negative influence on the prediction.,23.72
23,3,Age (Age of the patient) is the second most important feature and has a positive influence on the prediction.,8.84
23,4,Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction.,5.39
23,5,Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction.,4.18
24,1,"For this instance, the model predicted not to have diabetes.",84.14
24,2,Glucose (Plasma glucose concentration) is the most important feature and has a negative influence on the prediction.,23.72
24,3,Age (Age of the patient) is the second most important feature and has a negative influence on the prediction.,9.01
24,4,Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a negative influence on the prediction.,5.41
24,5,Skinthickness (Triceps skin fold thickness (mm)) is the 4th most important feature and has a negative influence on the prediction.,4.03
25,1,"For this instance, the model predicted not to have diabetes.",84.14
25,2,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,21.42
25,3,Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction.,8.01
25,4,Diabetespedigreefunction (Diabetes pedigree function) is the third most important feature and has a negative influence on the prediction.,5.02
25,5,Bmi (Body Mass Index (kg/m^2)) is the 4th most important feature and has a positive influence on the prediction.,4.07
26,1,"For this instance, the model predicted not to have diabetes.",84.14
26,2,Glucose (Plasma glucose concentration) is the most important feature and has a negative influence on the prediction.,23.72
26,3,Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a negative influence on the prediction.,8.86
26,4,Age (Age of the patient) is the third most important feature and has a negative influence on the prediction.,5.51
26,5,Pregnancies (Number of pregnancies) is the 4th most important feature and has a negative influence on the prediction.,4.28
27,1,"For this instance, the model predicted to have diabetes.",127.77
27,2,Glucose (Plasma glucose concentration) is the most important feature and has a positive influence on the prediction.,25.71
27,3,Age (Age of the patient) is the second most important feature and has a positive influence on the prediction.,9.05
27,4,Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction.,5.41
27,5,Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a positive influence on the prediction.,4.05
28,1,"For this instance, the model predicted not to have diabetes.",84.14
28,2,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,21.42
28,3,Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction.,8.01
28,4,Pregnancies (Number of pregnancies) is the third most important feature and has a negative influence on the prediction.,4.94
28,5,Bmi (Body Mass Index (kg/m^2)) is the 4th most important feature and has a positive influence on the prediction.,3.99
29,1,"For this instance, the model predicted to have diabetes.",127.77
29,2,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,23.8
29,3,Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction.,8.21
29,4,Diabetespedigreefunction (Diabetes pedigree function) is the third most important feature and has a positive influence on the prediction.,5.01
29,5,Glucose (Plasma glucose concentration) is the 4th most important feature and has a negative influence on the prediction.,3.98
