id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
10,"For this instance, the model predicted to have diabetes. Age (Age of the patient) is the most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction. Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction.","Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Age (Age of the patient) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.","Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction. Age (Age of the patient) is the most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.",5,3.94,4.89,4.64,0.95,0.7,1.24,1.18,5.07,0.66,3.79,5.7,-26.6326,33.74,47.55,127.77,3.94,-3.8845,8.75,6.96,22.44,4.89,-3.4017,8.11,5.87,19.48,4.64
11,"For this instance, the model predicted to have diabetes. Glucose (Plasma glucose concentration) is the most important feature and has a positive influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the second most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction. Insulin (2-Hour serum insulin (mu U/ml)) is the 4th most important feature and has a positive influence on the prediction.","Insulin (2-Hour serum insulin (mu U/ml)) is the 4th most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the second most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.","Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the most important feature and has a positive influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the second most important feature and has a negative influence on the prediction. Insulin (2-Hour serum insulin (mu U/ml)) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.",5,4.68,6.2,4.46,1.52,-0.22,1.32,0.95,6.3,0.63,5.44,7.07,-26.5374,35.08,46.93,127.77,4.68,-7.2699,13.7,13.21,39.88,6.2,-3.4416,8.08,5.89,19.48,4.46
12,"For this instance, the model predicted to have diabetes. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a positive influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the second most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the third most important feature and has a negative influence on the prediction. Age (Age of the patient) is the 4th most important feature and has a positive influence on the prediction.","Age (Age of the patient) is the 4th most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the third most important feature and has a negative influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the second most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.","Glucose (Plasma glucose concentration) is the third most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a positive influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the second most important feature and has a positive influence on the prediction. Age (Age of the patient) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.",5,4.73,4.72,5.9,-0.01,1.17,1.0,1.25,6.06,0.95,4.32,6.99,-26.1198,34.07,47.21,127.77,4.73,-3.6326,8.51,6.31,20.81,4.72,-10.1887,16.66,18.38,53.02,5.9
13,"For this instance, the model predicted to have diabetes. Glucose (Plasma glucose concentration) is the most important feature and has a negative influence on the prediction. Age (Age of the patient) is the second most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction. Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction.","Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction. Age (Age of the patient) is the second most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted to have diabetes.","Bmi (Body Mass Index (kg/m^2)) is the third most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the most important feature and has a negative influence on the prediction. Age (Age of the patient) is the second most important feature and has a positive influence on the prediction. Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.",5,4.26,4.95,4.62,0.69,0.36,1.16,1.08,5.44,0.64,4.44,6.16,-26.8488,34.81,47.19,127.77,4.26,-3.8713,8.74,6.96,22.44,4.95,-3.42,8.13,5.88,19.48,4.62
14,"For this instance, the model predicted to have diabetes. Age (Age of the patient) is the most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the third most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the 4th most important feature and has a positive influence on the prediction.","Bmi (Body Mass Index (kg/m^2)) is the 4th most important feature and has a positive influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the third most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Age (Age of the patient) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.","Diabetespedigreefunction (Diabetes pedigree function) is the third most important feature and has a negative influence on the prediction. Age (Age of the patient) is the most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.",5,4.25,4.99,6.34,0.74,2.09,1.17,1.49,5.53,0.88,4.06,6.58,-26.5543,33.83,47.49,127.77,4.25,-2.7456,8.02,4.45,16.22,4.99,-9.2604,16.55,15.87,47.41,6.34
15,"For this instance, the model predicted not to have diabetes. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction.","Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction. Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted not to have diabetes.","Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted not to have diabetes.",5,4.18,5.98,4.97,1.8,0.79,1.43,1.19,5.37,0.78,3.88,6.17,-17.3599,24.38,30.34,84.14,4.18,-7.7288,14.62,13.13,40.06,5.98,-5.6456,10.88,10.02,30.6,4.97
16,"For this instance, the model predicted not to have diabetes. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction.","Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction. Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted not to have diabetes.","Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Pregnancies (Number of pregnancies) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted not to have diabetes.",5,4.26,4.99,4.89,0.73,0.63,1.17,1.15,5.34,0.78,3.86,6.12,-17.3439,24.39,30.33,84.14,4.26,-3.973,9.15,6.85,22.44,4.99,-5.6745,10.84,10.05,30.6,4.89
17,"For this instance, the model predicted to have diabetes. Age (Age of the patient) is the most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the third most important feature and has a negative influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction.","Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the third most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction. Age (Age of the patient) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.","Glucose (Plasma glucose concentration) is the third most important feature and has a negative influence on the prediction. Age (Age of the patient) is the most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted to have diabetes.",5,4.07,6.13,5.72,2.05,1.65,1.5,1.4,5.14,0.73,3.75,5.77,-26.6021,33.8,47.51,127.77,4.07,-7.6469,14.54,13.11,40.06,6.13,-10.2802,16.57,18.45,53.02,5.72
18,"For this instance, the model predicted to have diabetes. Glucose (Plasma glucose concentration) is the most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction. Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction.","Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction. Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to have diabetes.","Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the second most important feature and has a positive influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted to have diabetes.",5,4.18,6.05,4.95,1.87,0.77,1.45,1.18,5.59,0.54,4.66,6.34,-26.7372,34.43,47.3,127.77,4.18,-7.7198,14.64,13.12,40.06,6.05,-5.68,10.9,10.03,30.6,4.95
19,"For this instance, the model predicted not to have diabetes. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Age (Age of the patient) is the third most important feature and has a positive influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a positive influence on the prediction.","Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a positive influence on the prediction. Age (Age of the patient) is the third most important feature and has a positive influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted not to have diabetes.","Age (Age of the patient) is the third most important feature and has a positive influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Diabetespedigreefunction (Diabetes pedigree function) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted not to have diabetes.",5,4.19,5.91,4.93,1.72,0.74,1.41,1.18,5.37,0.78,3.89,6.19,-17.3605,24.38,30.34,84.14,4.19,-7.2041,13.92,12.26,37.68,5.91,-5.5527,10.72,9.89,30.2,4.93
20,"For this instance, the model predicted not to have diabetes. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Pregnancies (Number of pregnancies) is the 4th most important feature and has a negative influence on the prediction.","Pregnancies (Number of pregnancies) is the 4th most important feature and has a negative influence on the prediction. Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted not to have diabetes.","Age (Age of the patient) is the third most important feature and has a negative influence on the prediction. Bmi (Body Mass Index (kg/m^2)) is the most important feature and has a negative influence on the prediction. Glucose (Plasma glucose concentration) is the second most important feature and has a negative influence on the prediction. Pregnancies (Number of pregnancies) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted not to have diabetes.",5,4.27,4.88,4.89,0.62,0.63,1.14,1.15,5.35,0.79,3.84,6.15,-17.343,24.4,30.33,84.14,4.27,-4.3296,9.44,7.5,24.06,4.88,-5.6747,10.84,10.05,30.6,4.89
