id,text,ppl
13,"For the instance 55, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.02
14,"For the instance 69, the model predicted not to get a man of the match award: Off-target (Number of off-target attempts) is the most important feature and has a negative influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction, Goal scored (Number of goals scored) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.13
15,"For the instance 45, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.1
16,"For the instance 26, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.06
17,"For the instance 18, the model predicted not to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction, Passes (Total number of passes) is the second most important feature and has a positive influence on the prediction, Ball possession % (Percentage of ball possession) is the third most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the 4th most important feature and has a positive influence on the prediction, Off-target (Number of off-target attempts) is the 5th most important feature and has a positive influence on the prediction.",4.95
18,"For the instance 64, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.09
19,"For the instance 81, the model predicted not to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction, Passes (Total number of passes) is the second most important feature and has a positive influence on the prediction, Ball possession % (Percentage of ball possession) is the third most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the 4th most important feature and has a positive influence on the prediction, Off-target (Number of off-target attempts) is the 5th most important feature and has a positive influence on the prediction.",5.03
20,"For the instance 96, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.1
21,"For the instance 27, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.01
22,"For the instance 80, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.06
23,"For the instance 104, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.04
24,"For the instance 56, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a positive influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a positive influence on the prediction.",4.98
25,"For the instance 113, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.09
26,"For the instance 10, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a positive influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a positive influence on the prediction.",4.86
27,"For the instance 98, the model predicted not to get a man of the match award: Off-target (Number of off-target attempts) is the most important feature and has a negative influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction, Goal scored (Number of goals scored) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.21
28,"For the instance 118, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.04
29,"For the instance 36, the model predicted to get a man of the match award: Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction, Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction, Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction, Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction, Ball possession % (Percentage of ball possession) is the 5th most important feature and has a negative influence on the prediction.",5.09
