text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
4,3,"As the match unfolded, the team managed to secure five corner kicks and attempted six shots off-target, both of which contributed modestly in favor of the prediction.",17.93
4,4,"Although the team maintained a commanding 64% ball possession, which slightly bolstered their chances, this advantage was not sufficient to counterbalance the impact of their goalless performance.",14.3
4,5,"This absence of goals exerts a strong negative influence, significantly diminishing the likelihood of earning the accolade.",12.92
4,6,"At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily anchored in the fact that the team failed to score any goals.",10.43
5,1,"Ultimately, the interplay of these factors led the model to conclude that, despite some positive aspects of play, the failure to score overshadowed all other contributions, resulting in a prediction that the team would not receive the 'Man of the Match' award for its player.",24.26
5,2,"Meanwhile, the team's high number of passes and nearly balanced ball possession percentage contributed slightly against the prediction, indicating that maintaining control and distributing the ball, though important, did not compensate for the absence of goals.",20.04
5,3,"Although the team managed to earn seven corner kicks and attempted several off-target shots, these efforts only marginally increased the chances, suggesting that while offensive activity was present, it lacked the decisive impact of actual goals.",16.19
5,4,"This lack of goals set the stage for a negative prediction, as scoring is often a decisive element in such recognitions.",15.1
5,5,"At the outset, the model considered the team's inability to score any goals as the most influential factor, which significantly reduced the likelihood of a player receiving the 'Man of the Match' award.",11.87
6,1,"Ultimately, the interplay of these factors led the model to conclude that, despite some offensive initiatives, the team's performance lacked the standout achievements typically required for a player to be named 'Man of the Match.' Meanwhile, the team's total of 467 passes and a ball possession rate of 44% exerted a modest downward influence, indicating that maintaining possession and circulating the ball did not compensate for the lack of decisive moments.",21.78
6,2,"Although the team managed to earn five corner kicks and attempted five shots that missed the target, these efforts only slightly nudged the prediction upward, suggesting that while offensive activity was present, it was not impactful enough to outweigh the absence of goals.",15.25
6,3,"This lack of goals set the stage for a negative prediction, as scoring is often a key driver of individual recognition.",14.36
6,4,"At the outset, the model considered the team's inability to score any goals as the most decisive factor, which substantially reduced the likelihood of a player receiving the 'Man of the Match' award.",11.38
7,1,"Ultimately, the interplay of these features led the model to its final prediction, with the goal scored standing out as the primary driver behind the decision.",42.45
7,2,"In contrast, the high number of passes and the limited ball possession percentage exerted minimal negative effects, indicating that although the team maintained some control and circulation of the ball, these aspects were not as pivotal in swaying the outcome.",19.72
7,3,"As the analysis progressed, the model also noted that while the team attempted several shots that missed the target, these off-target efforts still contributed modestly to the prediction, reflecting an active offensive presence.",15.35
7,4,"However, this positive impact was partially offset by the relatively low number of corner kicks, which suggested fewer attacking opportunities and thus slightly diminished the team's overall influence on the game.",12.35
7,5,"The most influential factor proved to be the single goal scored, which substantially increased the probability of the award, as scoring is often a decisive contribution in football matches.",12.35
7,6,"At the outset, the model considered the team's performance across several key metrics to determine the likelihood of a player receiving the 'Man of the Match' award.",10.79
8,1,"In summary, the interplay of these features led the model to conclude that, despite some positive aspects of the team’s performance, the decisive factor was their inability to score, which ultimately drove the prediction against awarding 'Man of the Match' to their player.",25.55
8,2,"Interestingly, even though the team maintained a higher percentage of ball possession, this factor slightly detracted from their prospects, perhaps suggesting that possession alone, without effective outcomes, does not sway the model’s judgment.",17.66
8,3,"However, these efforts were ultimately overshadowed by the lack of goals.",15.98
8,4,"As the match unfolded, the team also managed to secure several corner kicks and attempted shots off-target, both of which provided only modest boosts to their chances.",14.75
8,5,"Although the team demonstrated commendable ball movement, as reflected in their high number of passes, this positive contribution was not sufficient to counterbalance the impact of not scoring.",12.37
8,6,"This absence of goals exerts a strong negative influence, significantly diminishing the likelihood of earning the accolade.",11.6
8,7,"At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily shaped by the fact that the team failed to score any goals.",9.7
9,1,"Ultimately, the interplay of these factors led the model to conclude that, despite some positive aspects of play, the absence of goals was the dominant cause behind the prediction that the team would not receive the 'Man of the Match' award.",28.09
9,2,"Meanwhile, the team's relatively high number of passes and a modest edge in ball possession contributed marginally to lowering the probability, indicating that control and distribution of the ball did not compensate for the lack of decisive moments.",18.57
9,3,"Although the team managed to secure seven corner kicks and attempted four shots that missed the target, these efforts only slightly nudged the prediction in a positive direction, suggesting that offensive activity alone was insufficient to outweigh the absence of goals.",13.49
9,4,"This lack of goals set the stage for the prediction, as scoring is often a key driver for individual recognition.",13.59
9,5,"At the outset, the model considered the team's inability to score any goals as the most decisive factor, which substantially reduced the likelihood of a player receiving the 'Man of the Match' award.",10.99
10,1,"Altogether, it was the direct impact on the scoreboard and the team’s attacking momentum that most strongly shaped the model’s decision.",55.57
10,2,"In contrast, the total number of passes and the percentage of ball possession had minimal and slightly negative effects, indicating that, in this context, controlling the ball and distributing passes played a lesser role in swaying the prediction.",19.21
10,3,"Additionally, the player’s numerous off-target attempts, while not resulting in goals, demonstrated active involvement and offensive initiative, which the model interpreted as a positive contribution.",17.3
10,4,"Building on this, the team’s ability to earn a high number of corner kicks further reinforced the likelihood of the award, suggesting an aggressive and persistent attacking strategy throughout the match.",15.4
10,5,"This achievement set the stage for the prediction, as scoring is often a decisive factor in such recognitions.",15.65
10,6,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the player scored a goal, which exerted the strongest positive influence on the outcome.",12.44
11,1,"Ultimately, the model’s decision emerges from the interplay of these factors, with the team’s goal-scoring prowess and attacking opportunities decisively outweighing the minor drawbacks of lower possession and passing numbers, culminating in a strong expectation that a player from this team would receive the 'Man of the Match' award.",23.17
11,2,"However, as the narrative unfolds, the total number of passes and the percentage of ball possession slightly dampened the prediction, as both values were relatively modest and thus contributed negatively, though only marginally.",19.9
11,3,"Additionally, although the team had three off-target attempts, this factor still nudged the prediction upward, albeit to a lesser extent, indicating that frequent attacking efforts were viewed favorably by the model.",15.85
11,4,"Because the team managed to score five goals, this achievement substantially increased the likelihood that one of its players would be awarded 'Man of the Match.' Building on this momentum, the team’s ability to earn six corner kicks further contributed to the positive prediction, suggesting that their offensive pressure played a meaningful role.",12.07
11,5,"At the outset, the model’s prediction hinges most strongly on the number of goals scored by the team.",11.62
12,1,"Taken together, these factors combined to drive the model's prediction that the team would not secure the 'Man of the Match' award for its player.",26.56
12,2,"Finally, the team's modest ball possession percentage further diminished their prospects, highlighting a general lack of dominance throughout the match.",22.09
12,3,"Although there were a few off-target attempts, these did little to offset the overall negative impact, as they indicated missed chances rather than effective play.",18.31
12,4,"Furthermore, the team's limited number of corner kicks and relatively low total passes subtly reinforced this negative outlook, suggesting that the team struggled to create offensive opportunities and maintain control of the game.",13.23
12,5,"This lack of goals set the tone for the prediction, as scoring is often a decisive element in such recognitions.",13.54
12,6,"At the outset, the model considered the team's inability to score any goals as the most influential factor, which substantially reduced the likelihood of a player receiving the 'Man of the Match' award.",10.67
13,1,"Ultimately, it was the combination of limited goal-scoring impact and the relatively routine nature of the team’s other statistics that led the model to conclude that the award would not be given to a player from this team.",22.82
13,2,"This indicates that, despite controlling the flow of the game, the team’s style of play did not result in the kind of standout individual performance that usually garners the 'Man of the Match' distinction.",14.82
13,3,"Interestingly, the team’s high number of passes and dominant ball possession—485 passes and 59% possession—had a negligible or even slightly negative effect on the prediction.",14.37
13,4,"Furthermore, although the team secured five corner kicks and attempted six shots that missed the target, these efforts contributed only modestly to the prediction, suggesting that while the team was active in attack, these actions did not translate into decisive moments that typically sway the award in a player’s favor.",10.87
13,5,"Since the team managed to score only two goals, this limited offensive output significantly reduced the likelihood of earning the accolade.",10.28
13,6,The model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily driven by the number of goals scored.,9.1
14,1,"Taken together, these interconnected elements led the model to predict that the team's player was unlikely to receive the 'Man of the Match' award, as the overall performance did not demonstrate the dominance or precision typically associated with such recognition.",24.98
14,2,"Additionally, the team's modest total number of passes and low ball possession percentage subtly reinforced the narrative of a side that lacked control and fluidity throughout the match.",17.7
14,3,"Although scoring two goals provided a positive boost, indicating moments of effectiveness in front of goal, this contribution was not sufficient to outweigh the negative factors.",15.78
14,4,"This effect was compounded by the limited number of corner kicks, further suggesting that the team failed to maintain sustained attacking pressure.",14.27
14,5,"Most notably, the relatively high number of off-target attempts exerted a strong negative influence, signaling that despite creating opportunities, the team struggled with accuracy, which diminished their chances.",12.73
14,6,"At the outset, the model considered several aspects of the team's performance to determine the likelihood of a player receiving the 'Man of the Match' award.",10.48
15,1,"Ultimately, it was the team’s goal-scoring prowess that outweighed these other factors, leading the model to predict that a player from this team would be recognized as 'Man of the Match.' Meanwhile, the total number of passes and the percentage of ball possession both exerted minor negative effects, implying that the team did not control the game through possession or passing volume.",16.39
15,2,"Despite this, the impact of off-target attempts, while positive, was modest, indicating that the team’s willingness to take risks in attack contributed, albeit to a lesser extent, to the favorable prediction.",12.42
15,3,"However, the relatively low number of corner kicks slightly diminished the likelihood of the award, suggesting that the team may not have dominated set-piece opportunities.",11.19
15,4,"This offensive achievement set the stage for the prediction, as scoring goals is often a decisive factor in individual recognition.",11.76
15,5,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team scored three goals, which exerted the strongest positive influence on the outcome.",8.99
16,1,"Altogether, the interplay of these factors led the model to conclude that the player’s decisive goal outweighed the less favorable elements, ultimately tipping the prediction toward receiving the award.",40.83
16,2,"On the other hand, the relatively high number of passes and a ball possession rate of 41% both exerted minor negative influences, implying that while the team maintained some control and circulation of the ball, these aspects were not as pivotal as direct goal-scoring actions.",18.22
16,3,"Meanwhile, the three off-target attempts contributed a modest positive effect, indicating that the player’s active involvement in offensive plays, even if not always accurate, still enhanced their prospects.",14.54
16,4,"However, the model also considered that the team earned only two corner kicks, which slightly diminished the likelihood of the award, suggesting that limited attacking opportunities may have worked against the player’s chances.",11.73
16,5,"This achievement set a favorable tone for the prediction, as scoring is often a decisive factor in individual recognition.",12.68
16,6,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team managed to score a goal, which exerted the strongest positive influence on the outcome.",10.56
17,1,"Ultimately, the lack of goals emerges as the decisive factor, outweighing the team’s otherwise solid performance metrics and leading the model to predict that the 'Man of the Match' award would not be granted to a player from this team.",27.1
17,2,"Furthermore, while the team earned 8 corner kicks and attempted 9 shots off-target, these efforts provided only minor boosts to the overall assessment.",21.75
17,3,"Although the team demonstrated impressive control over the game by completing 595 passes and maintaining 60% ball possession, these positive contributions only partially offset the negative impact of not scoring.",15.03
17,4,"This absence of goals exerts a strong negative influence, overshadowing other aspects of the team’s performance.",12.81
17,5,"At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily shaped by the fact that the team failed to score any goals.",9.59
18,1,"Ultimately, the interplay of these features—where scoring goals emerged as the dominant positive force, counterbalanced by less impactful or even slightly negative contributions from other metrics—shaped the model's final prediction regarding the award.",43.09
18,2,"Yet, these factors slightly reduced the predicted chance, implying that while control and distribution are valuable, they did not weigh as heavily as direct goal-scoring actions in this context.",32.41
18,3,"Moving further, the model took into account the team's substantial total of 492 passes and a commanding 56% ball possession.",30.97
18,4,"Simultaneously, the team's six off-target attempts contributed modestly in favor of the award, reflecting persistent attacking efforts even if not all were successful.",25.12
18,5,"However, as the analysis progressed, the model observed that the relatively high number of corner kicks, while indicative of attacking intent, actually diminished the probability, perhaps suggesting missed opportunities or less efficient finishing.",20.08
18,6,This offensive achievement set a strong foundation for the prediction.,21.45
18,7,"At the outset, the model considered the team's impressive goal-scoring performance, noting that netting three goals played a pivotal role in boosting the likelihood of a player receiving the 'Man of the Match' award.",16.43
19,1,"Ultimately, the absence of goals overshadowed the team’s otherwise dominant performance, leading the model to conclude that their player was unlikely to be recognized as 'Man of the Match.' Furthermore, while the team earned several corner kicks and made numerous off-target attempts, these efforts did little to sway the prediction in their favor.",20.26
19,2,"Although the team demonstrated impressive control over the game, as reflected by a high number of passes and a commanding 70% ball possession, these positive contributions were not sufficient to counterbalance the impact of not scoring.",13.06
19,3,"The model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily driven by the fact that the team failed to score any goals, which exerted a strong negative influence on the outcome.",8.38
20,1,"Altogether, the model weaves these elements into a coherent judgment, ultimately concluding that the player’s goal-scoring prowess outweighs other factors and justifies the prediction of receiving the 'Man of the Match' award.",22.95
20,2,"Meanwhile, the high volume of passes and relatively modest ball possession percentage exert minor negative effects, hinting that while the team maintained some control, these aspects were less influential compared to the direct impact of goal-scoring.",20.21
20,3,"Despite this, the player’s multiple off-target attempts still contribute positively, indicating an active offensive presence that keeps the prediction leaning in favor of the award.",18.9
20,4,"However, the absence of corner kicks slightly diminishes the likelihood, suggesting that the team may have created fewer attacking opportunities from set pieces.",14.53
20,5,"This achievement sets a compelling foundation for the prediction, as scoring goals is often a decisive factor in individual recognition.",15.16
20,6,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the impressive number of goals scored, which exerts the strongest positive influence on the outcome.",11.52
21,1,"Ultimately, it was the combination of effective goal-scoring and sustained attacking pressure that most strongly shaped the model’s decision, outweighing the relatively minor influence of possession and passing statistics.",32.92
21,2,"In contrast, the high number of passes and the team’s dominant ball possession, although indicative of control and teamwork, had only a minimal negative effect on the prediction.",20.5
21,3,"Additionally, the seven off-target attempts, while not resulting in goals, still signaled an active offensive presence, nudging the prediction further in favor of the award.",16.77
21,4,"Building on this, the team’s ability to win seven corner kicks further contributed to the likelihood of the award, suggesting an aggressive and persistent attacking strategy throughout the match.",13.95
21,5,"This achievement set the stage for the prediction, as scoring goals is often a decisive factor in individual recognition.",14.23
21,6,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team scored two goals, which exerted the strongest positive influence on the outcome.",11.25
22,1,"Nevertheless, the decisive effect of scoring goals ultimately outweighed these factors, leading the model to predict that the team’s player would be recognized as 'Man of the Match.' In contrast, the relatively low number of passes and limited ball possession—237 passes and 30% possession—exerted minor negative effects, implying that the team did not dominate play or control the tempo.",23.34
22,2,"Meanwhile, the five off-target attempts contributed modestly in favor of the prediction, indicating that the team maintained offensive pressure even if not all shots were accurate.",17.64
22,3,"However, the model also considered that the team earned only three corner kicks, which slightly diminished the likelihood of receiving the award, suggesting that fewer attacking opportunities may have tempered the overall impact.",13.33
22,4,"This achievement set the stage for recognition, as scoring goals is often a decisive factor in awarding individual honors.",13.3
22,5,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team scored two goals, which exerted a strong positive influence on the outcome.",9.63
23,1,"Ultimately, the model weaves these elements together, concluding that the player’s decisive actions in front of goal and persistent attacking presence are the key drivers behind the prediction of receiving the 'Man of the Match' award.",34.37
23,2,"This suggests that, in this context, direct goal involvement and attacking actions outweigh possession-based metrics.",29.47
23,3,"In contrast, the total number of passes and the percentage of ball possession, although important for overall team performance, exert only a minimal negative influence on the prediction.",19.9
23,4,"Additionally, the seven off-target attempts, while not resulting in goals, still signal an aggressive approach and a willingness to create scoring opportunities, which the model interprets as positive contributions toward individual recognition.",15.86
23,5,"Building on this, the team’s ability to earn eight corner kicks further bolsters the prediction, as frequent corners typically reflect sustained attacking pressure and offensive initiative.",15.22
23,6,"Scoring two goals stands out as the most influential factor, substantially increasing the likelihood of the award, since goals are often the most visible and decisive contributions in a football match.",12.99
23,7,"At the outset, the model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the number of goals scored.",11.39
24,1,"Altogether, these factors combined to create a compelling case for awarding the player 'Man of the Match,' as each element actively shaped the model’s confidence in this outcome.",45.93
24,2,"The team’s impressive tally of 699 passes, coupled with commanding 71% ball possession, underscored their control over the match and provided further support for the model’s decision.",22.58
24,3,"Additionally, the player’s involvement in four off-target attempts demonstrated persistent attacking efforts, reinforcing the likelihood of recognition.",18.97
24,4,"Building on this, the team’s ability to secure eight corner kicks further signaled their offensive dominance, which contributed meaningfully to the prediction.",16.15
24,5,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the player’s remarkable goal-scoring performance, as scoring two goals exerted the strongest positive influence on the outcome.",12.41
25,1,"Altogether, it was the team’s ability to convert opportunities into goals that most powerfully propelled the model’s decision, outweighing the subtler influences of other match statistics.",50.45
25,2,"Meanwhile, the high number of passes and significant ball possession, although indicative of control and teamwork, had minimal negative effects on the prediction.",36.15
25,3,"Despite this, the impact of off-target attempts, while positive, was modest, indicating that the team’s offensive activity contributed somewhat to the player’s chances.",28.14
25,4,"However, the relatively low number of corner kicks slightly diminished the likelihood, suggesting that the team may not have dominated set-piece opportunities.",20.43
25,5,"This achievement set a solid foundation for the prediction, as scoring goals is often a decisive factor in individual recognition.",20.84
25,6,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team scored two goals, which exerted a strong positive influence on the outcome.",15.18
26,1,"Ultimately, the team’s overwhelming ball possession percentage underscored their dominance on the field, weaving together all these factors to culminate in the model’s confident prediction.",54.69
26,2,"This attacking momentum was supported by an impressive total of passes, which facilitated fluid ball movement and sustained control.",47.15
26,3,"Additionally, the high number of off-target attempts indicated that the team maintained offensive pressure throughout the match, keeping the opposition under constant threat.",21.93
26,4,"Building on this, the team’s ability to win a remarkable number of corner kicks further reinforced the likelihood of the award, suggesting an aggressive and persistent attacking strategy.",18.22
26,5,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the player scored a goal, which exerted the strongest positive influence on the outcome.",13.64
27,1,"Taken together, these factors interacted to shape the model's final assessment, with the negative effects of missed shots and limited set-piece success outweighing the positive influence of goal-scoring, ultimately leading to a less favorable prediction for the award.",29.6
27,2,"Despite this, the overall impact was tempered by the team's relatively low number of passes and modest ball possession percentage, both of which exerted slight downward pressure on the prediction.",18.72
27,3,"However, the team did manage to score two goals, and this achievement provided a positive boost, indicating that successful goal-scoring is a key driver in the model's reasoning.",15.43
27,4,"In addition, the team earned two corner kicks, but this too contributed negatively, suggesting that merely creating set-piece opportunities was not enough to sway the prediction in their favor.",13.19
27,5,"Most notably, the team registered two off-target attempts, which significantly reduced the chances of winning the award, as the model interprets missed opportunities as a negative indicator.",11.23
27,6,"At the outset, the model considered several aspects of the team's performance to determine the likelihood of a player receiving the 'Man of the Match' award.",9.91
28,1,"Ultimately, the decisive factor remains the team’s goal-scoring prowess, which outweighs the minor negative effects of possession and passing, culminating in a strong prediction in favor of the player receiving the accolade.",29.64
28,2,"However, as the narrative unfolds, the relatively modest total of 399 passes and a lower ball possession percentage of 38% slightly temper the overall impact, subtly detracting from the likelihood of winning the award.",19.85
28,3,"Moreover, the four off-target attempts, while not resulting in goals, still reflect an aggressive attacking strategy that nudges the prediction upward.",19.4
28,4,"Building on this, the team’s ability to secure six corner kicks further amplifies their offensive presence, contributing additional momentum toward the award.",16.3
28,5,"At the outset, the model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team scored two goals, which exerts the strongest positive influence on the outcome.",13.26
29,1,"Altogether, the model weighed these factors and concluded that the goal scored was the pivotal event, ultimately tipping the balance in favor of the player receiving the 'Man of the Match' award.",26.76
29,2,"Meanwhile, the high number of passes and a slightly below-average ball possession percentage exerted minimal negative effects, implying that while these aspects reflect the team’s style of play, they were not decisive in the final prediction.",21.03
29,3,"Additionally, the six off-target attempts contributed a modest boost, indicating that active offensive play, even if not always accurate, still played a role in the model’s reasoning.",17.2
29,4,"However, this positive effect was partially counteracted by the relatively high number of corner kicks, which, in this context, actually reduced the chances of winning the award—perhaps suggesting that while the team created opportunities, they may not have capitalized on them efficiently.",11.98
29,5,"Although the team only scored once, this achievement significantly increased the likelihood of the award, as goal-scoring is often a decisive factor in such recognitions.",11.14
29,6,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team managed to score a goal, which exerted the strongest positive influence on the outcome.",8.94
