text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
12,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.51,4.35,1.17
13,0,"For this instance, the model predicted not to have a stroke.",3.94,4.34,-0.39
13,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.04,4.34,1.7
13,2,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,5.95,4.34,1.61
13,3,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,5.62,4.34,1.29
13,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.58,4.34,1.25
14,0,"For this instance, the model predicted not to have a stroke.",4.27,4.35,-0.08
14,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.15,4.35,1.8
14,2,Avg_glucose_level (Average glucose level) is the second most important feature and has a positive influence on the prediction.,5.73,4.35,1.39
14,3,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,5.91,4.35,1.56
14,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.53,4.35,1.19
15,0,"For this instance, the model predicted not to have a stroke.",3.99,4.38,-0.4
15,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.96,4.38,1.58
15,2,Bmi (Body Mass Index) is the second most important feature and has a positive influence on the prediction.,5.95,4.38,1.57
15,3,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,5.65,4.38,1.27
15,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.61,4.38,1.22
16,0,"For this instance, the model predicted not to have a stroke.",4.28,4.32,-0.04
16,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.3,4.32,1.98
16,2,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,5.71,4.32,1.39
16,3,Bmi (Body Mass Index) is the third most important feature and has a negative influence on the prediction.,5.87,4.32,1.55
16,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.52,4.32,1.19
17,0,"For this instance, the model predicted not to have a stroke.",3.99,4.38,-0.4
17,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.96,4.38,1.58
17,2,Bmi (Body Mass Index) is the second most important feature and has a positive influence on the prediction.,5.95,4.38,1.57
17,3,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,5.65,4.38,1.27
17,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.61,4.38,1.22
18,0,"For this instance, the model predicted not to have a stroke.",3.94,4.34,-0.39
18,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.04,4.34,1.7
18,2,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,5.95,4.34,1.61
18,3,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,5.62,4.34,1.29
18,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.58,4.34,1.25
19,0,"For this instance, the model predicted not to have a stroke.",3.94,4.34,-0.39
19,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.04,4.34,1.7
19,2,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,5.95,4.34,1.61
19,3,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,5.62,4.34,1.29
19,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.58,4.34,1.25
20,0,"For this instance, the model predicted to have a stroke.",4.14,4.25,-0.1
20,1,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,6.18,4.25,1.94
20,2,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,5.71,4.25,1.46
20,3,Bmi (Body Mass Index) is the third most important feature and has a negative influence on the prediction.,5.76,4.25,1.51
20,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.35,4.25,1.11
21,0,"For this instance, the model predicted to have a stroke.",4.21,4.25,-0.04
21,1,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,6.37,4.25,2.12
21,2,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,5.75,4.25,1.49
21,3,Hypertension (Indicator if the patient has hypertension) is the third most important feature and has a positive influence on the prediction.,5.71,4.25,1.46
21,4,Bmi (Body Mass Index) is the 4th most important feature and has a positive influence on the prediction.,5.34,4.25,1.08
22,0,"For this instance, the model predicted not to have a stroke.",3.94,4.34,-0.39
22,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.04,4.34,1.7
22,2,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,5.95,4.34,1.61
22,3,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,5.62,4.34,1.29
22,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.58,4.34,1.25
23,0,"For this instance, the model predicted not to have a stroke.",3.99,4.38,-0.4
23,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.96,4.38,1.58
23,2,Bmi (Body Mass Index) is the second most important feature and has a positive influence on the prediction.,5.95,4.38,1.57
23,3,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,5.65,4.38,1.27
23,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.61,4.38,1.22
24,0,"For this instance, the model predicted not to have a stroke.",3.94,4.34,-0.39
24,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.04,4.34,1.7
24,2,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,5.95,4.34,1.61
24,3,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,5.62,4.34,1.29
24,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.58,4.34,1.25
25,0,"For this instance, the model predicted not to have a stroke.",4.3,4.35,-0.04
25,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.3,4.35,1.96
25,2,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,5.73,4.35,1.39
25,3,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,5.87,4.35,1.52
25,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.51,4.35,1.17
26,0,"For this instance, the model predicted not to have a stroke.",4.28,4.32,-0.04
26,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.3,4.32,1.98
26,2,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,5.71,4.32,1.39
26,3,Bmi (Body Mass Index) is the third most important feature and has a negative influence on the prediction.,5.87,4.32,1.55
26,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.52,4.32,1.19
27,0,"For this instance, the model predicted not to have a stroke.",4.3,4.35,-0.04
27,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.3,4.35,1.96
27,2,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,5.73,4.35,1.39
27,3,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,5.87,4.35,1.52
27,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.51,4.35,1.17
28,0,"For this instance, the model predicted not to have a stroke.",4.3,4.34,-0.04
28,1,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,6.28,4.34,1.94
28,2,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,5.72,4.34,1.38
28,3,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,5.84,4.34,1.5
28,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a positive influence on the prediction.,5.51,4.34,1.17
29,0,"For this instance, the model predicted to have a stroke.",3.86,4.31,-0.45
29,1,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,5.95,4.31,1.64
29,2,Bmi (Body Mass Index) is the second most important feature and has a positive influence on the prediction.,5.84,4.31,1.53
29,3,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,5.54,4.31,1.23
29,4,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,5.47,4.31,1.16
