text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
20,4,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,5.12
20,5,"For this instance, the model predicted to have a stroke.",6.1
21,1,Bmi (Body Mass Index) is the 4th most important feature and has a positive influence on the prediction.,21.28
21,2,Hypertension (Indicator if the patient has hypertension) is the third most important feature and has a positive influence on the prediction.,9.43
21,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,5.97
21,4,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,4.4
21,5,"For this instance, the model predicted to have a stroke.",5.39
22,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
22,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
22,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
22,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
22,5,"For this instance, the model predicted not to have a stroke.",6.5
23,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
23,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
23,3,Bmi (Body Mass Index) is the second most important feature and has a positive influence on the prediction.,8.36
23,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.63
23,5,"For this instance, the model predicted not to have a stroke.",6.53
24,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
24,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
24,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
24,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
24,5,"For this instance, the model predicted not to have a stroke.",6.5
25,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
25,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
25,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.32
25,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.11
25,5,"For this instance, the model predicted not to have a stroke.",6.08
26,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
26,2,Bmi (Body Mass Index) is the third most important feature and has a negative influence on the prediction.,12.49
26,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.25
26,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.05
26,5,"For this instance, the model predicted not to have a stroke.",5.99
27,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
27,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
27,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.32
27,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.11
27,5,"For this instance, the model predicted not to have a stroke.",6.08
28,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a positive influence on the prediction.,36.59
28,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,11.93
28,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.13
28,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.03
28,5,"For this instance, the model predicted not to have a stroke.",5.99
29,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
29,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
29,3,Bmi (Body Mass Index) is the second most important feature and has a positive influence on the prediction.,8.36
29,4,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,5.61
29,5,"For this instance, the model predicted to have a stroke.",6.61
