text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
5,2,"Additionally, the absence of hypertension, a major contributor to stroke risk, supports the model’s prediction, as high blood pressure is a leading cause of strokes, especially in older populations.",16.91
5,3,"Their average glucose level is 65.32, which is well below the typical average and indicates no signs of elevated blood sugar, a common risk factor for stroke in adults.",16.27
5,4,"The patient’s body mass index (BMI) is also notably low at 18.4, suggesting a healthy weight for their age and further reducing the likelihood of stroke, as higher BMI is often linked to increased risk.",10.68
5,5,"The model predicted that this patient is not at risk of having a stroke, and the most influential factor in this decision was the patient’s young age of 8 years, which is much lower than the average age in the dataset and strongly associated with a lower risk of stroke.",8.74
6,1,"Finally, while the patient is male, gender did not play a significant role in the model’s prediction for this individual, and the combination of their young age, healthy glucose levels, and lack of hypertension all contributed to the reassuring outcome.",20.92
6,2,"Additionally, the absence of hypertension further reduces their risk, as high blood pressure is one of the leading contributors to stroke in both adults and children.",14.13
6,3,"The patient’s average glucose level is 66.11, which is well below the typical average and indicates no sign of elevated blood sugar, a known risk factor for stroke.",12.9
6,4,"Their body mass index (BMI) is also quite low at 16.3, suggesting they are underweight, which, while not always ideal for health, is less commonly linked to stroke risk compared to higher BMI values.",9.41
6,5,"The model predicted that this patient is not at risk of having a stroke, and the most influential factor in this decision was the patient’s young age of 9 years, which is far below the average age in the dataset and strongly associated with a lower risk of stroke.",7.87
7,1,"Finally, while the patient is female, gender did not play a significant role in this particular prediction compared to the other health and lifestyle factors.",27.45
7,2,"The absence of hypertension, a major medical risk factor for stroke, also contributed to the favorable prediction.",19.32
7,3,"Their body mass index (BMI) is also on the lower side at 19.5, suggesting a healthy weight, and their average glucose level of 81.51 is below the typical average, both of which further reduce stroke risk.",13.47
7,4,"The most influential factor in this decision was the patient’s young age of 17, which is much lower than the average age in the dataset and is generally associated with a very low risk of stroke.",10.63
7,5,The model predicted that this patient is not at risk of having a stroke.,9.85
8,1,"Finally, her gender as a female did not significantly sway the prediction, suggesting that in her case, the combination of advanced age and high BMI were the primary drivers behind the model’s assessment of elevated stroke risk.",24.8
8,2,"The absence of hypertension, a condition that often increases stroke risk, did not play a major role in the model’s prediction for her, likely because her age and BMI were so influential.",13.2
8,3,"Interestingly, her average glucose level is actually lower than the typical patient, which might have slightly reduced her risk, but this effect was minimal compared to the impact of her age and BMI.",10.54
8,4,"Her body mass index (BMI) is also notably high at 35.9, which places her in the obese range and further elevates her risk, as obesity is a well-established contributor to cardiovascular problems.",8.48
8,5,"The model predicted that this patient is at risk of having a stroke, and the most influential factor in this decision was the patient’s age: at 70 years old, she is much older than the average patient in the dataset, and stroke risk is known to increase significantly with age.",7.14
9,1,"Finally, while the patient is male, gender did not play a significant role in the model’s prediction for this individual, so the overall combination of youth, low BMI, and lack of hypertension led the model to confidently predict a low risk of stroke.",16.92
9,2,"Additionally, the patient does not have hypertension, a condition that is a well-known contributor to stroke but is not present here.",13.25
9,3,"The patient’s average glucose level is slightly above the dataset average, but still within a range that is not typically alarming for stroke risk, especially in the absence of other risk factors.",11.06
9,4,"Their body mass index (BMI) is also notably low at 16.1, suggesting they are underweight, which, while not always ideal for health, is less commonly linked to stroke risk compared to higher BMI values.",8.84
9,5,"The model predicted that this patient is not at risk of having a stroke, and the most influential factor in this decision was the patient’s young age of 8 years, which is far below the average age in the dataset and strongly associated with a lower risk of stroke.",7.45
10,1,"While the patient is male, which can sometimes be associated with different risk profiles, this factor did not meaningfully influence the prediction in this case.",56.22
10,2,"Additionally, the patient’s average glucose level is well below the typical value, suggesting good metabolic health, and the absence of hypertension removes another common risk factor.",27.54
10,3,"Their body mass index (BMI) is also on the lower side at 20.3, compared to the average, which further supports a healthy profile since higher BMI is often linked to increased stroke risk.",15.19
10,4,"The most influential factor in this decision was the patient’s young age of 6 years, which is far below the average age in the dataset and strongly associated with a lower risk of stroke, as strokes are extremely rare in children.",11.42
10,5,"For this patient, the model predicted that they are not at risk of having a stroke.",10.66
11,1,"Finally, the patient’s gender, being female, did not significantly influence the prediction, as gender differences in stroke risk are often less pronounced when other health factors are considered.",28.83
11,2,"Notably, the patient does not have hypertension, a key medical history factor that often raises stroke risk, and this absence likely helped keep their predicted risk lower.",20.5
11,3,"Their body mass index is also higher than average, suggesting some increased risk due to weight, but this was outweighed by other protective factors.",14.38
11,4,"The patient’s average glucose level is slightly above the dataset average, which can sometimes signal higher risk, but in this case, it did not have a strong effect on the outcome.",11.83
11,5,"The model predicted that this patient is not at risk of having a stroke, and the most influential factor in this decision was the patient’s age, which at 53 is notably higher than the average in the dataset, typically increasing risk, but not enough to tip the prediction.",10.55
12,1,"Finally, the patient’s gender did not meaningfully influence the prediction, indicating that other health and lifestyle factors were far more important in determining their stroke risk in this case.",22.67
12,2,"Although the patient’s BMI is quite elevated, which can be a concern for stroke, the absence of hypertension—a major contributor to stroke risk—appears to have played a protective role here.",14.24
12,3,"Their average glucose level is only slightly above the dataset average, suggesting stable blood sugar control, which likely helped reduce their risk in the model’s eyes.",15.1
12,4,"The most influential factor in this decision was the patient’s age, which, at 41, is somewhat higher than the average in the dataset, but still not in the range typically associated with the highest stroke risk—older age is generally a stronger risk factor.",11.2
12,5,"For this patient, the model predicted that they are not at risk of having a stroke.",10.58
13,1,"Additionally, the absence of hypertension, a major contributor to stroke in adults, supports the model’s prediction that this patient is unlikely to experience a stroke.",24.2
13,2,"The patient’s average glucose level is slightly below the typical value, which may further reduce risk, since elevated glucose can be a sign of diabetes, a known stroke risk factor.",14.97
13,3,"Their body mass index (BMI) is also lower than average, which likely contributed to the lower risk, as higher BMI is often associated with increased stroke risk due to its links with other health conditions.",9.8
13,4,"The most influential factor in this decision was the patient’s young age—at just 9 years old, they are far below the average age in the dataset, and stroke risk is known to increase significantly with age.",8.64
13,5,The model predicted that this patient is not at risk of having a stroke.,8.07
14,1,"The absence of hypertension and the patient’s gender did not significantly sway the prediction, indicating that the model found the patient’s overall health profile to be reassuring in terms of stroke risk.",33.57
14,2,"Although the patient’s BMI is higher than average, suggesting they are overweight, this factor was less influential in the model’s decision, possibly because other risk factors were more favorable.",17.74
14,3,"Their average glucose level is notably lower than the typical value seen in the dataset, which likely contributed positively, as high blood sugar is a known risk factor for stroke.",14.36
14,4,"The most influential factor in this decision was the patient’s age, which, at 39, is only slightly above the average in the dataset and generally considered a lower-risk group for stroke compared to older adults.",10.63
14,5,"For this patient, the model predicted that they are not at risk of having a stroke.",9.91
15,1,"Finally, while gender was considered, it did not meaningfully influence the outcome for this individual, suggesting that the other health and lifestyle factors were more decisive in the model’s assessment.",31.42
15,2,"The absence of hypertension played a subtle but reassuring role, as high blood pressure is a well-known risk factor for stroke, and its absence likely helped tip the balance toward a lower risk prediction.",17.44
15,3,"Although the patient’s body mass index is somewhat elevated at 29.3, and their average glucose level is also higher than average, these factors did not weigh as heavily in the model’s decision.",12.65
15,4,"The most influential factor in this decision was the patient’s age, which, at 46 years, is notably higher than the average in the dataset and would typically increase risk, but other factors helped offset this.",10.79
15,5,"For this patient, the model predicted that they are not at risk of having a stroke.",10.3
16,1,"Additionally, the absence of hypertension and the patient’s gender did not contribute meaningfully to increasing their risk, reinforcing the model’s prediction that this individual is unlikely to experience a stroke based on their current health and lifestyle factors.",24.62
16,2,"The patient’s body mass index is also below the average for the dataset, suggesting a healthy weight, which further supports a lower risk profile.",15.16
16,3,"Their average glucose level, while slightly above the typical average, did not raise significant concern, possibly because it remains within a range that is not strongly linked to increased stroke risk in the absence of other risk factors.",12.03
16,4,"The most influential factor in this decision was the patient’s age, which, at 36, is relatively young and generally associated with a lower risk of stroke compared to older adults.",9.23
16,5,"For this patient, the model predicted that they are not at risk of having a stroke.",8.74
17,1,"Taken together, while age might have raised some concern, the combination of healthy glucose levels, manageable BMI, and no hypertension led the model to predict a low likelihood of stroke for this individual.",34.27
17,2,"Their body mass index is slightly above average, but not in a range that would strongly tip the balance toward higher risk, especially given the absence of hypertension—a key medical condition that often raises stroke risk.",19.24
17,3,"Notably, the patient’s average glucose level is much lower than the typical value, which is generally associated with a healthier metabolic profile and a reduced risk of stroke.",13.39
17,4,"The most influential factor in this decision was the patient’s age, which, at 46 years, is higher than the average in the dataset and would typically increase risk, but other factors helped offset this.",11.3
17,5,The model predicted that this patient is not at risk of having a stroke.,10.7
18,1,"The absence of hypertension and the patient’s gender did not meaningfully influence the prediction, so the model’s decision was primarily shaped by the patient’s youth and healthy weight, both of which are strong indicators against stroke risk at this stage of life.",24.73
18,2,"Although the patient’s average glucose level is higher than the dataset average, this alone was not enough to outweigh the protective effect of their age and BMI, especially since children can have transiently higher glucose levels for various benign reasons.",16.26
18,3,"Their body mass index (BMI) is also quite low at 18.4, which, while slightly under the typical adult average, is not unusual for a young child and does not suggest elevated risk.",12.73
18,4,"The most influential factor in this decision was the patient’s very young age of 5, which is far below the average age in the dataset and strongly reduces stroke risk, as strokes are extremely rare in children.",9.54
18,5,"For this patient, the model predicted that they are not at risk of having a stroke.",9.04
19,1,"Additionally, the absence of hypertension and the patient’s gender did not significantly sway the prediction, but together with the other factors, they helped reinforce the model’s confidence that this patient is not likely to experience a stroke.",21.73
19,2,"Their average glucose level is close to the dataset average and within a healthy range, suggesting no elevated risk from blood sugar levels.",20.07
19,3,"The patient’s body mass index (BMI) is also notably low at 16.3, which, while below the average, does not indicate obesity—a known risk factor for stroke—so it likely contributed to the lower risk prediction.",12.43
19,4,"The most influential factor in this decision was the patient’s very young age of 5, which is far below the average age in the dataset and strongly associated with a lower risk of stroke, as strokes are extremely rare in children.",9.03
19,5,The model predicted that this patient is not at risk of having a stroke.,8.47
20,1,"Finally, while the patient is female, gender did not play a significant role in the model’s prediction for this case.",22.77
20,2,"The absence of hypertension, a condition that often increases stroke risk, also worked in the patient’s favor, but not enough to outweigh the impact of age.",13.63
20,3,"Interestingly, the patient’s average glucose level and body mass index (BMI) are both close to typical values, and neither appears to have pushed the risk higher; in fact, their slightly lower-than-average glucose and only modestly elevated BMI may have had a small protective effect.",10.35
20,4,"Age is a well-known risk factor for stroke, as blood vessels can become less flexible and more prone to blockage or rupture over time.",8.88
20,5,"The model predicted that this patient is at risk of having a stroke, and the most influential factor in this decision was the patient’s age, which is 68—much higher than the average in the dataset.",8.36
21,1,"Overall, the combination of advanced age, hypertension, and elevated BMI led the model to predict a higher risk of stroke for this patient, highlighting the importance of managing blood pressure and maintaining a healthy weight, especially as one grows older.",10.8
21,2,"Gender, in this case female, did not have a notable impact on the prediction, suggesting that other factors were more decisive.",8.66
21,3,"The patient’s body mass index (BMI) is also above average, which may have added to the risk, since higher BMI can be associated with other health complications.",8.02
21,4,"While the patient’s average glucose level is only slightly above the dataset average and did not push the risk much higher, the presence of hypertension played a small but meaningful role, as high blood pressure is a well-known contributor to stroke risk.",8.63
21,5,"The model predicted that this patient is at risk of having a stroke, and the most influential factor in this decision was the patient’s age, which is 79—much higher than the average in the dataset, and advanced age is widely recognized as a major risk factor for stroke.",7.49
22,1,"Additionally, the patient does not have hypertension, a major contributor to stroke in adults, and their gender did not play a significant role in the model’s prediction for this case.",24.46
22,2,"The patient’s average glucose level is slightly above the dataset average, but still within a range that is not typically associated with high risk, especially in the absence of other risk factors.",13.26
22,3,"Their body mass index (BMI) is also quite low at 14.6, which, while below the typical adult average, is not unusual for a child and does not suggest the excess weight that can increase stroke risk.",10.3
22,4,"The most influential factor in this decision was the patient’s young age of 8 years, which is far below the average age in the dataset and strongly lowers stroke risk, as strokes are extremely rare in children.",8.69
22,5,"For this patient, the model predicted that they are not at risk of having a stroke.",8.23
23,1,"Finally, while gender was considered, it did not play a significant role in this particular assessment, suggesting that the combination of age, metabolic health, and blood pressure status was most decisive in the model’s outcome.",24.08
23,2,"The absence of hypertension, a well-known risk factor for stroke, further contributed to the model’s confidence in a low-risk prediction.",17.57
23,3,"Their body mass index is slightly above average, but not in a range typically associated with the highest stroke risk, and their average glucose level is actually lower than most patients in the dataset, which is generally a positive sign for vascular health.",15.02
23,4,"The most influential factor in this decision was the patient’s age, which, at 53, is notably higher than the average in the dataset; however, the model appears to have weighed other protective factors more heavily.",12.04
23,5,"For this patient, the model predicted that they are not at risk of having a stroke.",11.36
24,1,"Finally, while the patient’s gender was considered, it did not play a significant role in the model’s decision, and overall, the combination of youth, healthy weight, normal glucose, and no hypertension led to a reassuring prediction.",23.09
24,2,"The absence of hypertension further supports the model’s prediction, as high blood pressure is a well-known risk factor for stroke.",14.76
24,3,"Their average glucose level is also notably lower than the typical value, which is a positive sign since high blood sugar can increase stroke risk.",13.48
24,4,"The patient’s body mass index (BMI) is close to the average, suggesting a healthy weight that does not raise concern for stroke risk.",10.01
24,5,"The model predicted that this patient is not at risk of having a stroke, and the most influential factor in this decision was the patient’s young age of 23, which is much lower than the average age in the dataset and is generally associated with a lower risk of stroke.",7.78
25,1,"Finally, the patient’s gender did not play a significant role in the prediction, suggesting that the other health and lifestyle factors were far more decisive in the model’s assessment.",21.37
25,2,"Notably, the patient does not have hypertension, a condition strongly linked to stroke, which likely helped to keep the overall risk assessment low.",16.32
25,3,"The patient’s body mass index is higher than average, which could have raised some concern, but on its own, a higher BMI does not always lead to a high stroke risk, especially when other protective factors are present.",10.36
25,4,"Although the patient’s average glucose level is somewhat elevated compared to the typical value, this factor did not weigh heavily enough to shift the prediction toward higher risk, possibly because moderate increases in glucose are less concerning in the absence of other major risk factors.",9.47
25,5,"The model predicted that this patient is not at risk of having a stroke, and the most influential factor in this decision was the patient’s age, which, at 38, is only slightly above the average in the dataset and generally considered a lower-risk group for stroke.",8.72
26,1,"Additionally, the absence of hypertension and the patient’s gender did not significantly shift the prediction, leaving the model confident in its assessment that this patient is at low risk for stroke.",25.94
26,2,"The patient’s body mass index is just above average, but not high enough to outweigh the protective effects of their youth and healthy glucose levels.",16.21
26,3,"Their average glucose level is also slightly below the typical value, which may indicate a lower likelihood of diabetes-related complications that can contribute to stroke.",13.38
26,4,"The most influential factor in this decision was the patient’s young age of 9, which is much lower than the average age in the dataset and strongly reduces stroke risk, as strokes are far more common in older individuals.",10.69
26,5,The model predicted that this patient is not at risk of having a stroke.,9.8
27,1,"Finally, while gender was considered, it did not play a significant role in the model’s decision for this individual.",30.32
27,2,"The absence of hypertension further supports the model’s prediction, as high blood pressure is one of the strongest predictors of stroke, and this patient does not have it.",12.91
27,3,"Although the patient’s body mass index (BMI) is higher than average, which could increase risk, this effect was outweighed by the protective influence of youth and healthy glucose levels.",10.43
27,4,"The patient’s average glucose level is also slightly below the typical value, which is reassuring since high blood sugar is a known risk factor for stroke.",9.57
27,5,"The model predicted that this patient is not at risk of having a stroke, and the most influential factor in this decision was the patient’s age, which is 28—significantly younger than the average age in the dataset, and younger people generally have a much lower risk of stroke.",7.73
28,1,"Finally, the patient’s gender did not play a significant role in the model’s decision, suggesting that other health and lifestyle factors were more decisive for this individual.",22.57
28,2,"Although the patient’s body mass index is elevated and they have hypertension—both of which are known risk factors for stroke—their impact was not strong enough in this case to shift the prediction toward higher risk, perhaps because the model weighs age and glucose more heavily in this context.",14.74
28,3,"Their average glucose level is slightly below the typical value, which is generally associated with a lower risk of stroke, possibly reflecting good blood sugar control.",13.26
28,4,"The most influential factor in this decision was the patient’s age, which, at 46 years, is notably higher than the average in the dataset; however, the model found that this alone did not outweigh other protective factors.",10.29
28,5,"For this patient, the model predicted that they are not at risk of having a stroke.",9.69
29,1,"Finally, the patient’s gender did not play a significant role in the prediction, suggesting that the model found other health and lifestyle factors to be more decisive in this case.",18.45
29,2,"The absence of hypertension, a condition that usually raises stroke risk, provided a small protective influence, but again, this was not enough to counterbalance the impact of age and BMI.",16.66
29,3,"Interestingly, the patient’s average glucose level is lower than the typical value in the dataset, which might have slightly reduced the predicted risk, since high blood sugar is often linked to vascular problems, but this effect was not strong enough to outweigh the other factors.",11.77
29,4,"The patient’s body mass index (BMI) is also above average at 28.7, which may indicate overweight status and could contribute to increased stroke risk, especially when combined with age.",9.76
29,5,"The model predicted that this patient is at risk of having a stroke, and the most influential factor in this decision was the patient’s age, which is 54—significantly higher than the average in the dataset, and well-known to be a major risk factor for stroke as people get older.",8.14
